Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 113.9481 35.7354 1.276e-16 1.088e-16 3.498e-17 79.0241 500.46
DG0002 114.0875 35.8521 5.475e-17 4.195e-17 2.122e-17 36.9382 500.37
DG0003 113.4285 35.7029 3.091e-17 2.702e-17 1.113e-17 39.0777 501.93
DG0004 113.6031 35.4355 5.298e-17 4.223e-17 1.587e-17 27.4982 501.34
DG0005 113.6155 36.1027 4.891e-17 3.790e-17 1.588e-17 29.7123 500.96
DG0006 113.6607 35.8482 6.332e-17 4.653e-17 2.349e-17 28.6285 501.16
DG0007 113.9175 35.8712 4.946e-17 2.619e-17 1.413e-17 59.6984 501.37
DG0008 113.6296 35.6017 6.996e-17 4.224e-17 1.994e-17 34.2879 500.75
DG0009 113.8524 35.7028 5.873e-17 3.925e-17 2.000e-17 29.8756 501.21
DG0010 113.6907 35.8124 4.741e-17 4.182e-17 1.651e-17 27.5668 500.15
DG0011 113.8205 35.7838 3.001e-17 3.015e-17 1.082e-17 62.6912 500.79
DG0012 113.2191 35.7783 5.769e-17 5.434e-17 2.116e-17 31.7856 500.38
DG0013 113.4250 35.3245 4.411e-17 2.912e-17 1.312e-17 36.4178 500.97
DG0014 114.1794 35.6234 5.532e-17 3.892e-17 1.170e-17 58.1378 500.51
DG0015 113.7664 36.0432 2.488e-17 2.627e-17 1.169e-17 41.0536 500.92
DG0016 114.4650 35.9000 5.756e-17 4.164e-17 2.016e-17 31.0847 500.58
DG0017 114.0733 35.7757 4.372e-17 3.011e-17 1.658e-17 56.7176 500.61
DG0018 113.9426 35.8884 4.779e-17 3.863e-17 2.456e-17 30.391 501.42
DG0019 113.8683 35.3982 6.252e-17 6.423e-17 2.149e-17 35.685 501.86
DG0020 114.3928 35.5501 6.458e-17 4.975e-17 2.030e-17 35.4041 500.73
DG0021 113.5350 35.8040 6.324e-17 4.880e-17 2.032e-17 27.1162 500.43
DG0022 114.1324 35.4530 4.317e-17 3.408e-17 2.314e-17 33.7251 501.25
DG0023 113.9251 35.4582 5.133e-17 4.361e-17 1.883e-17 37.6585 500.35
DG0024 114.4774 35.6002 6.261e-17 4.476e-17 2.526e-17 31.7204 500.31
DG0025 114.7575 35.8804 6.063e-17 5.750e-17 1.986e-17 30.4072 501.0
DG0026 113.9124 35.6183 4.869e-17 3.349e-17 1.477e-17 53.1016 501.59
DG0027 114.1394 36.0114 5.214e-17 4.501e-17 1.728e-17 29.37 501.22
DG0028 113.6838 35.6020 5.120e-17 4.058e-17 1.539e-17 27.7434 501.37
DG0029 114.3034 35.3268 6.136e-17 4.829e-17 2.202e-17 36.5311 501.44
DG0030 113.5041 35.4832 5.804e-17 5.631e-17 2.344e-17 37.2889 500.09
DG0031 113.9532 35.6131 3.526e-17 2.092e-17 1.140e-17 37.8034 501.25
DG0032 114.4495 35.8103 6.182e-17 3.859e-17 1.953e-17 40.6363 500.44
DG0033 113.6751 35.5431 6.007e-17 4.377e-17 1.705e-17 35.4639 500.39
DG0034 113.5613 36.0558 6.329e-17 4.083e-17 1.962e-17 38.0448 499.63
DG0035 113.5584 35.3742 6.123e-17 6.630e-17 2.791e-17 33.129 500.38
DG0036 255.7243 50.9370 6.779e-16 6.124e-16 2.543e-16 230.2995 105.19
DG0037 255.7120 50.7064 9.086e-16 6.687e-16 3.714e-16 144.6532 104.92
DG0038 255.5157 50.8409 1.227e-15 7.163e-16 3.759e-16 127.71 104.63
DG0039 255.4146 51.0695 8.823e-16 7.617e-16 3.868e-16 168.666 105.17
DG0040 255.6177 51.1422 1.222e-15 8.807e-16 3.241e-16 125.4231 105.1
DG0041 299.7105 75.4044 9.287e-16 5.683e-16 2.042e-16 157.8682 107.85
DG0042 85.4544 41.7510 1.566e-17 8.767e-18 5.050e-18 28.9016 933.07
DG0043 85.4899 41.7214 1.384e-17 1.275e-17 5.083e-18 15.9103 932.27
DG0044 85.5195 41.7255 1.646e-17 1.478e-17 6.989e-18 15.2383 932.94
DG0045 85.4517 41.7921 1.790e-17 1.213e-17 5.035e-18 16.2473 932.94
DG0046 85.4189 41.7698 2.223e-17 1.821e-17 6.664e-18 20.6499 932.52
DG0047 43.5080 93.8095 1.920e-16 1.303e-16 6.078e-17 53.5429 325.72
DG0048 43.6141 93.8134 1.271e-16 1.208e-16 5.361e-17 50.7374 325.42
DG0049 43.5291 93.8421 1.611e-16 1.524e-16 4.559e-17 52.5562 325.45
DG0050 235.8381 99.0834 7.591e-16 6.037e-16 2.288e-16 121.7003 179.63
DG0051 235.5498 99.2707 3.055e-16 2.764e-16 8.661e-17 81.5812 180.12
DG0052 235.8465 99.3220 3.192e-16 2.512e-16 1.236e-16 80.6521 180.31
DG0053 235.7480 98.6444 3.240e-16 2.623e-16 7.572e-17 90.3008 178.41
DG0054 236.2407 99.0524 4.564e-16 2.623e-16 1.576e-16 84.9285 180.65
DG0055 236.0851 98.7726 2.799e-16 2.688e-16 8.655e-17 75.5944 180.87
DG0056 235.9301 99.5035 3.885e-16 2.294e-16 9.959e-17 74.505 179.13
DG0057 236.1180 99.0858 3.748e-16 3.322e-16 1.244e-16 96.7778 180.11
DG0058 235.9135 99.3942 3.379e-16 2.928e-16 1.208e-16 69.6024 179.38
DG0059 235.3846 99.2120 5.603e-16 2.146e-16 1.219e-16 61.8042 180.12
DG0060 236.0584 99.0074 3.893e-16 2.493e-16 1.025e-16 68.9616 180.87
DG0061 235.9648 99.4831 3.114e-16 3.173e-16 1.196e-16 79.5353 179.55
DG0062 235.6957 99.0518 4.947e-16 2.624e-16 1.224e-16 93.3211 179.87
DG0063 235.8876 98.6855 2.169e-16 1.794e-16 9.462e-17 91.0055 179.71
DG0064 334.4912 143.8499 1.497e-17 1.149e-17 5.057e-18 32.1968 1410.97
DG0065 334.5594 143.8588 6.909e-18 5.504e-18 2.534e-18 13.266 1409.32
DG0066 334.5292 143.8025 7.749e-18 5.177e-18 2.133e-18 9.6038 1411.18
DG0067 334.4888 143.8142 9.567e-18 7.430e-18 2.246e-18 10.9898 1410.44
DG0068 334.4491 143.8696 7.931e-18 5.712e-18 2.391e-18 16.3258 1410.11
DG0069 334.5140 143.8805 6.465e-18 6.693e-18 2.455e-18 12.3604 1410.95
DG0070 334.4346 143.8055 7.112e-18 3.973e-18 3.347e-18 13.5223 1410.65
DG0071 334.5360 143.8623 5.466e-18 4.584e-18 1.906e-18 17.9442 1409.45
DG0072 334.4757 143.9058 9.014e-18 5.397e-18 1.943e-18 13.1495 1410.11
DG0073 334.4099 143.8370 6.201e-18 4.487e-18 2.422e-18 11.5786 1410.47
DG0074 334.5458 143.8341 7.911e-18 5.638e-18 2.263e-18 10.598 1410.69
DG0075 334.4333 143.8923 5.728e-18 5.344e-18 2.431e-18 14.8494 1411.0
DG0076 334.4535 143.8266 7.080e-18 4.600e-18 2.370e-18 10.704 1409.57
DG0077 231.0796 138.1143 2.923e-17 1.925e-17 1.494e-17 22.9277 617.59
DG0078 231.0803 138.1360 3.884e-17 2.585e-17 1.241e-17 29.1909 617.94
