Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
FrontS024679,10.1912,8.7644,2.345e-20,3.054e-20,3.705e-20,0.0001,103.5,0
FrontS024680,10.1717,8.7520,1.174e-20,1.545e-20,1.980e-20,0.0002,102.57,0
FrontS024681,10.1550,8.7454,6.027e-19,6.017e-19,4.434e-19,0.0008,101.13,0
FrontS024682,10.1564,8.7495,2.664e-19,3.011e-19,2.750e-19,-0.0002,101.22,0
FrontS024683,10.1784,8.7500,4.418e-20,5.212e-20,5.349e-20,0.0007,102.88,0
FrontS024684,10.0537,8.7042,2.037e-18,1.816e-18,1.009e-18,0.0,99.92,0
FrontS024687,10.1552,8.7463,8.316e-19,7.654e-19,4.624e-19,0.001,101.15,0
FrontS024690,10.2132,8.7259,1.363e-18,1.251e-18,7.764e-19,0.0002,102.4,0
FrontS024693,10.1522,8.7528,5.527e-18,1.070e-17,3.065e-17,0.0,101.31,0
FrontS024694,10.1574,8.7592,3.781e-19,3.923e-19,3.042e-19,0.0002,102.01,0
FrontS024696,10.1590,8.7490,4.849e-19,4.823e-19,3.544e-19,0.0005,101.66,0
FrontS024697,10.1560,8.7445,3.367e-18,5.863e-18,1.320e-17,0.0006,101.2,0
FrontS024698,10.1572,8.7520,2.571e-19,2.760e-19,2.286e-19,0.0006,101.23,0
FrontS024699,10.1605,8.7476,3.265e-19,3.467e-19,2.937e-19,-0.0,101.84,0
FrontS024705,10.1416,8.7455,4.317e-20,5.114e-20,5.395e-20,0.0008,100.72,0
FrontS024709,10.2141,8.7623,4.206e-20,5.079e-20,5.369e-20,0.0005,103.4,0
FrontS024710,10.1772,8.7628,1.208e-20,1.585e-20,2.027e-20,-0.0001,102.97,0
FrontS024712,10.1443,8.7348,7.655e-19,1.424e-18,3.658e-18,-0.0001,100.89,0
FrontS024716,10.1588,8.7513,1.356e-18,2.803e-18,8.796e-18,-0.0003,101.85,0
FrontS024725,10.2011,8.7639,6.817e-19,6.732e-19,4.686e-19,0.0002,103.28,0
