Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0014,3.2914,40.5244,1.624e-17,1.450e-17,5.781e-18,70.6018,-611.84
BottomDG0015,3.3690,40.5046,2.510e-17,1.854e-17,7.575e-18,61.081,-612.99
BottomDG0016,3.2391,40.6050,2.245e-17,1.746e-17,8.653e-18,63.1401,-613.34
BottomDG0017,3.3511,40.6352,1.639e-17,1.396e-17,6.122e-18,67.6534,-612.07
BottomDG0041,27.7356,-16.5779,1.206e-17,9.046e-18,4.413e-18,51.7213,-896.83
BottomDG0042,27.7363,-16.7079,8.961e-18,9.160e-18,3.973e-18,39.3597,-896.88
BottomDG0043,27.6442,-16.6636,1.114e-17,7.784e-18,3.808e-18,37.9714,-897.54
BottomDG0044,27.7304,-16.6767,1.108e-17,7.907e-18,3.925e-18,46.4909,-896.52
BottomDG0047,26.8961,-38.0484,1.470e-17,1.077e-17,4.936e-18,96.4129,-698.69
BottomDG0048,26.7995,-38.0492,2.240e-17,1.637e-17,7.821e-18,58.909,-698.96
BottomDG0049,26.7173,-38.0354,1.232e-17,1.037e-17,4.936e-18,83.8925,-698.54
BottomDG0050,26.8822,-38.0364,2.904e-17,2.074e-17,8.798e-18,64.1533,-699.9
BottomDG0079,-0.8864,20.1346,4.461e-17,3.611e-17,1.244e-17,185.4706,-715.12
BottomDG0080,-0.6431,20.1068,1.495e-17,1.247e-17,6.191e-18,59.3496,-716.2
BottomDG0081,-0.9448,20.3074,1.564e-17,1.245e-17,5.389e-18,52.7658,-717.58
BottomDG0082,-0.9951,20.0519,1.705e-17,1.587e-17,6.922e-18,56.7271,-717.71
BottomDG0083,-0.8803,20.1210,1.064e-17,9.751e-18,3.998e-18,120.6808,-718.57
BottomDG0084,-0.8699,20.2698,1.627e-17,1.259e-17,5.673e-18,50.9261,-717.03
BottomDG0085,-1.0078,20.2337,1.743e-17,1.355e-17,6.727e-18,65.5352,-715.89
BottomDG0086,-0.9191,20.1864,1.766e-17,1.373e-17,6.027e-18,61.9063,-719.39
BottomDG0087,-1.0751,20.2294,1.555e-17,1.387e-17,6.010e-18,52.1446,-718.22
BottomDG0088,-0.9669,20.2915,1.696e-17,1.472e-17,6.048e-18,65.8432,-718.18
BottomDG0095,-41.9665,-32.0460,1.039e-17,9.591e-18,4.179e-18,86.6032,-782.22
BottomDG0096,-42.1273,-32.0694,1.641e-17,1.529e-17,6.269e-18,58.4327,-782.14
BottomDG0097,-41.8289,-31.9077,2.231e-17,1.731e-17,7.752e-18,52.3113,-781.8
BottomDG0098,-41.7816,-32.0612,1.142e-17,9.093e-18,4.266e-18,63.8209,-780.08
