Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0102,22.2628,18.5554,2.577e-17,1.819e-17,6.883e-18,109.3387,1773.89
BottomDG0103,22.1769,18.3540,9.586e-18,8.448e-18,3.540e-18,42.1072,1771.94
BottomDG0104,22.4831,18.5910,9.282e-18,6.907e-18,3.742e-18,44.291,1775.04
BottomDG0105,22.4592,18.4149,1.382e-17,9.689e-18,4.115e-18,41.6641,1777.38
BottomDG0106,22.5317,18.5509,8.261e-18,7.137e-18,3.383e-18,39.107,1769.44
BottomDG0107,21.9849,18.6360,8.905e-18,8.169e-18,3.534e-18,51.2308,1772.05
BottomDG0108,22.4109,18.6502,8.343e-18,7.158e-18,3.234e-18,35.764,1770.46
BottomDG0109,22.5067,18.5682,8.374e-18,6.420e-18,3.271e-18,38.5351,1769.53
BottomDG0110,22.3342,18.3173,6.616e-18,5.090e-18,2.430e-18,40.2521,1773.75
BottomDG0111,22.1539,18.3627,9.069e-18,7.962e-18,4.075e-18,40.4781,1775.54
BottomDG0112,22.3910,18.4124,5.457e-18,4.143e-18,2.016e-18,53.1472,1776.14
BottomDG0113,22.4937,18.5268,5.653e-18,4.310e-18,2.039e-18,49.3592,1776.92
BottomDG0114,22.3389,18.7652,1.122e-17,1.000e-17,4.069e-18,35.0223,1775.42
BottomDG0115,22.1616,18.5315,5.849e-18,4.132e-18,2.237e-18,89.0793,1777.45
BottomDG0116,22.4998,18.6925,7.976e-18,6.277e-18,3.171e-18,37.0981,1774.75
BottomDG0117,22.4615,18.7299,8.906e-18,6.362e-18,3.055e-18,37.3066,1772.32
BottomDG0118,22.2766,18.4061,5.779e-18,5.380e-18,2.313e-18,42.4969,1771.99
BottomDG0119,22.3885,18.2949,5.911e-18,5.422e-18,2.161e-18,48.1157,1774.63
BottomDG0153,-10.2655,24.0159,1.688e-17,1.378e-17,6.343e-18,222.8885,954.11
BottomDG0154,-10.5641,24.0680,2.674e-17,2.292e-17,1.106e-17,65.3352,956.18
BottomDG0155,-10.1916,24.0087,1.782e-17,1.645e-17,6.739e-18,131.2388,953.7
BottomDG0156,-10.0695,23.9148,2.678e-17,2.185e-17,9.532e-18,81.4511,952.43
BottomDG0157,-10.2081,24.2634,1.744e-17,1.450e-17,6.501e-18,89.6949,954.07
BottomDG0158,-10.0785,23.9742,2.371e-17,1.987e-17,8.731e-18,61.9655,954.84
BottomDG0159,-10.3677,24.0017,2.390e-17,2.036e-17,8.448e-18,70.9045,956.79
BottomDG0160,-10.2169,24.1199,2.369e-17,1.884e-17,8.091e-18,65.8412,952.37
BottomDG0161,-10.2248,23.8566,2.784e-17,2.237e-17,9.888e-18,73.2792,954.53
BottomDG0181,-32.5020,16.6289,1.221e-17,9.971e-18,3.943e-18,43.0443,1480.75
