Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1636 144.6208 137.5877 7.442e-15 7.668e-15 2.408e-15 743.7988 -231.99
DG1637 145.5196 137.0272 2.986e-15 3.64e-15 1.587e-15 301.9493 -231.25
DG1638 145.337 138.0957 2.953e-15 3.225e-15 1.254e-15 253.7712 -231.28
DG1639 145.2712 137.399 3.541e-15 2.569e-15 1.202e-15 259.2276 -231.88
DG1640 142.1966 136.881 2.41e-15 1.436e-15 8.494e-16 347.7193 -231.46
DG1641 146.0834 137.9154 2.838e-15 2.189e-15 1.366e-15 233.9009 -230.97
DG1642 143.5443 139.0717 3.749e-15 2.987e-15 1.445e-15 282.6992 -231.45
DG1643 142.8681 138.5121 2.983e-15 2.413e-15 1.327e-15 269.205 -229.89
DG1644 143.4698 137.8867 2.817e-15 2.473e-15 9.307e-16 481.4831 -231.38
DG1645 144.7218 136.6939 2.737e-15 1.84e-15 1.15e-15 447.2255 -231.75
DG1646 146.7053 136.1764 3.689e-15 2.516e-15 1.148e-15 228.6277 -232.01
DG1647 145.3694 138.3425 3.72e-15 3.392e-15 1.333e-15 271.6304 -230.66
DG1648 146.9171 137.0846 3.112e-15 2.753e-15 1.234e-15 299.6175 -231.24
DG1649 144.4697 137.837 2.392e-15 1.897e-15 1.106e-15 409.6799 -232.45
DG1650 144.2588 139.2761 2.419e-15 1.829e-15 8.246e-16 249.1328 -231.96
DG1651 143.0247 137.2429 4.186e-15 2.614e-15 1.74e-15 295.6985 -231.41
DG1652 144.5724 137.6689 2.031e-15 1.711e-15 7.356e-16 539.6687 -231.83
