Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4561 347.6891 125.3117 8.788e-16 5.765e-16 2.429e-16 278.0565 -773.25
DG4562 347.5611 125.6307 4.116e-16 2.79e-16 1.584e-16 89.2157 -775.05
DG4563 347.4599 124.8506 3.892e-16 3.022e-16 1.305e-16 87.3547 -774.48
DG4564 347.4179 125.2196 4.127e-16 3.096e-16 1.587e-16 88.0161 -775.5
DG4565 347.3535 125.1866 2.725e-16 2.715e-16 1.802e-16 80.5895 -774.89
DG4566 347.8654 125.0703 4.605e-16 3.709e-16 1.072e-16 100.6056 -774.33
DG4567 347.9443 125.1886 3.094e-16 2.137e-16 1.035e-16 134.9328 -773.93
DG4568 347.8531 125.0052 4.402e-16 3.151e-16 1.465e-16 91.6698 -774.32
DG4569 348.1223 125.327 6.26e-16 2.894e-16 1.383e-16 69.3398 -772.85
DG4570 348.0831 125.6282 4.566e-16 2.665e-16 1.396e-16 91.6142 -775.0
DG4571 347.7333 125.4532 4.333e-16 3.089e-16 1.694e-16 71.9 -774.51
DG4572 348.2131 124.9741 4.413e-16 2.896e-16 1.906e-16 93.5491 -773.64
DG4573 348.0146 125.5291 4.315e-16 3.65e-16 1.716e-16 101.4582 -775.44
DG4574 347.2427 124.9202 2.212e-16 2.192e-16 1.182e-16 100.7338 -774.25
DG4575 347.1602 125.3279 2.987e-16 2.919e-16 1.188e-16 83.9767 -774.05
DG6297 331.5555 131.8815 3.179e-16 2.005e-16 1.105e-16 81.8101 -782.35
DG6298 331.6136 131.8665 2.77e-16 2.01e-16 9.727e-17 75.6258 -782.11
