Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0415 287.8714 112.5135 3.31e-14 2.605e-14 9.225e-15 1338.6873 -135.54
DG0416 285.5177 109.1839 1.124e-14 9.989e-15 4.096e-15 461.0483 -133.03
DG0417 286.6045 114.0165 1.346e-14 1.281e-14 5.258e-15 624.5332 -134.06
DG0418 285.5928 111.6361 1.968e-14 1.559e-14 5.869e-15 532.6754 -133.81
DG0419 287.432 110.2079 1.095e-14 1.333e-14 4.289e-15 554.9805 -133.62
DG0420 288.2651 115.0817 1.731e-14 1.007e-14 5.732e-15 487.14 -133.89
DG0421 289.2916 110.7231 1.419e-14 1.146e-14 4.696e-15 551.1994 -134.49
DG0422 285.8767 109.8033 1.295e-14 8.562e-15 4.541e-15 634.3811 -134.85
DG0423 289.1189 115.0739 2.25e-14 1.569e-14 6.065e-15 483.7749 -135.13
DG0424 290.5326 110.1207 1.529e-14 8.179e-15 4.92e-15 625.7267 -133.52
DG0425 286.9886 115.7758 1.418e-14 8.62e-15 4.537e-15 562.0276 -134.24
DG0426 286.1447 110.363 1.212e-14 1.127e-14 4e-15 475.7995 -134.57
DG0427 288.6749 110.1559 1.694e-14 1.477e-14 5.756e-15 470.9725 -134.67
DG0428 287.7776 109.3511 1.483e-14 1.107e-14 4.902e-15 547.5638 -134.64
DG0429 287.5411 111.4753 7.898e-15 7.118e-15 2.876e-15 1084.6681 -134.45
DG0430 288.7443 114.8843 7.727e-15 9.324e-15 4.455e-15 547.052 -135.36
DG0431 289.8585 109.5964 1.369e-14 9.617e-15 5.228e-15 617.6193 -135.1
DG0432 284.3005 111.0867 1.412e-14 9.883e-15 4.87e-15 457.9066 -134.98
