Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0602 45.3215 140.4576 2.524e-16 1.316e-16 5.488e-17 123.5747 -1492.07
DG0603 45.2939 140.7228 9.276e-17 7.162e-17 3.295e-17 54.4797 -1492.5
DG0604 45.1733 140.7891 1.044e-16 5.96e-17 3.138e-17 60.5599 -1490.1
DG0605 44.9283 140.2677 1.074e-16 6.751e-17 3.249e-17 47.2609 -1491.05
DG0606 45.5974 140.2284 8.166e-17 8.658e-17 2.806e-17 43.4901 -1491.59
DG0607 45.3633 140.617 7.318e-17 5.084e-17 2.292e-17 70.0353 -1492.9
DG0608 45.8066 140.3463 7.732e-17 7.672e-17 3.778e-17 49.0501 -1491.6
DG0609 45.4088 140.2718 8.83e-17 7.442e-17 3.058e-17 34.6098 -1492.56
DG0610 45.6991 140.5426 1.177e-16 7.613e-17 3.586e-17 41.8976 -1492.02
DG0611 45.5082 140.163 8.152e-17 4.961e-17 2.535e-17 53.1456 -1490.91
DG0612 45.3311 140.6915 7.482e-17 8.298e-17 3.797e-17 34.4789 -1492.16
DG0613 45.5632 140.7854 9.029e-17 8.08e-17 3.609e-17 37.317 -1492.28
DG0614 45.4515 140.4776 5.927e-17 6.153e-17 2.391e-17 77.5848 -1490.18
DG0615 45.0772 140.1422 1.152e-16 8.993e-17 3.762e-17 45.1887 -1491.76
DG0616 45.6403 140.324 6.669e-17 5.145e-17 2.734e-17 64.1781 -1491.8
DG0617 45.1297 140.3483 1.184e-16 9.864e-17 2.402e-17 43.9067 -1491.45
DG0618 45.586 140.443 1.023e-16 8.238e-17 3.964e-17 41.7702 -1491.91
DG0619 45.2515 140.2504 6.624e-17 5.455e-17 2.281e-17 66.9574 -1491.43
DG0620 45.4104 140.3688 4.256e-17 4.073e-17 2.886e-17 53.079 -1492.05
DG0621 45.4141 140.7368 1.049e-16 7.455e-17 3.329e-17 52.4968 -1491.67
DG0622 45.1274 140.392 4.931e-17 5.339e-17 2.429e-17 94.4101 -1490.71
DG1471 52.9544 132.8597 6.044e-17 6.042e-17 2.714e-17 43.8309 -1457.23
