Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4823 238.3941 53.6901 7.942e-16 4.879e-16 1.477e-16 111.0235 -855.24
DG4824 238.8379 53.3392 2.92e-16 2.608e-16 1.417e-16 82.3336 -856.17
DG4825 238.4967 53.934 2.94e-16 3.147e-16 9.256e-17 88.7435 -855.56
DG4826 238.3559 53.6674 3.243e-16 2.563e-16 1.008e-16 67.196 -855.12
DG4827 238.5887 53.546 2.311e-16 1.795e-16 1.011e-16 74.9232 -854.73
DG4828 238.6144 53.5363 4.975e-16 3.367e-16 1.279e-16 78.3306 -856.24
DG4829 238.5598 53.4561 2.958e-16 2.633e-16 1.259e-16 76.8335 -855.41
DG4830 238.8355 53.6589 2.635e-16 2.343e-16 1.185e-16 75.8172 -855.2
DG4831 238.0961 53.9381 3.29e-16 2.161e-16 1.177e-16 68.7065 -854.95
DG4832 238.2655 53.5185 2.171e-16 1.891e-16 8.781e-17 123.2175 -855.24
DG4833 238.4473 53.6331 3.473e-16 1.909e-16 1.099e-16 75.9076 -854.51
DG4834 238.477 54.0848 3.455e-16 2.76e-16 8.834e-17 106.6286 -855.54
DG4835 238.5156 53.7567 3.188e-16 2.542e-16 1.35e-16 92.9472 -854.37
DG4927 245.4392 60.9163 2.882e-16 1.992e-16 8.472e-17 74.6892 -860.81
DG4928 245.3256 61.0342 3.341e-16 2.59e-16 9.54e-17 78.0493 -860.89
