Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2046 300.4005 57.8212 9.594e-17 1.016e-16 3.934e-17 158.628 -1103.98
DG2047 300.3661 57.7415 1.079e-16 6.657e-17 3.713e-17 65.7497 -1102.94
DG2048 300.3513 57.7194 1.465e-16 1.231e-16 5.322e-17 68.2294 -1102.99
DG2049 300.5208 57.7479 1.75e-16 1.216e-16 7.756e-17 59.3883 -1103.82
DG2050 300.3829 57.8885 2.101e-16 1.381e-16 6.516e-17 64.7515 -1103.66
DG2051 300.2681 57.8034 1.834e-16 1.174e-16 5.82e-17 54.6042 -1103.98
DG2052 300.3239 57.8659 1.096e-16 1.12e-16 4.861e-17 72.8828 -1103.48
DG2053 300.4664 57.631 1.521e-16 1.424e-16 6.969e-17 56.5794 -1104.18
DG2778 323.1216 60.026 2.125e-16 1.434e-16 4.605e-17 58.638 -1080.21
DG2779 323.1048 60.0415 2.086e-16 9.905e-17 8.421e-17 54.9387 -1080.18
