Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0780 120.2774 100.9529 1.06e-14 8.86e-15 2.659e-15 1656.533 -121.8
DG0781 122.0109 100.436 1.497e-14 1.158e-14 4.484e-15 484.393 -122.13
DG0782 121.2523 100.7448 1.684e-14 1.03e-14 3.438e-15 433.0976 -121.62
DG0783 119.9353 98.7337 1.706e-14 1.271e-14 4.436e-15 515.684 -120.19
DG0784 120.4641 102.5032 1.403e-14 1.08e-14 4.337e-15 396.5694 -121.0
DG0785 118.6639 100.7563 8.854e-15 1.128e-14 5.128e-15 693.7947 -121.2
DG0786 120.1467 100.4826 1.149e-14 1.023e-14 3.545e-15 484.4639 -122.22
DG0787 118.74 100.9573 2.276e-14 1.139e-14 6.772e-15 438.6525 -121.66
DG0788 121.9045 100.0899 1.065e-14 1.323e-14 4.648e-15 428.5949 -121.46
DG6502 102.9915 111.6202 1.012e-14 8.336e-15 4.176e-15 603.4538 -121.86
DG6503 103.5807 111.2107 8.012e-15 7.307e-15 3.759e-15 584.4489 -121.78
DG6504 104.433 111.5431 1.557e-14 1.059e-14 5.737e-15 460.0492 -121.65
DG6505 104.4479 110.3644 1.251e-14 1.318e-14 5.145e-15 502.0293 -121.91
