Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3370 235.0336 77.9526 4.37e-16 2.46e-16 7.47e-17 187.2728 -1314.82
DG3371 234.8464 78.0756 1.49e-16 9.662e-17 4.664e-17 48.2449 -1314.41
DG3372 234.8168 77.8665 9.86e-17 9.595e-17 5.524e-17 48.5043 -1315.01
DG3373 235.1011 77.7374 1.663e-16 1.324e-16 4.301e-17 46.5224 -1315.23
DG3374 235.0286 77.9698 8.048e-17 1.058e-16 5.126e-17 38.4595 -1316.1
DG3375 234.9182 77.8792 8.255e-17 5.937e-17 4.113e-17 54.8974 -1316.04
DG3376 234.9763 77.8796 1.286e-16 8.628e-17 6.019e-17 54.6703 -1315.78
DG3377 235.1638 77.9261 9.255e-17 7.518e-17 2.913e-17 56.485 -1315.98
DG3378 235.1811 77.918 1.982e-16 1.677e-16 4.836e-17 50.0274 -1316.01
DG3379 235.0319 77.7908 1.892e-16 1.283e-16 6.009e-17 53.3056 -1315.35
DG6014 238.4304 84.6762 1.777e-16 9.65e-17 6.307e-17 51.8617 -1308.7
DG6015 238.5408 84.663 1.59e-16 1.2e-16 4.712e-17 53.5431 -1308.56
DG6016 238.5248 84.6238 1.756e-16 1.058e-16 4.366e-17 64.9351 -1308.08
