Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2860 293.0656 23.0518 5.723e-15 3.492e-15 1.147e-15 362.6374 -309.12
DG2861 291.4953 22.1534 9.785e-16 8.626e-16 3.655e-16 238.6799 -309.1
DG2862 292.6567 23.0279 2.064e-15 1.716e-15 6.121e-16 192.0768 -308.51
DG2863 295.793 23.2545 2.755e-15 1.336e-15 7.079e-16 239.3245 -308.01
DG2864 296.1347 22.5015 2.087e-15 1.683e-15 6.119e-16 166.5401 -308.53
DG2865 294.4245 21.9766 1.953e-15 1.354e-15 6.616e-16 194.2714 -309.13
DG2866 295.0482 23.6652 2.161e-15 1.585e-15 7.057e-16 193.635 -309.9
DG2867 294.7081 23.0287 1.287e-15 1.134e-15 3.612e-16 245.5202 -308.72
DG2868 294.0149 23.6526 1.352e-15 8.892e-16 4.212e-16 247.8778 -310.13
DG2869 295.2765 22.7835 3.045e-15 1.74e-15 7.069e-16 197.4689 -308.5
DG2870 290.4528 22.2982 2.479e-15 1.478e-15 7.686e-16 239.6267 -308.2
DG2871 296.6591 23.5453 1.348e-15 1.132e-15 5.388e-16 241.1167 -308.26
DG2872 295.5522 23.658 2.957e-15 1.592e-15 9.37e-16 218.8561 -309.03
DG2873 292.7243 24.0237 2.319e-15 1.584e-15 6.779e-16 215.8051 -308.87
DG2874 292.5377 23.0123 2.119e-15 2.016e-15 7.048e-16 194.68 -309.9
DG2875 293.1239 23.0687 2.089e-15 1.624e-15 9.836e-16 221.1184 -308.68
DG2876 296.3213 23.328 1.01e-15 1.86e-15 7.629e-16 197.5223 -309.37
DG2877 294.623 23.1095 3.114e-15 2.285e-15 8.79e-16 182.1293 -308.83
