Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4487 85.513 59.4672 1.021e-14 7.09e-15 2.948e-15 777.0112 -253.78
DG4488 86.2997 59.9144 3.752e-15 3.625e-15 1.498e-15 268.3177 -252.89
DG4489 84.9563 58.0946 5.401e-15 3.438e-15 1.688e-15 267.155 -253.66
DG4490 84.6601 59.5595 2.896e-15 2.352e-15 1.432e-15 245.8707 -254.43
DG4491 84.909 60.7214 3.758e-15 3.002e-15 1.388e-15 365.2739 -253.49
DG4492 84.8598 58.6227 4.421e-15 3.462e-15 1.431e-15 305.762 -255.01
DG4493 86.4378 60.379 4.23e-15 2.636e-15 1.454e-15 229.7007 -253.95
DG4494 85.438 60.0107 3.32e-15 3.22e-15 1.072e-15 287.256 -252.98
DG4495 85.5408 60.3889 5.594e-15 3.712e-15 1.531e-15 246.1612 -253.13
DG4496 86.8176 59.9891 3.191e-15 2.467e-15 1.742e-15 269.3675 -253.78
DG4497 86.1452 58.247 4.434e-15 2.959e-15 1.594e-15 265.1735 -252.78
DG4498 86.3953 58.7224 4.508e-15 3.483e-15 1.142e-15 309.0559 -254.08
