Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3519 97.6507 168.7519 4.337e-15 2.752e-15 9.737e-16 365.8641 -413.28
DG3520 96.6626 169.0763 1.881e-15 1.072e-15 5.447e-16 168.3397 -413.58
DG3521 99.6411 168.3672 1.533e-15 1.306e-15 5.971e-16 172.4835 -413.09
DG3522 94.6436 168.2606 1.609e-15 1.29e-15 5.27e-16 161.0828 -414.44
DG3523 94.8162 169.4828 1.293e-15 9.806e-16 5.946e-16 171.5987 -414.17
DG3524 100.9424 168.593 1.853e-15 1.312e-15 6.406e-16 162.9236 -413.94
DG3525 92.1959 168.6635 2.245e-15 1.68e-15 7.937e-16 143.2771 -414.02
DG3526 94.9807 169.3696 1.435e-15 1.054e-15 5.05e-16 226.6569 -414.37
DG3527 94.083 169.0181 1.201e-15 1.126e-15 4.165e-16 159.4612 -413.47
DG3528 100.3342 168.0992 1.188e-15 9.443e-16 3.143e-16 170.7748 -413.64
DG3529 94.1686 168.27 1.317e-15 1.505e-15 4.624e-16 158.0808 -414.53
DG3530 101.5386 168.1526 1.813e-15 1.173e-15 6.202e-16 177.2812 -413.7
DG3531 99.4967 169.7592 1.471e-15 1.155e-15 4.497e-16 162.9031 -413.72
DG3532 94.4171 168.4128 1.216e-15 1.362e-15 4.662e-16 139.4641 -414.39
DG3533 101.6086 168.0912 1.495e-15 1.048e-15 5.282e-16 173.3492 -414.55
