Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1214 155.5317 52.2602 8.325e-17 9.952e-17 3.421e-17 46.91 -1458.25
DG1215 155.6019 52.2133 1.118e-16 8.856e-17 3.82e-17 47.7651 -1458.41
DG1216 155.6173 52.2512 8.841e-17 5.602e-17 3.167e-17 39.2048 -1458.43
DG5446 180.6399 76.231 2.321e-16 1.575e-16 5.755e-17 129.2041 -1449.4
DG5447 180.5341 76.0159 5.551e-17 5.36e-17 2.45e-17 56.206 -1448.76
DG5448 180.6321 76.023 1.116e-16 6.338e-17 3.028e-17 38.889 -1449.48
DG5449 180.2667 76.364 8.326e-17 6.374e-17 3.134e-17 42.3585 -1446.63
DG5450 180.7302 76.202 7.183e-17 6.105e-17 2.816e-17 44.7924 -1449.49
DG5451 180.9164 76.212 5.033e-17 3.746e-17 2.226e-17 62.2752 -1448.76
DG5452 180.7246 76.3336 7.914e-17 4.556e-17 1.765e-17 69.9567 -1451.3
DG5453 180.3534 76.2018 1.123e-16 7.246e-17 3.386e-17 48.5473 -1451.44
DG5454 180.791 76.4026 7.498e-17 5.739e-17 3.933e-17 52.4883 -1449.0
DG5455 180.9783 76.0631 4.531e-17 4.753e-17 2.021e-17 54.3684 -1447.58
DG5456 180.6241 76.5785 4.705e-17 6.06e-17 2.51e-17 54.7646 -1448.7
DG5457 180.2501 76.0671 1.014e-16 7.045e-17 3.803e-17 53.7893 -1447.94
DG5458 180.8258 75.8722 9.72e-17 6.882e-17 3.112e-17 36.6904 -1450.01
DG5459 180.3907 76.2478 5.718e-17 5.152e-17 1.747e-17 40.7965 -1447.4
DG5460 180.3432 76.4026 9.323e-17 6.302e-17 2.084e-17 41.0264 -1447.8
DG5461 180.561 75.9629 6.82e-17 4.735e-17 1.923e-17 64.6506 -1446.66
DG5462 180.2817 76.4322 1.143e-16 1.045e-16 3.519e-17 41.2803 -1447.73
DG5463 180.6323 76.5267 9.39e-17 5.359e-17 3.059e-17 55.8728 -1448.31
DG5464 180.6723 76.2507 5.734e-17 5.682e-17 2.093e-17 87.1916 -1448.86
DG5465 180.5226 76.5039 9.847e-17 6.896e-17 2.662e-17 47.0711 -1449.53
DG5466 180.8366 75.9654 5.205e-17 4.246e-17 2.435e-17 52.7167 -1450.52
DG5467 180.7464 76.116 6.397e-17 3.907e-17 2.134e-17 84.4894 -1447.73
DG5468 180.6581 76.6154 1.113e-16 6.72e-17 3.435e-17 44.1291 -1450.32
DG5469 180.5624 76.1 6.413e-17 5.093e-17 2.298e-17 83.0751 -1450.24
DG5470 180.5883 76.2566 5.505e-17 5.57e-17 2.151e-17 88.114 -1447.19
DG5471 180.9688 76.1307 8.942e-17 5.742e-17 3.208e-17 39.9586 -1448.56
DG5472 180.7818 75.9315 5.49e-17 3.995e-17 2.9e-17 40.7511 -1447.21
