Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2130 296.408 89.6772 1.031e-15 6.559e-16 2.378e-16 206.4129 -749.92
DG2131 296.3393 89.7185 3.904e-16 1.733e-16 1.884e-16 72.9835 -749.91
DG2132 296.4574 89.754 3.345e-16 2.188e-16 1.159e-16 99.6494 -750.52
DG2133 296.4461 89.8326 3.173e-16 3.057e-16 1.368e-16 110.8877 -750.24
DG2134 296.276 89.4717 3.284e-16 3.235e-16 1.281e-16 79.8493 -750.58
DG2135 296.5421 89.5559 3.852e-16 3.779e-16 1.127e-16 97.42 -751.63
DG2136 296.6553 89.3971 3.381e-16 2.926e-16 1.118e-16 71.7552 -751.15
DG2137 296.5805 89.764 4.393e-16 2.797e-16 1.53e-16 79.517 -750.46
DG2138 296.1729 89.5172 4.637e-16 4.069e-16 1.72e-16 101.2168 -750.47
DG2139 296.5739 89.8139 3.344e-16 4.008e-16 1.173e-16 76.5483 -750.06
DG5357 305.3652 101.5978 2.764e-16 1.982e-16 1.464e-16 96.0673 -769.69
DG5358 305.361 101.7596 2.673e-16 2.438e-16 1.078e-16 96.3843 -769.48
DG5359 305.4162 101.5535 3.745e-16 2.567e-16 1.008e-16 115.8772 -769.64
DG5360 305.4852 101.8458 2.162e-16 1.587e-16 9.1e-17 68.3765 -769.32
