Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3805 90.4439 68.3674 7.067e-16 6.214e-16 2.14e-16 222.7071 -883.23
DG3806 90.1541 68.6185 2.67e-16 2.126e-16 1.22e-16 66.2388 -883.69
DG3807 90.2013 68.423 2.484e-16 2.228e-16 9.315e-17 63.2172 -882.72
DG3808 90.4893 68.1438 2.556e-16 1.513e-16 1.182e-16 86.268 -883.84
DG3809 90.5592 68.0832 3.027e-16 1.943e-16 1.016e-16 79.4706 -884.15
DG3810 90.4322 68.225 2.927e-16 2.648e-16 1.2e-16 83.1772 -882.98
DG3811 90.7048 68.208 3.982e-16 2.263e-16 9.705e-17 82.7761 -884.72
DG3812 90.2643 68.2993 2.814e-16 2.412e-16 9.106e-17 71.1091 -884.12
DG3813 90.6394 68.2569 2.103e-16 2.518e-16 8.623e-17 69.6648 -884.16
DG3814 90.3069 68.2405 2.706e-16 2.378e-16 8.661e-17 67.7588 -884.51
DG3815 90.4593 68.1383 2.54e-16 2.284e-16 1.221e-16 79.7992 -883.12
DG3816 90.6823 68.3379 2.111e-16 1.249e-16 6.438e-17 88.9713 -884.55
