Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2439 234.939 133.3998 3.14e-16 2.505e-16 7.119e-17 177.5016 -1249.3
DG2440 235.0777 133.4852 1.158e-16 8.401e-17 4.535e-17 89.4262 -1249.4
DG2441 234.7988 133.4884 1.667e-16 1.055e-16 3.868e-17 59.1097 -1249.25
DG2442 234.9863 133.4112 1.89e-16 1.49e-16 4.953e-17 58.5841 -1250.31
DG2443 235.267 133.3435 2.361e-16 1.201e-16 6.296e-17 49.828 -1247.78
DG2444 235.0117 133.3042 1.474e-16 1.181e-16 4.572e-17 68.8189 -1250.46
DG2445 234.7397 133.2274 1.358e-16 1.235e-16 5.01e-17 52.6122 -1248.53
DG2446 235.0999 133.3174 1.431e-16 1.162e-16 6.688e-17 62.2187 -1251.23
DG2447 235.1947 133.3336 1.259e-16 9.518e-17 5.012e-17 49.6939 -1250.89
DG2448 235.2015 133.5444 1.274e-16 9.778e-17 3.713e-17 54.5521 -1249.35
DG2449 235.19 133.3931 1.479e-16 1.152e-16 4.75e-17 51.1007 -1250.08
