Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5330 194.5031 23.9119 4.754e-15 3.906e-15 1.657e-15 533.4915 -163.68
DG5331 194.1718 24.139 6.307e-15 6.008e-15 1.882e-15 365.02 -163.27
DG5332 196.8363 24.376 3.805e-15 1.599e-15 1.646e-15 430.1743 -163.07
DG5333 192.9744 23.9604 5.511e-15 5.595e-15 2.21e-15 332.8312 -163.51
DG5334 192.479 23.8734 6.383e-15 7.01e-15 2.552e-15 391.9297 -163.13
DG6389 207.4769 28.1483 3.141e-15 3.116e-15 1.529e-15 742.2932 -180.65
DG6390 207.3758 28.9507 6.177e-15 5.496e-15 1.793e-15 388.5161 -180.65
DG6391 207.0621 27.2272 8.93e-15 5.854e-15 2.686e-15 384.5324 -180.19
DG6392 209.6555 27.1718 7.317e-15 6.272e-15 2.555e-15 342.6164 -181.33
DG6393 208.3314 28.2728 5.154e-15 5.721e-15 2.69e-15 386.961 -181.5
DG6394 207.6687 28.5948 6.091e-15 5.694e-15 2.823e-15 396.0754 -180.57
DG6395 207.8903 28.6372 7.508e-15 3.828e-15 2.177e-15 348.5325 -180.59
DG6396 205.5135 27.8054 3.899e-15 3.785e-15 1.544e-15 463.9005 -181.46
