Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0058 242.4343 59.2779 2.686e-16 2.337e-16 1.046e-16 234.9129 -719.49
DG0059 242.3476 59.6051 4.651e-16 2.516e-16 1.595e-16 80.745 -720.26
DG0060 242.2857 59.0825 3.634e-16 2.504e-16 1.258e-16 99.4027 -720.41
DG0061 242.5856 59.15 3.705e-16 3.515e-16 1.559e-16 101.6815 -718.91
DG0062 242.5771 59.1636 3.49e-16 3.4e-16 1.416e-16 68.7456 -720.01
DG0063 242.4021 59.1644 3.242e-16 3.862e-16 1.538e-16 85.7244 -719.92
DG0064 242.1356 59.2784 3.386e-16 2.84e-16 1.575e-16 90.7602 -719.59
DG0065 242.7478 59.191 5.125e-16 3.424e-16 1.651e-16 92.4454 -720.29
DG0066 242.6452 59.3242 4.749e-16 3.178e-16 1.648e-16 122.8999 -719.85
DG4523 266.9497 69.9178 4.173e-16 2.734e-16 1.627e-16 84.0254 -730.13
DG4524 266.9368 70.0654 4.767e-16 4.445e-16 2.293e-16 111.3455 -729.98
