Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S019445 113.2728 21.6005 2.579e-17 2.727e-17 2.248e-17 0.0 34.33 0.0
S019446 113.4594 21.6119 8.26e-14 5.516e-14 1.705e-14 0.0 35.52 0.0
S019447 113.7411 21.6875 5.0680000000000006e-20 8.6e-20 1.863e-19 0.0 33.86 0.0
S019448 113.4811 21.7059 1.424e-16 1.281e-16 7.464e-17 0.0 33.59 0.0
S019449 113.4247 21.5681 7.447e-20 1.233e-19 2.615e-19 0.0 32.86 0.0
S019450 113.3764 21.6074 6.594e-17 6.445e-17 4.472e-17 0.0 36.47 0.0
S019451 113.6412 21.5928 7.073e-20 1.219e-19 2.697e-19 0.001 33.24 0.0
S019452 113.6095 21.5569 2.512e-17 2.54e-17 1.887e-17 0.0 36.53 0.0
S019453 113.7467 21.5716 1.701e-20 1.1890000000000002e-20 4.21e-21 0.0 33.02 0.0
S019454 113.4803 21.661 1.024e-18 1.315e-18 1.629e-18 0.0 34.32 0.0
S019455 113.7642 21.6228 3.786e-16 7.555e-16 2.24e-15 0.0 35.73 0.0
S019456 113.429 21.6453 4.924e-21 1.0390000000000002e-20 3.4950000000000005e-20 0.0 36.47 0.0
S019457 113.3237 21.674 3.8639999999999996e-22 9.602999999999998e-22 4.447e-21 0.0 32.17 0.0
S019458 113.3082 21.715 1.372e-19 2.277e-19 4.542e-19 0.0 35.72 0.0
S019459 113.4639 21.7338 1.454e-23 5.406e-23 5.917999999999999e-22 0.001 33.14 0.0
S019460 113.5655 21.7099 1.1030000000000001e-20 2.371e-20 8.671000000000001e-20 0.0 33.84 0.0
S019461 113.1111 21.7531 6.609999999999999e-22 1.812e-21 1.097e-20 0.0 32.04 0.0
S019462 113.4418 21.7082 1.388e-19 2.249e-19 4.504e-19 0.001 35.03 0.0
S019463 113.4503 21.6196 2.757e-16 2.314e-16 1.168e-16 0.0 36.43 0.0
S019464 113.6968 21.6099 7.903999999999999e-22 2.049e-21 1.0890000000000002e-20 0.0 36.44 0.0
S019465 113.3743 21.5715 1.2620000000000001e-20 9.06e-21 3.531e-21 0.0 36.94 0.0
S019466 113.5244 21.6264 1.103e-22 3.2859999999999997e-22 2.299e-21 0.0 33.99 0.0
S019467 113.3203 21.7748 1.423e-18 1.953e-18 2.725e-18 0.0 32.78 0.0
S019468 113.5034 21.7009 4.052e-16 3.245e-16 1.519e-16 0.0 34.94 0.0
S019469 113.7514 21.6285 2.188e-16 1.855e-16 9.755e-17 0.0 36.08 0.0
S019470 113.4804 21.6448 3.686e-21 7.857e-21 2.766e-20 0.0 34.28 0.0
S019471 113.6606 21.6945 1.537e-19 2.556e-19 5.256e-19 0.0 36.58 0.0
S019472 113.4407 21.6162 4.357999999999999e-22 1.261e-21 8.101e-21 0.0 33.55 0.0
S019473 113.4787 21.5918 7.036e-22 1.759e-21 8.374e-21 0.0 36.13 0.0
S019474 113.584 21.606 4.543e-18 5.157e-18 4.891e-18 0.0 33.95 0.0
S019475 113.7026 21.5201 7.23e-21 1.566e-20 5.467000000000001e-20 0.0 35.3 0.0
S019476 113.1739 21.4912 4.295999999999999e-22 1.136e-21 6.289e-21 0.0 30.78 0.0
S019477 113.7907 21.6393 2.345e-16 2.046e-16 1.135e-16 0.0 31.1 0.0
S019478 113.2834 21.6087 6.726e-21 1.605e-20 6.947e-20 0.0 32.56 0.0
S019479 113.7443 21.6047 4.872e-21 1.011e-20 3.209e-20 0.0 33.14 0.0
S019480 113.4619 21.5533 2.199e-19 3.63e-19 7.635e-19 0.0 31.8 0.0
S019481 113.8314 21.5923 9.277e-12 6.724e-12 2.539e-12 0.0 33.12 0.0
S019482 113.7026 21.5879 2.662e-16 2.231e-16 1.141e-16 0.0 37.07 0.0
S019483 113.4927 21.6558 1.929e-20 3.6940000000000006e-20 9.952e-20 0.001 31.65 0.0
S019484 113.4758 21.665 1.077e-16 1.953e-16 4.689e-16 0.0 33.67 0.0
S019485 113.2309 21.6824 1.496e-22 4.588e-22 3.372e-21 0.0 36.63 0.0
S019486 113.4884 21.7918 2.034e-12 1.531e-12 6.358e-13 0.0 35.12 0.0
S019487 113.3552 21.6913 1.382e-19 2.222e-19 4.291e-19 0.0 37.11 0.0
S019488 113.4395 21.669 6.105e-18 6.891e-18 6.601e-18 0.0 34.71 0.0
