Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S090459 32.0609 78.1114 3.4870000000000006e-20 5.484000000000001e-20 1.026e-19 0.0 41.89 0.0
S090460 32.0209 78.1328 7.361e-20 1.156e-19 2.116e-19 0.0 40.92 0.0
S090461 32.059 78.1575 9.86e-22 2.116e-21 7.46e-21 0.0 40.91 0.0
S090462 31.9339 78.1383 1.078e-18 1.309e-18 1.355e-18 0.0 42.1 0.0
S090463 32.0107 78.0991 1.17e-21 2.483e-21 8.749000000000001e-21 0.0 41.94 0.0
S090464 32.0246 78.0914 6.319999999999999e-23 1.7389999999999998e-22 1.011e-21 0.0 43.58 0.0
S090465 32.0198 78.0933 1.715e-22 4.758999999999999e-22 2.7910000000000002e-21 0.0 42.44 0.0
S090466 32.0059 78.1394 3.1609999999999998e-22 8.424999999999999e-22 4.553e-21 0.0 41.27 0.0
S090467 32.0369 78.1186 3.979e-22 8.4609999999999995e-22 2.952e-21 0.0 41.33 0.0
S090468 32.0248 78.0929 1.786e-22 4.25e-22 1.823e-21 0.0 41.12 1.0
S090469 32.0028 78.0957 1.81e-23 5.28e-23 3.5879999999999995e-22 0.0 42.54 0.0
S090470 32.0226 78.016 3.0549999999999996e-22 6.31e-22 2.067e-21 0.0 44.57 0.0
S090471 31.9428 77.8033 3.677e-13 2.583e-13 9.168e-14 0.0 44.84 0.0
S090472 32.011 78.0948 2.498e-17 4.499e-17 1.078e-16 0.0 42.5 0.0
S090473 32.1097 78.2069 3.8e-21 2.679e-21 9.5e-22 0.0 41.09 0.0
S090474 32.043 78.1453 7.918e-21 1.429e-20 3.353e-20 0.0 40.7 0.0
S090475 31.9496 78.0171 2.315e-22 6.214999999999999e-22 3.621e-21 0.0 43.87 0.0
S090476 32.02 78.0908 1.437e-18 1.606e-18 1.439e-18 0.0 43.18 0.0
S090477 31.9979 78.0804 7.578e-24 2.462e-23 2.0139999999999998e-22 0.0 43.09 0.0
S090478 32.0578 78.0619 9.872999999999999e-22 2.052e-21 6.634e-21 0.0 43.21 0.0
S090479 32.0925 77.9346 2.798e-21 5.363e-21 1.4790000000000002e-20 0.0 44.1 0.0
S090480 32.0 78.0853 9.784e-18 9.21e-18 6.081e-18 0.0 43.02 0.0
S090481 31.9919 78.226 6.883e-20 1.033e-19 1.737e-19 0.0 40.62 1.0
S090482 32.0259 78.0972 2.719e-21 5.989e-21 2.156e-20 0.0 41.5 0.0
S090483 32.0308 78.0938 9.449e-17 1.604e-16 3.42e-16 0.0 42.26 0.0
S090484 32.0754 78.2684 1.053e-17 1.012e-17 6.835e-18 0.0 40.39 0.0
S090485 32.0071 78.0923 5.044e-26 2.94e-25 8.538e-24 0.0 44.07 0.0
S090486 32.0732 78.2961 6.568999999999999e-22 1.588e-21 7.304e-21 0.0 40.44 0.0
S090487 32.0217 78.1086 5.832e-19 7.381e-19 8.732e-19 0.0 41.14 0.0
S090488 32.022 78.0933 5.96e-17 1.143e-16 3.15e-16 0.0 42.53 0.0
S090489 32.0015 78.0628 7.007e-18 6.985e-18 5.058e-18 0.0 43.87 0.0
S090490 32.0078 78.0903 8.878999999999999e-23 2.2469999999999997e-22 1.145e-21 0.0 42.98 0.0
S090491 32.0434 78.1755 1.583e-16 3.974e-16 1.989e-15 0.0 40.61 1.0
S090492 32.0254 78.0868 8.055e-18 8.064e-18 5.912e-18 0.0 43.69 0.0
S090493 32.0497 78.0752 8.443e-19 1.032e-18 1.08e-18 0.0 43.03 0.0
S090494 32.0785 78.04 3.953e-24 1.518e-23 1.7399999999999999e-22 0.0 43.53 0.0
S090495 32.0182 78.0907 3.2329999999999996e-22 7.988e-22 3.912e-21 0.0 43.6 0.0
