Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S251883 184.8491 122.5074 2.446e-18 2.752e-18 2.64e-18 0.0 29.81 0.0
S251884 184.9101 122.5841 5.198e-13 5.858e-13 5.304e-13 0.0 31.12 0.0
S251885 184.8612 122.461 5.2840000000000004e-21 9.941e-21 2.5820000000000003e-20 0.0 31.0 0.0
S251886 184.8635 122.5092 8.239000000000001e-20 1.237e-19 2.039e-19 0.0 29.7 0.0
S251887 184.7922 122.4463 3.873e-21 7.906000000000001e-21 2.4960000000000003e-20 0.0 30.21 0.0
S251888 184.8563 122.4975 1.004e-18 1.156e-18 1.093e-18 0.0 30.0 0.0
S251889 184.9208 122.5079 3.049e-17 2.843e-17 1.823e-17 0.0 32.56 0.0
S251890 184.9558 122.3283 4.47e-24 1.5e-23 1.3189999999999998e-22 0.0 31.54 0.0
S251891 184.6783 122.489 8.816e-17 1.926e-16 6.912e-16 0.0 29.09 1.0
S251892 185.0556 122.564 9.068e-20 1.403e-19 2.412e-19 0.0 32.33 0.0
S251893 184.862 122.4987 1.964e-23 6.351e-23 5.077e-22 0.0 29.8 0.0
S251894 184.8839 122.4959 1.479e-19 2.07e-19 2.992e-19 0.0 32.2 0.0
S251895 184.8518 122.4958 6.971e-23 1.949e-22 1.186e-21 0.0 30.19 0.0
S251896 184.8993 122.5036 1.576e-12 1.374e-12 7.555e-13 0.0 32.37 1.0
S251897 184.8503 122.5362 2.015e-18 2.321e-18 2.166e-18 0.0 30.24 0.0
S251898 184.7785 122.3427 1.362e-16 3.468e-16 1.8e-15 0.0 30.72 1.0
S251899 184.9268 122.4824 3.3949999999999995e-22 8.390999999999999e-22 3.876e-21 0.0 32.67 0.0
S251900 184.9153 122.5057 1.628e-19 2.518e-19 4.578e-19 0.0 32.41 0.0
S251901 184.7251 122.4937 2.84e-21 5.586e-21 1.5990000000000002e-20 0.0 29.17 0.0
S251902 184.7538 122.5351 1.411e-19 2.089e-19 3.384e-19 0.0 29.1 0.0
S251903 184.8599 122.5155 2.43e-19 3.442e-19 5.217e-19 0.0 29.85 0.0
S251904 184.8639 122.553 3.291e-23 8.901e-23 5.119e-22 0.0 30.63 0.0
S251905 184.8275 122.5304 3.311e-17 2.906e-17 1.59e-17 0.0 29.78 0.0
S251906 184.8241 122.4168 2.427e-19 3.3e-19 4.343e-19 0.0 30.65 0.0
S251907 184.8864 122.4936 5.38e-24 1.804e-23 1.585e-22 0.0 31.67 0.0
S251908 184.7551 122.508 8.625e-18 8.857e-18 6.537e-18 0.001 29.11 0.0
