Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S158001 57.2567 47.4497 1.056e-23 3.216e-23 2.307e-22 0.0 127.3 0.0
S158002 57.1618 47.4743 1.701e-18 1.771e-18 1.402e-18 0.0 127.14 0.0
S158003 57.1559 47.5042 5.133e-19 6.307e-19 7.205e-19 0.0 125.27 0.0
S158004 57.1591 47.4766 1.609e-19 2.137e-19 2.708e-19 0.0 126.17 0.0
S158005 57.1456 47.4759 2.821e-21 5.671e-21 1.694e-20 0.0 124.57 0.0
S158006 57.0938 47.4814 1.319e-21 2.873e-21 1.018e-20 0.0 124.71 0.0
S158007 57.1383 47.4929 4.933e-24 1.508e-23 1.136e-22 0.0 124.6 0.0
S158008 57.1506 47.5005 2.066e-19 2.792e-19 3.642e-19 0.0 125.16 0.0
S158009 57.1523 47.4003 1.533e-22 3.9109999999999997e-22 2.002e-21 0.0 126.53 0.0
S158010 57.1009 47.4766 1.15e-22 2.8699999999999997e-22 1.4340000000000001e-21 0.0 124.75 0.0
S158011 57.2076 47.4316 6.183e-17 1.39e-16 5.362e-16 0.0 127.52 1.0
S158012 57.1611 47.4941 1.552e-21 1.079e-21 3.8989999999999994e-22 0.0 125.68 0.0
S158013 57.1504 47.4756 1.0980000000000001e-20 1.8680000000000003e-20 4.0350000000000003e-20 0.0 124.55 0.0
S158014 57.1372 47.487 1.4190000000000001e-21 2.7730000000000002e-21 7.903e-21 0.0 124.43 0.0
S158015 57.1541 47.4766 2.0509999999999998e-22 5.142999999999999e-22 2.512e-21 0.0 124.07 0.0
S158016 57.1824 47.435 7.477999999999999e-23 1.9279999999999998e-22 9.754999999999999e-22 0.0 127.11 0.0
S158017 57.1773 47.474 8.596999999999999e-22 1.818e-21 6.21e-21 0.0 126.86 0.0
S158018 57.1387 47.4779 3.321e-18 7.063e-18 2.395e-17 0.0 124.59 0.0
S158019 57.1667 47.4755 3.6399999999999995e-22 7.81e-22 2.747e-21 0.0 127.01 0.0
S158020 57.109 47.4604 1.718e-21 1.21e-21 4.1609999999999996e-22 0.0 125.28 0.0
S158021 57.0173 47.4584 4.2410000000000004e-20 6.021e-20 9.293e-20 0.0 125.13 0.0
S158022 57.1103 47.5405 1.959e-19 2.417e-19 2.785e-19 0.0 124.7 0.0
