Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S047360 121.7177 76.4239 1.341e-21 3.045e-21 1.2000000000000001e-20 0.0 6.36 0.0
S047361 121.6906 76.3673 9.387e-22 2.442e-21 1.2260000000000001e-20 0.0 5.89 0.0
S047362 121.8333 76.3444 1.625e-20 1.116e-20 3.878e-21 0.0 8.19 0.0
S047363 121.8009 76.342 3.0619999999999996e-22 8.866999999999999e-22 5.671e-21 0.0 8.05 0.0
S047364 121.8001 76.379 1.38e-20 9.725000000000001e-21 3.506e-21 0.0 7.31 0.0
S047365 121.8547 76.3121 1.6399999999999999e-22 4.083e-22 2.003e-21 0.001 8.77 0.0
S047366 121.8449 76.3232 4.392e-19 6.282e-19 9.196e-19 0.0 8.87 0.0
S047367 122.1152 76.2196 9.224e-18 9.96e-18 8.483e-18 0.0 9.87 0.0
S047368 121.9189 76.3451 8.496e-23 2.523e-22 1.772e-21 0.0 8.84 0.0
S047369 121.914 76.3211 7.509e-18 8.534e-18 8.148e-18 0.0 9.54 0.0
S047370 121.8637 76.3007 1.832e-20 1.261e-20 4.196e-21 0.0 9.26 0.0
S047371 121.7535 76.3833 2.251e-21 5.452e-21 2.4310000000000002e-20 0.0 5.8 0.0
S047372 121.5235 76.4568 4.952e-19 7.158e-19 1.119e-18 0.0 4.93 0.0
S047373 121.8556 76.3459 5.721999999999999e-23 1.7469999999999998e-22 1.308e-21 0.0 8.54 0.0
S047374 121.9099 76.2978 2.3779999999999998e-23 8.387e-23 8.176999999999999e-22 0.0 8.79 0.0
S047375 121.7772 76.348 7.129e-19 9.254e-19 1.101e-18 0.001 6.64 0.0
S047376 121.6727 76.4141 2.669e-18 3.203e-18 3.363e-18 0.0 5.43 0.0
S047377 121.8072 76.3483 1.393e-19 2.293e-19 4.604e-19 0.0 9.41 0.0
S047378 121.9714 76.3009 1.387e-20 2.947e-20 9.732e-20 0.0 9.16 0.0
S047379 121.6927 76.3787 8.107e-20 1.433e-19 3.345e-19 0.0 5.28 0.0
S047380 121.7965 76.362 5.773e-18 6.649e-18 6.464e-18 0.0 5.93 0.0
S047381 122.0925 76.2064 2.474e-20 4.8560000000000004e-20 1.426e-19 0.0 9.71 0.0
S047382 121.8301 76.3335 7.564e-19 1.092e-18 1.653e-18 0.0 8.5 0.0
S047383 121.9171 76.297 5.692999999999999e-23 1.67e-22 1.142e-21 0.0 9.02 0.0
S047384 121.7393 76.3525 8.1639999999999995e-22 2.035e-21 9.869e-21 0.0 6.73 0.0
S047385 121.9805 76.2802 2.774e-19 4.334e-19 7.662e-19 0.0 9.77 0.0
S047386 121.7113 76.3617 1.908e-22 5.854999999999999e-22 4.22e-21 0.0 5.77 0.0
S047387 121.8274 76.3356 6.398e-22 1.617e-21 7.881e-21 0.0 9.09 0.0
S047388 121.8475 76.3299 7.139e-25 3.5e-24 6.847e-23 0.0 9.19 0.0
S047389 121.7125 76.3876 1.739e-18 2.216e-18 2.645e-18 0.0 5.39 0.0
S047390 121.7329 76.338 6.744e-21 1.3680000000000002e-20 4.204e-20 0.0 6.14 0.0
S047391 121.7665 76.3588 7.386e-18 8.477e-18 8.106e-18 0.0 5.9 0.0
S047392 121.8241 76.338 6.787999999999999e-23 2.122e-22 1.613e-21 0.001 8.83 0.0
S047393 121.8165 76.3366 4.059e-20 7.065000000000001e-20 1.625e-19 0.0 8.49 0.0
S047394 121.778 76.3811 7.298e-19 9.8e-19 1.31e-18 0.0 6.88 0.0
S047395 122.0227 76.3007 1.15e-21 2.9040000000000002e-21 1.401e-20 0.0 9.58 0.0
S047396 121.7384 76.3728 1.61e-19 2.439e-19 4.297e-19 0.0 6.08 0.0
S047397 121.7238 76.3875 1.113e-17 1.168e-17 9.132e-18 0.0 5.8 0.0
S047398 121.9742 76.2724 7.119000000000001e-20 1.177e-19 2.4e-19 0.0 9.72 0.0
S047399 121.8114 76.3435 3.3839999999999998e-22 8.444999999999999e-22 4.139e-21 0.0 7.77 0.0
S047400 121.6382 76.4175 5.015e-18 5.565e-18 5.044e-18 0.0 5.09 0.0
S047401 121.5492 76.4061 6.31e-23 2.0239999999999997e-22 1.6570000000000001e-21 0.0 5.24 0.0
S047402 121.7299 76.3648 3.2120000000000005e-20 5.714e-20 1.381e-19 0.0 6.08 0.0
S047403 121.8175 76.3474 5.926999999999999e-23 1.9529999999999997e-22 1.637e-21 0.0 7.75 0.0
S047404 121.8042 76.338 6.034e-24 2.4559999999999998e-23 3.452e-22 0.0 7.91 0.0
S047405 121.8888 76.3124 2.797e-23 1.03e-22 1.172e-21 0.0 9.47 0.0
S047406 121.5987 76.4463 4.098e-12 2.904e-12 1.031e-12 0.0 5.29 0.0
S047407 121.8101 76.3307 1.0910000000000001e-20 2.081e-20 5.503e-20 0.0 8.81 0.0
S047408 121.6773 76.4455 1.598e-20 3.0480000000000003e-20 8.156e-20 0.0 6.27 0.0
S047409 121.9006 76.3068 9.962999999999999e-22 2.368e-21 1.0340000000000001e-20 0.001 9.04 0.0
S047410 121.9771 76.2368 4.225e-19 6.228e-19 9.809e-19 0.0 8.68 0.0
S047411 121.887 76.2826 1.743e-20 1.173e-20 4.062e-21 0.0 8.53 0.0
S047412 121.7871 76.374 1.5009999999999998e-22 3.9659999999999995e-22 2.16e-21 0.0 7.17 0.0
S047413 121.8945 76.3142 1.331e-23 4.8369999999999996e-23 5.0739999999999995e-22 0.0 9.46 0.0
S047414 121.9018 76.3381 5.502e-21 1.1740000000000001e-20 4.1250000000000003e-20 0.0 9.23 0.0
S047415 121.8287 76.3414 1.421e-20 9.992e-21 3.565e-21 0.0 8.98 0.0
S047416 121.8738 76.3227 9.875e-18 1.053e-17 8.485e-18 0.0 9.42 0.0
S047417 121.8233 76.3428 1.981e-16 3.609e-16 8.842e-16 0.0 9.05 0.0
S047418 121.5725 76.4233 1.619e-18 2.04e-18 2.366e-18 0.0 5.07 0.0
S047419 121.7907 76.3377 1.515e-21 3.53e-21 1.481e-20 0.0 5.99 0.0
S047420 121.9814 76.2609 3.169e-21 7.206e-21 2.961e-20 0.0 9.07 0.0
S047421 121.7987 76.3572 7.199e-21 1.501e-20 4.99e-20 0.0 5.26 0.0
S047422 121.6415 76.3998 2.0070000000000002e-20 3.74e-20 9.976000000000001e-20 0.0 5.22 0.0
S047423 122.0645 76.2551 7.828999999999999e-22 2.007e-21 9.933e-21 0.0 9.77 0.0
S047424 121.6606 76.3847 1.1090000000000001e-26 9.056000000000001e-26 5.171e-24 0.0 5.15 0.0
S047425 121.8008 76.3649 2.887e-21 6.525e-21 2.5590000000000002e-20 0.0 7.26 0.0
S047426 121.7848 76.3221 7.519e-19 1.03e-18 1.436e-18 0.0 7.37 0.0
S047427 121.8408 76.3172 1.961e-21 4.722e-21 2.119e-20 0.0 8.44 0.0
S047428 121.8278 76.3178 1.16e-18 1.481e-18 1.788e-18 0.0 8.38 0.0
