Time NormalisedFlux
0.0 1.1487551946635466
1.0 1.1751059787645133
2.0 1.140410967299672
3.0 1.1440644227164427
4.0 1.134458790051056
5.0 1.1649942426309616
6.0 1.1680090732515216
7.0 1.0797335648229613
8.0 1.2079392691982438
9.0 1.0705293387706252
10.0 1.1477712255988133
11.0 1.156840528074826
12.0 1.1628200212440258
13.0 1.087304799179021
14.0 1.0955173271811198
15.0 1.0823172027220722
16.0 1.0909220700529694
17.0 1.1336116286102682
18.0 1.0165181277262187
19.0 1.0666720927421183
20.0 0.9920077657189078
21.0 1.0053954955404203
22.0 1.0241470059631737
23.0 0.9689967604652083
24.0 0.9463399824099433
25.0 0.9386616574949402
26.0 0.9635657863420232
27.0 0.9496567151950557
28.0 0.9431838467675465
29.0 0.909387183217301
30.0 0.8797451237405574
31.0 0.8869261324947231
32.0 0.8871159810485931
33.0 0.8777332074144256
34.0 0.8716427022126034
35.0 0.9165480442622747
36.0 0.8157873162783985
37.0 0.8624969776678425
38.0 0.8288350409231425
39.0 0.8522937344614452
40.0 0.7749414409738112
41.0 0.777124966369429
42.0 0.796636918053814
43.0 0.7990661638302834
44.0 0.8083196844883794
45.0 0.8305681236271099
46.0 0.8497805261545451
47.0 0.7653007563428984
48.0 0.7736411651115618
49.0 0.8065402206774782
50.0 0.8521560001806323
51.0 0.7941889373385447
52.0 0.8006071563002898
53.0 0.800044126683971
54.0 0.779937343818474
55.0 0.820528351864711
56.0 0.8805668670796436
57.0 0.8847148358027217
58.0 0.9035885883746299
59.0 0.9041889611028037
60.0 0.8642454770928817
61.0 0.8950520865075131
62.0 0.84207115751614
63.0 0.9052372248734162
64.0 0.9554620333699223
65.0 0.8977381981244869
66.0 0.9026132711726158
67.0 0.9895916043367923
68.0 0.971296730286332
69.0 0.9557477764465696
70.0 0.9735181799077055
71.0 0.9442362727811647
72.0 0.9841453547425761
73.0 1.112070709903953
74.0 1.030097604577494
75.0 1.0520470960673451
76.0 1.0679090466541976
77.0 1.016260420532399
78.0 1.108669145090797
79.0 1.0739018656188262
80.0 1.1346291561386008
81.0 1.1456887229426538
82.0 1.171910613773624
83.0 1.1689876711278524
84.0 1.1233679157013596
85.0 1.1367004510971477
86.0 1.1042482963073754
87.0 1.0866445275760577
88.0 1.1578242706732425
89.0 1.1338366028054632
90.0 1.1834677682393275
91.0 1.1461711619106072
92.0 1.2009500619281743
93.0 1.1741643638537933
94.0 1.141190912219075
95.0 1.2309367853748878
96.0 1.2384932557236419
97.0 1.22638177820778
98.0 1.238487402559925
99.0 1.2820769573092896
100.0 1.2352712086646804
101.0 1.1738512794698934
102.0 1.1318731000789801
103.0 1.1782652209452236
104.0 1.170895985705891
105.0 1.1768003543947294
106.0 1.1901734025388129
107.0 1.1810714892926608
108.0 1.19594142423172
109.0 1.142351921503042
110.0 1.1444992137610988
111.0 1.0859369713435898
112.0 1.1300325937697353
113.0 1.0817496840372145
114.0 1.0393983272230636
115.0 1.0438646641914975
116.0 1.0348630936169427
117.0 1.0730223768597287
118.0 1.084606314520636
119.0 1.0559304413807453
120.0 0.998839418369927
