Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0199 22.1001 37.4494 1.696e-16 1.179e-16 3.995e-17 310.4626 589.17
DG0200 22.8223 37.713 4.299e-17 3.751e-17 1.701e-17 195.6 583.92
DG0201 21.4251 37.8031 4.675e-17 3.601e-17 1.588e-17 223.2622 591.24
DG0202 21.6868 36.2799 5.562e-17 5.237e-17 1.987e-17 119.5414 590.35
DG0203 22.6916 37.7817 4.71e-17 3.762e-17 1.539e-17 174.1916 586.67
DG0204 21.6323 37.6205 3.957e-17 3.296e-17 1.437e-17 221.609 591.09
DG0205 22.4353 37.2861 5.954e-17 4.554e-17 2.036e-17 100.2231 590.71
DG0206 21.3051 37.3209 5.61e-17 4.645e-17 1.845e-17 106.8772 590.54
DG0207 21.8636 37.8432 7.038e-17 5.742e-17 2.504e-17 133.8142 585.1
DG0208 21.6755 37.7914 3.701e-17 3.07e-17 1.52e-17 250.7773 588.69
DG0209 20.7864 37.21 4.215e-17 3.229e-17 1.463e-17 148.3383 588.58
DG0210 21.5631 38.3251 6.164e-17 5.241e-17 2.16e-17 124.9627 585.14
DG0211 21.6715 37.9595 6.068e-17 4.804e-17 2.078e-17 126.222 589.82
DG0212 23.0363 37.7606 4.08e-17 3.674e-17 1.407e-17 130.6613 588.6
DG0213 22.1766 36.9471 4.799e-17 3.725e-17 1.751e-17 207.9411 586.07
DG0214 22.4234 36.5982 6.867e-17 5.711e-17 2.623e-17 123.4264 589.96
DG0215 21.5495 37.9651 6.539e-17 5.073e-17 2.443e-17 129.3307 591.01
DG0216 22.4553 38.1046 6.252e-17 4.622e-17 2.106e-17 149.2235 591.29
DG0217 21.1741 38.0006 4.168e-17 3.402e-17 1.63e-17 144.6752 591.09
DG0218 22.6782 36.647 5.152e-17 4.596e-17 2.039e-17 113.7441 587.93
DG0219 20.3162 36.9554 5.659e-17 4.672e-17 2.066e-17 103.4434 585.12
DG0220 20.4374 36.9025 6.688e-17 5.356e-17 2.416e-17 111.5882 583.99
DG0221 20.3665 37.9451 6.037e-17 4.455e-17 2.09e-17 136.1529 589.8
DG0222 21.2094 37.3517 6.556e-17 5.496e-17 2.443e-17 116.4382 591.01
DG0223 22.4484 37.4475 6.611e-17 5.22e-17 2.379e-17 150.48 588.87
DG2488 2.7772 36.2919 7.579e-17 5.615e-17 2.538e-17 129.3287 551.73
DG2489 2.524 36.4434 4.998e-17 4.077e-17 1.79e-17 164.0558 551.43
DG2490 3.0228 36.4046 5.171e-17 4.022e-17 1.854e-17 122.6183 551.3
DG2491 3.0064 36.6691 7.249e-17 5.435e-17 2.241e-17 143.1303 552.17
