Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0224 330.58 141.3613 1.403e-16 1.14e-16 3.795e-17 189.1882 597.34
DG0225 330.1497 141.3285 3.343e-17 2.641e-17 1.219e-17 140.4423 597.82
DG0226 329.9524 141.6405 6.022e-17 4.451e-17 2.182e-17 123.3674 597.38
DG0227 330.1116 140.7361 5.032e-17 3.89e-17 1.833e-17 87.6506 601.47
DG0228 330.0549 141.3839 5.723e-17 4.707e-17 1.999e-17 129.2262 597.75
DG0229 329.9604 141.7771 4.996e-17 4.181e-17 1.782e-17 106.4507 597.67
DG0230 330.1001 140.9464 3.577e-17 2.823e-17 1.337e-17 122.4745 596.96
DG0231 329.7636 141.9639 5.971e-17 4.435e-17 2.16e-17 104.8409 600.72
DG0232 330.9442 141.119 3.334e-17 2.882e-17 1.287e-17 230.0574 596.68
DG0233 330.9593 142.104 5.025e-17 4.265e-17 1.882e-17 96.8651 596.7
DG0234 329.7218 140.7162 5.411e-17 4.508e-17 2.219e-17 126.9112 597.78
DG0235 330.9248 142.1386 6.041e-17 4.698e-17 2.004e-17 101.9009 597.52
DG0236 331.8338 141.0347 5.686e-17 4.362e-17 2.102e-17 143.6399 597.19
DG0237 331.5181 141.7632 5.989e-17 4.492e-17 2.027e-17 119.1215 597.9
DG0238 330.0979 141.2019 5.263e-17 4.017e-17 1.836e-17 101.413 599.64
DG0239 330.4223 140.473 5.239e-17 3.921e-17 2e-17 112.2208 598.58
DG0240 330.7348 141.1761 5.141e-17 4.378e-17 1.804e-17 107.0642 599.24
DG0241 329.8855 140.6728 5.389e-17 4.246e-17 1.732e-17 102.1743 597.25
DG0242 330.1353 142.214 4.818e-17 4.223e-17 1.72e-17 88.4756 600.98
DG3497 343.2398 124.851 4.006e-17 3.355e-17 1.506e-17 176.9725 593.08
DG3498 343.3036 124.678 6.201e-17 4.836e-17 2.354e-17 123.1977 593.49
DG3499 343.4089 124.8715 5.457e-17 4.798e-17 1.879e-17 100.7809 595.49
DG3500 342.9777 124.9071 8.386e-17 6.26e-17 2.66e-17 126.0181 594.79
DG3501 343.0829 125.0555 5.923e-17 4.983e-17 2.331e-17 106.2804 593.27
