Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4067 186.8814 131.4465 4.863e-17 3.574e-17 1.194e-17 97.1989 1158.27
DG4068 186.5249 131.7063 1.593e-17 1.377e-17 5.907e-18 50.242 1153.0
DG4069 186.9553 131.6964 1.771e-17 1.51e-17 7.179e-18 69.7962 1160.25
DG4070 186.7718 131.6116 1.198e-17 9.96e-18 4.073e-18 107.7746 1153.13
DG4071 186.3626 131.4013 2.531e-17 1.972e-17 8.758e-18 52.793 1152.97
DG4072 186.4296 131.0409 1.888e-17 1.508e-17 7.481e-18 62.2293 1154.24
DG4073 186.7623 131.4764 1.735e-17 1.406e-17 6.549e-18 64.6804 1157.37
DG4074 186.5894 131.6813 1.215e-17 9.612e-18 4.557e-18 98.7612 1157.72
DG4075 187.079 131.315 1.771e-17 1.408e-17 7.215e-18 64.1497 1154.02
DG4076 187.5976 131.4504 1.7e-17 1.464e-17 6.89e-18 63.8342 1153.59
DG4077 187.2346 131.2957 1.927e-17 1.408e-17 6.563e-18 62.0895 1154.29
DG4078 187.1398 131.7542 1.863e-17 1.612e-17 6.613e-18 61.8553 1155.75
DG4079 186.9682 131.9211 1.61e-17 1.336e-17 6.284e-18 58.6958 1154.74
DG4080 186.942 131.0944 1.7e-17 1.294e-17 6.269e-18 50.4989 1153.09
DG4081 186.7635 131.6295 1.756e-17 1.404e-17 6.346e-18 61.247 1153.96
DG4082 186.807 131.7322 1.774e-17 1.564e-17 6.682e-18 61.3575 1155.71
DG4083 186.8005 131.6115 1.291e-17 1.077e-17 5.153e-18 111.3432 1157.53
DG4084 186.9386 131.517 1.069e-17 9.146e-18 3.937e-18 65.8578 1157.26
DG4085 187.1248 130.9783 1.848e-17 1.57e-17 6.65e-18 65.5449 1158.01
DG4086 186.8565 131.5863 1.894e-17 1.441e-17 6.862e-18 66.2523 1160.36
DG4087 186.9221 131.1326 1.874e-17 1.494e-17 5.712e-18 78.0325 1157.14
DG4088 186.4847 131.6082 1.905e-17 1.431e-17 7.056e-18 63.2568 1158.84
DG5448 186.0632 165.0276 9.653e-18 8.545e-18 3.972e-18 88.3012 1152.97
DG5449 186.4109 165.085 1.674e-17 1.12e-17 5.637e-18 65.0351 1153.01
DG5450 185.8013 165.0392 1.381e-17 1.225e-17 5.594e-18 52.5134 1153.07
DG5451 186.4145 165.0184 1.436e-17 1.209e-17 5.5e-18 50.8716 1152.93
DG5452 185.6076 165.1015 1.47e-17 1.164e-17 5.285e-18 51.9183 1153.03
