Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1109 139.6498 125.4457 3.564e-16 2.48e-16 8.343e-17 517.806 404.07
DG1110 138.1986 126.0035 1.186e-16 8.744e-17 4.308e-17 162.3 403.64
DG1111 138.2728 124.7063 9.168e-17 7.331e-17 3.238e-17 188.2457 408.67
DG1112 140.8703 124.8974 1.334e-16 9.4e-17 4.367e-17 172.1288 404.86
DG1113 140.0719 125.7475 1.15e-16 9.383e-17 4.114e-17 150.729 411.59
DG1114 138.9183 126.2601 1.356e-16 1.109e-16 4.934e-17 193.5324 404.31
DG1115 141.5889 125.2985 1.121e-16 8.563e-17 4.182e-17 144.7567 405.45
DG1116 140.0199 124.5703 8.597e-17 7.06e-17 3.099e-17 203.3324 403.75
DG1117 140.4688 124.9205 1.231e-16 9.847e-17 4.21e-17 179.4819 409.56
DG1118 140.4054 124.5928 7.626e-17 6.087e-17 2.706e-17 228.5142 404.51
DG1119 138.4646 125.9603 7.678e-17 7.019e-17 3.273e-17 227.8827 409.74
DG1120 139.5902 124.8523 7.943e-17 6.102e-17 3.122e-17 352.4731 406.61
DG1121 139.0051 125.7216 8.82e-17 6.726e-17 2.748e-17 358.8704 408.87
DG1122 138.854 124.8759 8.726e-17 6.407e-17 2.803e-17 260.5959 407.4
DG1123 140.8825 125.5379 9.038e-17 7.027e-17 3.183e-17 187.8137 404.28
DG1124 138.925 126.2943 1.255e-16 1.105e-16 5.05e-17 164.914 409.59
DG1125 138.6239 124.3542 1.28e-16 1.042e-16 4.153e-17 192.1306 410.65
DG1126 140.5078 125.3229 1.351e-16 1.032e-16 4.246e-17 205.7656 409.0
DG1127 138.6581 125.3756 1.278e-16 1.071e-16 4.659e-17 187.2736 407.49
DG1128 139.3878 126.6996 1.234e-16 9.933e-17 4.102e-17 165.5037 403.12
DG1129 139.4197 124.3565 8.164e-17 6.892e-17 3.105e-17 215.0618 405.18
DG1130 140.7203 126.0267 7.928e-17 7.7e-17 2.937e-17 221.3138 408.52
DG1131 141.2004 126.1829 1.177e-16 9.084e-17 4.065e-17 153.2968 405.2
