Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0267 268.9866 5.6936 6.121e-16 4.695e-16 2.226e-16 713.464 128.64
DG0268 279.8528 5.4188 6.146e-16 4.734e-16 1.974e-16 655.4518 128.74
DG0269 272.2242 5.3361 7.878e-16 5.357e-16 2.441e-16 803.1031 128.81
DG0270 274.365 6.9052 9.518e-16 7.141e-16 3.395e-16 455.5562 128.89
DG0950 225.0402 4.0876 2.406e-15 1.711e-15 4.895e-16 1752.6325 154.06
DG0951 236.4965 4.4598 8.486e-16 6.503e-16 2.734e-16 456.6657 154.53
DG0952 234.9339 4.8301 8.316e-16 7.215e-16 2.763e-16 442.0203 153.66
DG0953 212.3655 4.3508 8.686e-16 7.376e-16 3.169e-16 453.2414 154.31
DG0954 208.6966 2.3484 8.169e-16 6.395e-16 2.916e-16 431.7458 153.13
DG0955 232.6789 4.1673 1.224e-15 9.138e-16 3.458e-16 494.56 154.34
DG0956 222.1666 4.9644 9.224e-16 7.414e-16 3.279e-16 528.3044 154.62
DG0957 245.7875 5.3364 7.15e-16 7.006e-16 2.806e-16 463.3796 155.29
DG0958 254.1383 3.6868 1.083e-15 8.935e-16 3.927e-16 486.8766 153.38
DG0959 202.785 3.8859 1.19e-15 8.708e-16 3.806e-16 403.843 155.22
