Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0094 25.4127 116.176 1.482e-16 1.289e-16 3.839e-17 309.4477 574.37
DG0095 24.6422 116.1015 6.693e-17 5.094e-17 2.404e-17 127.8756 571.25
DG0096 26.3572 116.0785 6.445e-17 5.839e-17 2.496e-17 127.4314 571.34
DG0097 24.8045 116.2169 5.525e-17 5.09e-17 2.412e-17 126.8789 575.34
DG0098 25.2172 116.5238 6.487e-17 5.917e-17 2.373e-17 130.9641 573.49
DG0099 25.2174 116.1393 6.685e-17 5.572e-17 2.49e-17 123.7592 570.16
DG0100 25.9216 116.2955 6.585e-17 5.628e-17 2.452e-17 146.9351 570.01
DG0101 25.386 117.052 6.547e-17 5.137e-17 2.326e-17 131.7579 574.29
DG0102 24.6428 117.0337 6.4e-17 5.054e-17 2.203e-17 141.7414 576.67
DG0103 25.1714 116.0595 5.981e-17 5.48e-17 1.987e-17 94.3487 570.39
DG0104 25.2005 115.2081 6.233e-17 5.166e-17 2.302e-17 133.082 572.58
DG0105 25.0701 116.4426 5.74e-17 4.739e-17 2.036e-17 109.4143 570.43
DG0106 26.486 116.0022 5.942e-17 4.8e-17 1.981e-17 98.5224 571.7
DG0107 24.9619 116.5047 6.889e-17 4.9e-17 2.147e-17 138.8285 575.07
DG0108 24.7496 116.8751 6.562e-17 5.611e-17 2.621e-17 126.4509 575.27
DG0109 25.0819 115.7927 8.447e-17 7.163e-17 2.597e-17 125.5404 570.76
DG0110 25.7116 116.6997 4.787e-17 3.353e-17 1.559e-17 124.9672 573.36
DG0111 24.3582 116.0682 5.411e-17 4.839e-17 2.22e-17 115.8411 570.89
DG0112 25.3808 117.0978 6.175e-17 5.232e-17 2.132e-17 112.4812 572.36
DG0113 26.3657 116.3611 6.231e-17 4.945e-17 2.09e-17 97.0002 577.83
