Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0590 354.593 165.0275 7.857e-18 7.107e-18 3.338e-18 38.6295 1555.71
DG0591 354.6535 165.0133 9.117e-18 7.076e-18 3.203e-18 38.4678 1555.75
DG4143 353.2913 67.4413 6.593e-18 6.093e-18 2.597e-18 60.3335 1546.36
DG4144 353.3868 67.3981 1.018e-17 9.558e-18 4.065e-18 51.0573 1545.86
DG4145 353.3155 67.46 1.013e-17 8.277e-18 3.532e-18 42.8511 1547.31
DG4146 353.2631 67.3604 8.382e-18 7.509e-18 3.507e-18 42.4595 1546.66
DG4147 353.1741 67.4641 1.027e-17 8.136e-18 3.898e-18 38.7419 1547.44
DG4755 353.6496 103.5202 2.282e-17 1.957e-17 7.036e-18 121.4061 1587.15
DG4756 353.6235 103.4784 6.313e-18 5.268e-18 2.211e-18 82.4439 1588.92
DG4757 353.7399 103.3889 9.22e-18 7.197e-18 3.498e-18 36.9132 1584.42
DG4758 353.4845 103.7187 9.275e-18 7.585e-18 3.616e-18 40.5134 1588.91
DG4759 353.3481 103.726 6.193e-18 4.655e-18 2.313e-18 36.7833 1584.29
DG4760 353.4148 103.4725 7.816e-18 6.835e-18 3.318e-18 37.5074 1585.46
DG4761 353.4948 103.3444 8.199e-18 7.335e-18 3.01e-18 30.928 1587.15
DG4762 353.4328 103.7088 9.247e-18 7.239e-18 3.389e-18 48.3333 1584.45
DG4763 353.7617 103.3621 8.329e-18 7.249e-18 3.087e-18 34.423 1589.32
DG4764 353.488 103.5012 6.066e-18 4.839e-18 2.27e-18 60.8453 1587.48
DG4765 353.5058 103.348 8.186e-18 6.654e-18 3.136e-18 35.4901 1588.09
DG4766 353.5167 103.4069 7.813e-18 7.242e-18 2.975e-18 36.8859 1582.96
DG4767 353.8096 103.387 9.078e-18 7.792e-18 3.271e-18 40.7515 1583.11
DG4768 353.5055 103.5946 6.026e-18 5.26e-18 2.452e-18 66.6045 1585.24
DG4769 353.6432 103.734 6.024e-18 4.59e-18 2.25e-18 64.8663 1580.97
DG4770 353.8432 103.4098 1.146e-17 1.043e-17 3.964e-18 39.1836 1586.72
DG4771 353.5629 103.3758 9.409e-18 7.586e-18 3.637e-18 37.9233 1580.97
DG4772 353.6729 103.7748 5.874e-18 4.774e-18 2.403e-18 49.6049 1584.82
DG4773 353.8215 103.535 7.736e-18 6.961e-18 3.135e-18 38.4552 1585.4
DG4774 353.7712 103.8198 6.573e-18 4.603e-18 2.322e-18 44.8111 1586.66
DG4775 353.8647 103.6852 8.325e-18 7.698e-18 3.78e-18 41.0148 1587.06
DG5672 331.2167 23.4261 1.425e-17 1.147e-17 4.687e-18 46.0426 1506.18
DG5673 330.9618 23.4596 9.923e-18 7.456e-18 3.668e-18 37.0955 1505.76
DG5674 330.9357 23.3942 7.284e-18 5.982e-18 2.949e-18 50.134 1506.33
