Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0946 294.3637 40.2837 3.786e-17 2.824e-17 1.243e-17 100.4113 636.54
DG0947 294.431 40.6309 5.116e-17 4.103e-17 1.822e-17 108.7904 635.44
DG0948 293.8991 40.5182 4.772e-17 4.013e-17 1.783e-17 102.6184 636.54
DG0949 294.1988 40.3478 5.372e-17 4.369e-17 1.99e-17 126.2236 636.99
DG3933 285.0258 61.6882 2.992e-17 2.478e-17 1.213e-17 190.1025 646.37
DG3934 285.0711 61.8494 5.544e-17 4.258e-17 1.989e-17 113.548 645.01
DG3935 284.6474 61.6115 4.675e-17 4.371e-17 1.938e-17 128.8501 646.56
DG3936 285.0059 61.8094 5.27e-17 4.257e-17 2.108e-17 123.9931 645.01
DG3937 285.2539 61.7989 4.747e-17 3.912e-17 1.932e-17 99.1306 645.42
DG3938 284.9288 61.4146 5.452e-17 4.159e-17 1.775e-17 102.8781 646.86
DG3939 284.8582 61.8842 4.78e-17 3.758e-17 1.634e-17 100.3542 644.79
