Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2069 203.8275 59.7005 8.319e-18 7.043e-18 3.016e-18 46.4352 1788.96
DG2070 203.7972 59.7104 8.349e-18 6.553e-18 3.176e-18 48.6442 1789.0
DG2071 203.7759 59.6827 8.077e-18 7.03e-18 3.389e-18 38.0568 1787.94
DG3006 146.4035 27.556 6.001e-18 5.141e-18 2.071e-18 61.0614 1786.93
DG3007 146.5742 27.5287 7.453e-18 5.755e-18 2.848e-18 30.9149 1788.53
DG3008 146.2624 27.5795 5.267e-18 4.291e-18 1.972e-18 37.1124 1788.1
DG3009 146.6299 27.5618 5.963e-18 4.093e-18 2.053e-18 38.6905 1788.51
DG3010 146.3833 27.4728 6.694e-18 5.31e-18 2.541e-18 36.7043 1787.67
DG3011 146.4338 27.566 7.507e-18 6.192e-18 2.816e-18 33.4544 1787.11
DG4297 122.9613 47.7344 6.961e-18 6.368e-18 2.836e-18 42.9174 1782.64
DG4298 122.8608 47.8139 7.308e-18 6.584e-18 2.997e-18 39.591 1783.11
DG4299 122.9032 47.7452 6.906e-18 5.879e-18 2.626e-18 38.884 1783.41
