Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1009 164.0251 113.2008 7.083e-16 5.056e-16 1.579e-16 382.7548 245.41
DG1010 163.3674 112.8935 2.652e-16 2.154e-16 9.495e-17 322.1671 241.51
DG1011 164.4815 112.6022 2.506e-16 2.379e-16 8.604e-17 199.1325 246.34
DG1012 162.499 112.8044 2.566e-16 2.261e-16 1.08e-16 283.4092 241.94
DG1013 163.8321 112.3924 2.777e-16 2.234e-16 8.481e-17 286.2817 242.58
DG1014 163.749 113.7201 2.852e-16 2.278e-16 1.025e-16 278.2483 244.23
DG1015 164.6387 112.7135 3.637e-16 2.837e-16 1.183e-16 259.6039 244.59
DG1016 164.1678 112.3823 3.971e-16 2.922e-16 1.284e-16 292.8712 245.82
DG1017 164.496 112.171 2.865e-16 2.206e-16 1.002e-16 319.1681 244.0
DG1018 164.0226 113.134 1.613e-16 1.467e-16 5.998e-17 677.6606 242.68
DG1019 164.7124 113.1814 2.329e-16 2.183e-16 9.474e-17 245.7855 244.67
DG1020 164.2801 112.8566 2.587e-16 2.148e-16 9.393e-17 230.408 244.89
DG4693 163.6631 113.9885 3.502e-16 3.038e-16 1.322e-16 293.141 227.29
DG4694 163.48 114.5311 3.634e-16 3.099e-16 1.307e-16 271.7722 227.27
