Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1236 253.9836 48.8951 1.699e-17 1.34e-17 6.017e-18 82.3857 910.32
DG1237 253.8976 48.8096 2.011e-17 1.364e-17 6.368e-18 69.0755 910.26
DG1238 253.8193 48.7498 2.663e-17 1.972e-17 8.747e-18 69.3665 910.87
DG5291 229.9793 44.0745 1.726e-17 1.335e-17 6.318e-18 176.9773 928.54
DG5292 229.6587 43.9639 2.197e-17 1.805e-17 8.42e-18 78.7071 930.15
DG5293 230.1398 44.1748 2.36e-17 1.97e-17 8.573e-18 66.6008 930.09
DG5294 229.8908 43.9021 2.408e-17 1.86e-17 8.83e-18 75.7025 929.16
DG5295 230.0361 43.8749 2.459e-17 1.98e-17 8.72e-18 69.3345 930.71
DG5296 229.6793 43.9513 2.534e-17 2.195e-17 9.359e-18 62.0611 928.41
DG5297 229.6826 44.1004 3.446e-17 2.671e-17 1.124e-17 66.8969 929.82
DG5298 229.9359 44.1954 2.301e-17 1.949e-17 8.349e-18 68.5893 931.28
