Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1846 135.2918 71.6548 4.196e-17 3.286e-17 1.453e-17 175.5059 542.87
DG1847 135.146 71.6244 5.499e-17 4.597e-17 2.142e-17 106.1215 542.67
DG1848 135.5359 71.5831 6.266e-17 5.043e-17 1.979e-17 127.1579 541.18
DG1849 135.1055 71.7252 5.822e-17 4.591e-17 1.817e-17 107.5812 542.24
DG1850 135.0205 71.4661 6.417e-17 5.21e-17 2.442e-17 126.2691 541.61
DG2194 134.0417 58.5704 1.854e-16 1.358e-16 4.846e-17 413.8838 530.82
DG2195 134.5452 59.0266 5.067e-17 3.803e-17 1.801e-17 146.5702 533.4
DG2196 133.5802 58.3497 8.409e-17 6.367e-17 2.652e-17 142.2311 533.27
DG2197 132.3551 58.9605 9.121e-17 7.215e-17 3.17e-17 140.9053 533.59
DG2198 133.7324 59.3209 7.19e-17 5.83e-17 2.499e-17 117.3524 527.83
DG2199 132.4321 58.4623 7.301e-17 5.544e-17 2.606e-17 131.1455 526.27
DG2200 133.1114 58.3195 6.527e-17 5.504e-17 2.271e-17 111.9646 534.67
DG2201 134.5307 57.6911 6.741e-17 5.479e-17 2.534e-17 138.3685 533.28
DG2202 134.0911 59.6624 4.796e-17 3.825e-17 1.781e-17 166.4897 523.12
DG2203 133.4771 58.2115 9.754e-17 7.744e-17 3.017e-17 130.7683 526.83
DG2204 134.1515 58.1771 5.37e-17 4.363e-17 2.105e-17 204.5576 526.32
DG2205 133.7295 57.5195 6.937e-17 5.929e-17 2.452e-17 122.6803 533.11
DG2206 132.892 59.4332 7.438e-17 5.715e-17 2.61e-17 156.6239 523.72
DG2207 133.7209 59.0676 5.778e-17 5.172e-17 2.303e-17 114.7222 532.87
DG2208 133.7966 57.3393 6.837e-17 5.439e-17 2.51e-17 117.1959 531.75
DG2209 134.7025 59.4486 6.87e-17 6.18e-17 2.561e-17 153.7884 528.35
DG2210 133.1818 58.7959 5.978e-17 4.08e-17 1.827e-17 222.2189 532.61
DG2211 133.0494 57.9772 4.41e-17 3.751e-17 1.542e-17 165.4808 531.09
DG2212 134.6744 57.3593 6.411e-17 5.666e-17 2.359e-17 113.9924 527.86
DG2213 133.1495 59.0919 5.767e-17 4.381e-17 2.052e-17 225.3714 531.53
DG2214 135.0618 58.572 7.785e-17 6.301e-17 2.836e-17 127.4316 532.01
DG2215 135.429 57.7176 7.099e-17 5.793e-17 2.256e-17 138.3356 523.63
DG2216 134.45 58.3581 7.191e-17 5.667e-17 2.485e-17 149.1327 528.26
DG2217 133.8873 59.035 4.98e-17 3.88e-17 1.686e-17 261.4507 530.16
DG2218 134.3398 59.7447 6.777e-17 5.555e-17 2.549e-17 114.6456 527.22
DG2219 134.6419 57.3211 6.625e-17 5.588e-17 2.297e-17 95.6006 533.8
DG2220 135.4119 58.22 4.832e-17 3.834e-17 1.686e-17 153.5135 525.7
DG2221 133.9984 59.5794 7.087e-17 5.564e-17 2.458e-17 142.8512 534.26
DG2222 135.1412 58.2206 6.095e-17 5.47e-17 2.301e-17 112.4229 533.04
DG2223 135.2209 59.656 7.117e-17 5.212e-17 2.394e-17 112.3495 527.63
DG2224 133.1199 58.1703 5.137e-17 4.112e-17 1.699e-17 190.3623 531.99
DG2225 133.4405 59.5792 6.822e-17 6.071e-17 2.614e-17 115.5039 529.0
DG2226 133.6731 58.3072 5.553e-17 4.112e-17 1.752e-17 297.9915 528.69
DG2227 133.8123 58.5257 6.598e-17 5.349e-17 2.522e-17 117.2166 532.26
