Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S258944 259.4108 104.2413 1.804e-19 1.81e-19 1.299e-19 0.0 162.52 0.0
S258946 259.4038 104.2929 1.32e-18 1.164e-18 6.547e-19 0.0 161.04 0.0
S258947 259.4044 104.2995 1.625e-21 2.368e-21 3.874e-21 0.0 160.75 0.0
S258950 259.4119 104.3018 3.423e-22 6.533e-22 1.8220000000000002e-21 0.0 160.14 0.0
S258952 259.4015 104.2945 1.771e-19 1.819e-19 1.38e-19 0.0 161.41 0.0
S258956 259.4067 104.2886 5.650999999999999e-22 9.425999999999998e-22 1.914e-21 0.0 161.7 0.0
S258958 259.3934 104.2267 3.8099999999999995e-22 6.876e-22 1.602e-21 0.0 162.41 0.0
S258960 259.4247 104.2882 1.456e-18 2.841e-18 7.913e-18 0.0 160.82 0.0
S258961 259.3998 104.3112 1.183e-19 1.304e-19 1.149e-19 0.0 159.58 0.0
S258962 259.3953 104.2898 1.0819999999999998e-22 2.0829999999999997e-22 5.646999999999999e-22 0.0 161.31 0.0
S258963 259.4063 104.333 1.0550000000000001e-20 1.363e-20 1.6960000000000002e-20 0.0 158.57 0.0
S258964 259.4571 104.4307 3.002e-20 3.507e-20 3.507e-20 0.0 158.81 0.0
S258967 259.4167 104.3124 2.219e-21 3.223e-21 4.889e-21 0.0 159.72 0.0
S258969 259.4134 104.3 7.651999999999999e-22 1.2260000000000001e-21 2.32e-21 0.0 159.47 0.0
S258971 259.4237 104.2959 4.538e-21 6.417e-21 9.761e-21 0.0 160.51 0.0
S258973 259.3913 104.3222 2.8040000000000005e-20 3.4410000000000004e-20 3.7100000000000004e-20 0.0 159.74 0.0
S258974 259.3967 104.2899 1.678e-22 3.1819999999999997e-22 8.793e-22 0.0 161.24 0.0
S258975 259.3982 104.2478 4.601e-19 9.269e-19 2.848e-18 0.0 162.49 0.0
S258976 259.4327 104.2416 1.562e-18 1.39e-18 7.831e-19 0.0 161.67 0.0
S258978 259.4113 104.299 1.872e-21 2.922e-21 5.318e-21 0.0 160.9 0.0
S258981 259.4111 104.2713 6.302e-18 9.465e-18 1.613e-17 0.0 162.29 0.0
S258982 259.424 104.2923 1.001e-19 1.062e-19 8.851000000000001e-20 0.0 160.73 0.0
S258983 259.4317 104.2542 6.127e-19 5.705e-19 3.548e-19 0.0 161.68 0.0
S258985 259.4031 104.3018 2.154e-21 3.246e-21 5.387e-21 0.0 159.82 0.0
S258987 259.4079 104.304 7.896e-19 6.893e-19 3.796e-19 0.0 159.6 0.0
S258989 259.448 104.3431 1.949e-22 3.4479999999999996e-22 8.181e-22 0.0 159.61 0.0
S258992 259.4158 104.2983 3.4719999999999997e-22 6.136999999999999e-22 1.462e-21 0.0 160.55 0.0
S258993 259.4121 104.3234 1.0150000000000001e-20 1.3120000000000001e-20 1.608e-20 0.0 158.65 0.0
S258995 259.4032 104.299 1.773e-21 2.811e-21 5.289e-21 0.0 161.46 0.0
S258996 259.3906 104.2886 2.499e-21 3.65e-21 5.872e-21 0.0 161.35 0.0
S258997 259.4046 104.2952 6.669000000000001e-20 7.352000000000001e-20 6.612e-20 0.0 161.35 0.0
S258999 259.4071 104.2591 9.282e-21 1.1930000000000001e-20 1.424e-20 0.0 162.44 0.0
S259001 259.4185 104.2101 1.423e-19 1.501e-19 1.229e-19 0.0 162.32 0.0
S259002 259.405 104.299 2.9100000000000002e-21 4.237e-21 6.428e-21 0.0 160.79 0.0
S259003 259.4039 104.2735 5.644e-21 7.404e-21 9.692e-21 0.0 162.35 0.0
S259004 259.4068 104.2998 2.115e-18 1.846e-18 9.757e-19 0.0 160.53 0.0
S259005 259.4142 104.3289 2.0299999999999999e-22 3.586e-22 8.411999999999999e-22 0.0 158.54 0.0
S259007 259.4099 104.3107 3.2789999999999997e-22 5.800999999999999e-22 1.388e-21 0.0 159.36 0.0
S259009 259.431 104.368 3.527e-21 4.989e-21 7.346e-21 0.0 158.63 0.0
S259016 259.3973 104.2788 3.008e-22 5.588999999999999e-22 1.508e-21 0.0 161.89 0.0
S259021 259.4176 104.3228 1.008e-22 2.0559999999999999e-22 6.419999999999999e-22 0.0 158.94 0.0
S259022 259.4391 104.2212 4.2420000000000004e-20 4.871e-20 4.741e-20 0.0 161.59 0.0
S259024 259.4093 104.2991 1.931e-18 4.573e-18 2.012e-17 0.0 160.55 1.0
S259025 259.3926 104.3297 1.784e-19 1.9e-19 1.598e-19 0.0 159.2 0.0
S259028 259.4116 104.3057 1.3149999999999998e-22 2.6079999999999996e-22 7.536999999999999e-22 0.0 159.36 0.0
S259029 259.3975 104.2269 6.891e-19 6.438e-19 4.077e-19 0.0 162.55 0.0
S259032 259.4054 104.2996 6.031e-19 1.053e-18 2.465e-18 0.0 160.63 0.0
S259035 259.4334 104.3387 1.381e-18 2.64e-18 7.244e-18 0.0 159.39 0.0
