Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S330677 87.0138 125.2609 1.393e-18 2.164e-18 3.958e-18 0.0 100.86 0.0
S330679 87.0363 125.257 4.526e-20 5.3780000000000006e-20 5.663e-20 0.0 100.81 0.0
S330680 87.0491 125.2811 2.161e-22 3.9919999999999997e-22 1.059e-21 0.0 101.02 0.0
S330681 86.9128 125.058 1.128e-20 1.519e-20 2.036e-20 0.0 100.41 0.0
S330683 87.042 125.2351 1.535e-20 2.011e-20 2.4420000000000002e-20 0.0 100.59 0.0
S330686 86.9793 125.5497 1.2779999999999998e-22 2.5429999999999997e-22 7.701999999999999e-22 0.0 100.81 0.0
S330688 87.0188 125.2592 1.495e-20 1.9900000000000002e-20 2.695e-20 0.0 100.81 0.0
S330690 87.0308 125.2388 1.3149999999999998e-22 2.636e-22 8.345999999999999e-22 0.0 100.57 0.0
S330691 86.9958 125.2332 2.813e-21 4.605e-21 8.953e-21 0.0 100.61 0.0
S330692 87.0003 125.2701 9.394e-21 1.2720000000000002e-20 1.676e-20 0.0 100.84 0.0
S330693 86.9808 125.2088 7.869000000000001e-20 8.68e-20 7.588e-20 0.0 100.49 0.0
S330695 86.7966 125.2144 1.59e-20 2.0830000000000002e-20 2.564e-20 0.0 100.54 0.0
S330697 87.0409 125.2666 6.646e-19 1.109e-18 2.273e-18 0.0 101.03 0.0
S330699 87.0021 125.2782 3.4799999999999997e-22 6.594e-22 1.771e-21 0.0 100.76 0.0
S330700 86.9449 125.2288 3.8730000000000006e-20 4.6140000000000004e-20 4.527e-20 0.0 100.76 0.0
S330701 87.0319 125.259 1.542e-20 2.063e-20 2.6730000000000002e-20 0.0 100.82 0.0
S330702 87.0708 125.187 1.821e-19 1.942e-19 1.622e-19 0.0 100.57 0.0
S330704 87.0053 125.2314 1.433e-22 3.072e-22 1.073e-21 0.0 100.61 0.0
S330705 86.9559 125.2878 2.1e-21 3.145e-21 5.402e-21 0.0 100.92 0.0
S330706 87.0937 125.2471 4.942e-22 9.236e-22 2.421e-21 0.0 100.83 0.0
