Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S042655 333.1484 56.3517 5.169e-21 7.656e-21 1.2390000000000002e-20 0.0 94.28 0.0
S042656 333.1626 56.3134 1.198e-21 2.068e-21 4.626e-21 0.0 92.31 1.0
S042659 333.252 56.2542 1.568e-19 1.726e-19 1.544e-19 0.0 91.15 0.0
S042661 333.1529 56.3502 9.787000000000001e-20 1.208e-19 1.3e-19 0.0 94.28 0.0
S042663 333.1715 56.2712 8.328e-21 1.1950000000000001e-20 1.8400000000000003e-20 0.0 91.54 0.0
S042664 333.2262 56.2777 1.8780000000000003e-20 2.5610000000000003e-20 3.603e-20 0.0 91.19 0.0
S042665 333.1634 56.3529 7.69e-14 5.245e-14 1.789e-14 0.0 94.15 0.0
S042669 333.1949 56.3184 1.6399999999999999e-22 3.504e-22 1.252e-21 0.0 92.03 0.0
S042670 333.1442 56.3589 2.64e-18 2.423e-18 1.498e-18 0.0 94.48 0.0
S042671 333.1688 56.326 1.332e-13 9.244e-14 3.315e-14 0.0 93.1 0.0
S042672 333.2675 56.2573 1.766e-21 2.988e-21 6.427e-21 0.0 91.2 1.0
S042673 333.1647 56.3983 4.069e-22 8.382999999999999e-22 2.651e-21 0.0 94.18 0.0
S042674 333.0843 56.3374 2.567e-22 5.307999999999999e-22 1.756e-21 0.0 93.35 0.0
S042675 333.1646 56.3173 1.913e-19 2.126e-19 1.915e-19 0.0 91.93 0.0
S042676 333.2042 56.3335 8.836e-18 2.108e-17 9.479e-17 0.0 92.55 1.0
S042677 333.1647 56.3236 2.5030000000000003e-20 3.245e-20 4.065e-20 0.0 92.83 0.0
S042680 333.1496 56.3075 3.0999999999999997e-22 6.572999999999999e-22 2.195e-21 0.0 92.51 0.0
S042681 333.1742 56.3176 2.0209999999999998e-22 4.1749999999999995e-22 1.323e-21 0.0 91.8 0.0
S042685 333.1952 56.2532 2.8730000000000005e-20 3.7420000000000006e-20 4.7740000000000003e-20 0.0 91.12 0.0
S042686 333.1393 56.339 1.762e-21 2.983e-21 6.3540000000000004e-21 0.0 93.83 0.0
S042688 333.1702 56.3251 3.678e-21 5.897e-21 1.1220000000000001e-20 0.001 92.89 0.0
S042689 333.1197 56.3268 2.508e-21 4.174e-21 8.713e-21 0.0 93.16 0.0
S042690 333.1513 56.3483 2.4079999999999996e-22 5.045e-22 1.735e-21 0.0 94.18 0.0
S042692 333.158 56.3421 6.079e-21 8.675e-21 1.275e-20 0.0 93.82 0.0
S042694 333.0847 56.3893 1.709e-19 1.945e-19 1.803e-19 0.0 94.2 0.0
S042695 333.1732 56.3216 9.058e-22 1.702e-21 4.496e-21 0.0 91.92 0.0
S042696 333.156 56.3322 2.393e-18 3.879e-18 7.619e-18 0.0 93.72 0.0
S042698 333.179 56.3248 1.6620000000000002e-20 2.3170000000000002e-20 3.3840000000000005e-20 0.0 92.12 0.0
S042699 333.1499 56.3318 1.742e-21 3.061e-21 7.091e-21 0.0 93.93 0.0
S042700 333.0683 56.334 8.737e-19 8.571e-19 5.937e-19 0.0 93.24 0.0
S042701 333.1642 56.3208 1.1409999999999998e-22 2.31e-22 7.193999999999999e-22 0.0 92.69 0.0
S042702 333.0356 56.4347 5.704e-18 4.81e-18 2.557e-18 0.0 94.47 0.0
S042708 333.1739 56.2992 1.221e-19 1.386e-19 1.317e-19 0.0 91.73 0.0
S042711 333.1412 56.3454 1.188e-21 2.207e-21 5.6290000000000004e-21 0.0 94.02 0.0
S042712 333.1804 56.3454 1.318e-22 2.763e-22 9.095999999999998e-22 0.0 93.2 0.0
S042713 333.1538 56.3711 3.971e-18 3.533e-18 2.039e-18 0.0 94.47 0.0
S042714 333.1093 56.3966 6.0989999999999995e-22 1.144e-21 3.0460000000000002e-21 0.0 94.44 0.0
S042716 333.1717 56.3245 2.353e-22 4.737e-22 1.501e-21 0.0 92.75 0.0
S042717 333.1798 56.2792 1.428e-19 1.623e-19 1.502e-19 0.0 91.32 0.0
S042718 333.1591 56.3414 5.042e-21 7.298e-21 1.092e-20 0.0 93.9 0.0
S042719 333.0889 56.3999 3.094e-14 2.033e-14 6.662e-15 0.0 94.4 0.0
S042721 333.2479 56.228 1.7009999999999997e-22 3.6249999999999995e-22 1.254e-21 0.0 90.78 0.0
S042723 333.1245 56.3837 5.632e-19 6.053e-19 4.932e-19 0.0 94.72 0.0
S042724 333.0823 56.4631 7.170000000000001e-20 8.504e-20 8.956e-20 0.0 94.87 0.0
S042728 333.1734 56.3164 3.594e-18 5.687e-18 1.084e-17 0.0 91.89 0.0
S042729 333.0818 56.3882 5.6050000000000004e-21 8.597e-21 1.4650000000000002e-20 0.001 94.25 0.0
S042730 333.1638 56.3161 1.162e-18 1.098e-18 7.087e-19 0.0 91.78 0.0
S042731 333.1301 56.291 2.337e-13 1.853e-13 8.418e-14 0.0 92.48 1.0
S042732 333.1622 56.3347 1.622e-21 2.841e-21 6.541e-21 0.0 93.78 0.0
S042734 333.2469 56.332 2.66e-19 2.83e-19 2.344e-19 0.0 92.33 1.0
S042736 333.2001 56.3453 2.0540000000000003e-20 2.8530000000000005e-20 4.107e-20 0.0 92.87 0.0
S042738 333.2227 56.2655 2.414e-14 1.628e-14 5.339e-15 0.0 90.66 0.0
S042739 333.1793 56.3067 9.279000000000001e-20 1.075e-19 1.055e-19 0.0 91.63 0.0
S042740 333.1698 56.3109 1.004e-18 9.589e-19 6.304e-19 0.0 92.0 0.0
S042741 333.191 56.3548 2.7189999999999995e-22 5.4899999999999995e-22 1.6390000000000001e-21 0.0 93.15 0.0
S042744 333.1778 56.303 4.5950000000000004e-21 6.922e-21 1.1670000000000001e-20 0.0 91.65 0.0
S042747 333.1743 56.3216 1.2119999999999998e-22 2.4819999999999996e-22 7.755999999999999e-22 0.0 92.43 0.0
S042748 333.1684 56.3294 9.500000000000001e-20 1.121e-19 1.124e-19 0.0 93.4 0.0
S042750 333.1721 56.2952 8.262e-19 1.424e-18 3.063e-18 0.0 91.62 0.0
S042751 333.1563 56.2911 2.701e-22 5.230999999999999e-22 1.501e-21 0.0 92.12 0.0
S042752 333.1524 56.2886 2.5940000000000002e-20 3.2620000000000003e-20 3.747e-20 0.0 92.09 0.0
S042753 333.1606 56.3237 6.934e-18 1.169e-17 2.5e-17 0.0 93.57 0.0
S042755 333.1812 56.3276 4.307e-22 8.522e-22 2.487e-21 0.0 92.61 0.0
S042756 333.1696 56.3255 4.059e-20 5.024e-20 5.661000000000001e-20 0.0 92.83 0.0
S042757 333.1557 56.3205 9.965999999999999e-22 1.725e-21 3.8e-21 0.0 92.86 0.0
S042758 333.1843 56.3167 1.908e-19 2.214e-19 2.126e-19 0.0 91.99 0.0
S042761 333.2337 56.2806 1.061e-22 2.31e-22 8.254e-22 0.0 91.19 0.0
S042764 333.1652 56.3721 1.0980000000000001e-20 1.48e-20 1.9920000000000003e-20 0.0 93.94 0.0
S042765 333.1378 56.3332 7.426e-20 8.737000000000001e-20 8.960000000000001e-20 0.0 93.55 0.0
S042767 333.1841 56.3441 4.59e-19 4.949e-19 4.037e-19 0.0 93.13 0.0
S042768 333.1907 56.3186 8.404e-18 6.95e-18 3.319e-18 0.0 91.62 0.0
S042769 333.1511 56.3176 1.8990000000000003e-20 2.6310000000000003e-20 3.684e-20 0.0 92.78 0.0
S042770 333.1824 56.2822 1.7e-17 3.149e-17 8.046e-17 0.0 91.05 0.0
S042771 333.1863 56.2992 1.986e-22 4.35e-22 1.658e-21 0.0 91.2 0.0
S042773 333.1635 56.347 1.494e-19 1.709e-19 1.642e-19 0.0 94.06 0.0
S042774 333.1235 56.4106 1.8410000000000002e-20 2.6140000000000002e-20 3.9840000000000006e-20 0.0 94.61 0.0
S042775 333.184 56.3183 2.271e-18 4.828e-18 1.652e-17 0.001 91.74 0.0
S042776 333.1708 56.3199 1.2519999999999998e-22 2.7639999999999996e-22 1.06e-21 0.0 92.07 0.0
S042777 333.1688 56.3229 1.9869999999999997e-22 4.2149999999999997e-22 1.4340000000000001e-21 0.0 92.69 0.0
S042778 333.1549 56.3235 2.166e-22 4.1519999999999995e-22 1.19e-21 0.0 93.23 0.0
S042779 333.1887 56.3587 3.7770000000000006e-20 4.6600000000000006e-20 5.2960000000000006e-20 0.0 93.18 1.0
S042780 333.1577 56.3438 6.77e-18 1.099e-17 2.136e-17 0.0 94.02 0.0
S042781 333.1873 56.3141 1.332e-19 1.492e-19 1.404e-19 0.0 91.96 0.0
S042782 333.1405 56.308 3.8059999999999997e-22 7.434999999999999e-22 2.181e-21 0.001 92.65 0.0
S042784 333.1594 56.3192 5.758e-20 7.344e-20 8.75e-20 0.0 93.24 0.0
S042785 333.1869 56.3158 3.1869999999999995e-22 6.550999999999999e-22 2.134e-21 0.0 91.82 0.0
S042786 333.1357 56.3671 3.282e-19 3.521e-19 2.976e-19 0.0 94.64 0.0
S042789 333.082 56.347 1.018e-18 9.932e-19 6.578e-19 0.0 93.42 0.0
S042790 333.0849 56.3411 1.5019999999999998e-22 3.2719999999999997e-22 1.197e-21 0.0 93.27 0.0
S042791 333.1599 56.3417 7.738999999999999e-22 1.492e-21 4.183e-21 0.0 93.78 0.0
S042792 333.1759 56.3066 1.317e-19 1.558e-19 1.609e-19 0.0 91.71 0.0
S042793 333.0923 56.2418 1.474e-19 1.783e-19 1.816e-19 0.0 92.35 0.0
S042794 333.1745 56.2741 1.237e-13 8.673e-14 3.213e-14 0.0 91.38 0.0
S042796 333.0259 56.4273 1.778e-21 3.1300000000000002e-21 7.272e-21 0.0 94.28 0.0
S042797 333.2014 56.3312 1.0070000000000001e-20 1.4160000000000002e-20 2.057e-20 0.0 92.52 0.0
S042798 333.1509 56.3357 1.9450000000000002e-20 2.695e-20 3.7770000000000006e-20 0.0 93.4 0.0
S042801 333.1607 56.3286 6.801e-19 7.07e-19 5.354e-19 0.0 93.79 0.0
S042802 333.1319 56.3434 4.334e-19 4.549e-19 3.523e-19 0.0 93.78 0.0
S042803 333.1508 56.3225 2.336e-20 3.283e-20 4.8180000000000007e-20 0.0 93.01 0.0
S042804 333.0616 56.4691 1.1310000000000001e-20 1.6060000000000002e-20 2.4350000000000002e-20 0.0 94.79 0.0
S042806 333.187 56.3185 2.256e-18 2.081e-18 1.266e-18 0.0 91.79 0.0
S042807 333.1846 56.3292 1.8440000000000002e-20 2.4090000000000003e-20 2.9510000000000003e-20 0.0 92.56 0.0
S042809 333.1341 56.4585 1.281e-22 2.842e-22 1.04e-21 0.0 94.28 0.0
S042810 333.1722 56.3254 4.294e-19 4.505e-19 3.557e-19 0.0 93.03 0.0
S042812 333.1813 56.3259 5.3050000000000004e-20 6.891e-20 8.294e-20 0.0 92.52 0.0
S042814 333.2017 56.188 1.546e-13 1.219e-13 5.349e-14 0.0 91.01 1.0
S042815 333.1365 56.3708 2.4540000000000003e-20 2.989e-20 3.3450000000000003e-20 0.0 94.56 0.0
S042816 333.1775 56.3272 1.143e-21 2.142e-21 5.739e-21 0.0 93.26 0.0
S042817 333.1327 56.3871 9.153e-18 7.704e-18 4.021e-18 0.0 94.6 0.0
S042818 333.1294 56.3171 1.726e-21 2.82e-21 5.44e-21 0.0 93.0 0.0
S042820 333.1705 56.3232 5.45e-20 6.653000000000001e-20 7.406000000000001e-20 0.0 92.59 0.0
S042822 333.1673 56.3003 2.83e-20 3.856e-20 5.1290000000000007e-20 0.0 91.82 0.0
S042823 333.1769 56.3022 1.278e-21 2.17e-21 4.782e-21 0.0 91.36 0.0
S042824 333.1704 56.3112 1.008e-22 2.307e-22 9.485999999999999e-22 0.0 92.17 0.0
S042825 333.1712 56.3191 1.494e-19 1.733e-19 1.64e-19 0.0 91.75 0.0
S042826 333.1013 56.3802 2.317e-22 4.69e-22 1.477e-21 0.0 94.26 0.0
S042830 333.12 56.3595 6.898999999999999e-22 1.228e-21 2.819e-21 0.0 94.17 0.0
S042831 333.1738 56.3349 1.452e-22 3.3199999999999995e-22 1.344e-21 0.0 93.17 0.0
S042832 333.1684 56.1981 5.1430000000000007e-20 6.154e-20 6.384000000000001e-20 0.0 91.47 0.0
S042834 333.1639 56.3462 3.169e-19 3.552e-19 3.191e-19 0.0 94.04 0.0
S042845 333.2368 56.2643 7.706000000000001e-20 9.265000000000001e-20 9.571e-20 0.0 91.08 0.0
S042851 333.1947 56.3385 2.542e-18 4.555e-18 1.067e-17 0.0 92.78 0.0
S042853 333.148 56.3681 5.716e-20 7.015e-20 7.619000000000001e-20 0.0 94.44 0.0
S042854 333.1787 56.3273 2.804e-18 2.441e-18 1.357e-18 0.0 92.64 0.0
S042855 333.1303 56.2776 3.358e-18 4.831e-18 7.158e-18 0.0 92.4 0.0
S042857 333.1745 56.3252 1.501e-21 2.461e-21 4.889e-21 0.0 92.67 0.0
S042858 333.258 56.203 1.338e-21 2.518e-21 6.71e-21 0.001 90.62 0.0
S042861 333.1923 56.2649 2.529e-18 4.201e-18 8.778e-18 0.0 91.0 0.0
S042862 333.1857 56.3098 7.573e-20 9.339e-20 1.035e-19 0.0 91.46 0.0
S042863 333.1734 56.301 2.786e-20 3.642e-20 4.5030000000000005e-20 0.0 91.6 0.0
S042864 333.1838 56.2792 1.613e-17 1.283e-17 5.869e-18 0.0 90.81 0.0
S042865 333.1415 56.3234 2.97e-21 4.881e-21 9.853e-21 0.0 93.06 0.0
S042868 333.1764 56.3511 4.3790000000000004e-20 5.169e-20 5.362e-20 0.001 93.66 0.0
S042869 333.1567 56.313 3.748e-20 4.899e-20 5.928000000000001e-20 0.0 92.52 0.0
S042871 333.1531 56.3178 5.149e-22 1.037e-21 3.121e-21 0.0 92.76 0.0
S042872 333.1433 56.3665 1.1299999999999998e-22 2.31e-22 7.696999999999999e-22 0.0 94.54 0.0
S042875 333.1666 56.321 1.319e-19 1.596e-19 1.668e-19 0.0 92.62 0.0
S042878 333.1714 56.3154 3.404e-19 3.697e-19 3.011e-19 0.0 92.24 0.0
S042881 333.1728 56.3329 1.059e-22 2.265e-22 7.811e-22 0.0 93.26 0.0
