Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 294.6259 121.4017 5.346e-16 5.145e-16 2.248e-16 106.2402 -518.63
DG0002 294.4685 121.5744 3.807e-16 2.512e-16 1.470e-16 113.829 -519.09
DG0003 294.5102 121.5799 6.208e-16 4.932e-16 2.238e-16 102.3437 -518.99
DG0004 36.8974 55.8121 2.289e-16 2.159e-16 7.106e-17 87.2966 -692.26
DG0005 299.9732 130.8196 2.521e-16 2.406e-16 1.148e-16 81.86 -822.94
DG0006 299.9972 131.0714 3.321e-16 1.745e-16 1.128e-16 68.1717 -823.17
DG0007 299.8698 130.9531 2.651e-16 2.511e-16 9.404e-17 90.5474 -823.09
DG0008 299.9394 130.9209 2.231e-16 2.069e-16 1.162e-16 73.3406 -822.81
DG0009 265.5880 73.2922 2.006e-16 1.642e-16 6.808e-17 91.0851 -826.88
DG0010 148.9609 78.4843 1.838e-15 1.576e-15 4.539e-16 316.8485 -440.74
DG0011 149.1824 78.9569 7.193e-16 5.654e-16 2.865e-16 168.0006 -440.92
DG0012 149.3373 78.4340 7.386e-16 6.139e-16 2.479e-16 114.8386 -440.34
DG0013 148.7936 79.0448 9.150e-16 7.678e-16 4.606e-16 127.603 -441.55
DG0014 149.1720 78.5132 6.106e-16 5.234e-16 3.126e-16 138.2569 -442.45
DG0015 148.8096 78.0344 6.951e-16 5.752e-16 2.470e-16 119.848 -441.3
DG0016 149.2763 78.3049 6.393e-16 5.678e-16 2.311e-16 120.2253 -441.42
DG0017 148.5994 78.2894 7.345e-16 6.390e-16 3.141e-16 139.5907 -441.35
DG0018 148.9051 78.5701 7.811e-16 6.914e-16 2.707e-16 123.6206 -440.61
DG0019 148.6761 78.4086 9.191e-16 6.578e-16 2.096e-16 101.9445 -440.72
DG0020 149.3487 78.7592 4.292e-16 4.084e-16 2.053e-16 155.6138 -441.7
DG0021 272.0479 129.6127 3.766e-16 2.389e-16 1.462e-16 101.2787 -600.69
DG0022 151.3116 105.2025 2.408e-16 1.154e-16 4.242e-17 86.4579 -793.56
DG0023 166.3015 123.1921 3.967e-16 3.353e-16 9.300e-17 139.248 -959.49
DG0024 166.0162 123.3454 1.749e-16 1.593e-16 5.941e-17 71.7082 -958.52
DG0025 166.5173 123.2696 2.158e-16 1.878e-16 6.877e-17 50.0883 -961.04
DG0026 165.9657 123.2265 1.770e-16 1.540e-16 7.364e-17 67.0424 -960.54
DG0027 165.9635 123.2962 1.886e-16 1.330e-16 4.824e-17 45.6497 -960.81
DG0028 165.9263 123.2669 1.026e-16 1.051e-16 4.505e-17 66.1688 -960.81
DG0029 165.8805 123.3267 1.843e-16 1.323e-16 6.416e-17 63.9847 -960.01
DG0030 166.1435 123.3641 1.142e-16 1.025e-16 3.934e-17 64.1708 -959.56
DG0031 166.2101 123.1641 1.028e-16 1.073e-16 4.120e-17 59.6343 -959.44
DG0032 166.1626 123.0322 1.757e-16 1.110e-16 5.348e-17 54.5958 -958.81
DG0033 166.2150 122.7977 1.920e-16 1.553e-16 4.971e-17 53.2508 -960.91
DG0034 166.5362 123.2891 1.473e-16 1.190e-16 5.723e-17 57.048 -960.31
DG0035 166.2408 122.9152 9.952e-17 8.769e-17 4.349e-17 81.1286 -959.57
DG0036 166.3984 123.2597 1.183e-16 7.499e-17 4.384e-17 141.379 -958.7
