Time NormalisedFlux
0.0 1.0775820395448887
1.0 1.0068506617130428
2.0 0.9825054908784402
3.0 1.125281249281069
4.0 0.9805310839984271
5.0 1.0233969375930136
6.0 1.0442242608125611
7.0 0.9397147733127812
8.0 1.0283981682924743
9.0 1.0389302839385024
10.0 1.03325889054605
11.0 0.967602933136136
12.0 1.0528808116577058
13.0 0.8602792631864529
14.0 1.0095278271297283
15.0 0.9545577217306536
16.0 0.9676080957397823
17.0 1.0690903026719374
18.0 1.0055086909502724
19.0 0.8813783689667473
20.0 0.9957198923345661
21.0 1.0573970447633199
22.0 0.9926625418579363
23.0 1.1030506960212958
24.0 1.0668632942520433
25.0 1.0009436176457345
26.0 1.0009716068880823
27.0 0.9160906298447439
28.0 0.822256307344993
29.0 1.0602327103733904
30.0 0.9159302580729543
31.0 1.0973619921245275
32.0 1.0061022775166957
33.0 0.8586429756860914
34.0 0.9850224322885893
35.0 1.0309513362455918
36.0 1.0719119889876674
37.0 0.9864758298458519
38.0 0.9682010757807248
39.0 0.9868810705791442
40.0 0.9657630843365725
41.0 1.1119145322630541
42.0 0.9816745580693356
43.0 0.9759636550399119
44.0 1.0217134463917887
45.0 0.7946473553811073
46.0 1.0182290963817935
47.0 0.951533952632187
48.0 0.9089721430818345
49.0 1.0976663166680654
50.0 0.9854745064487245
51.0 1.097550626272004
52.0 1.1530970779928726
53.0 0.8663891051270955
54.0 0.9857230747054715
55.0 1.0104074914084618
56.0 1.042374911570293
57.0 0.8093241633581685
58.0 1.0526084306230212
59.0 1.0014885970357303
60.0 0.8254918985028535
61.0 0.9486446712317234
62.0 0.9463442648284973
63.0 1.2067625567872604
64.0 1.0178282633676499
65.0 1.0275883604255496
66.0 0.7481467756626102
67.0 1.0124665171671072
68.0 1.201947364643588
69.0 1.12604696203351
70.0 1.01029297663199
71.0 1.120637237906371
72.0 1.095366599808455
73.0 0.9564228726550764
74.0 0.902508216223924
75.0 1.1912348776864043
76.0 1.0221006953896858
77.0 1.286890100562481
78.0 1.0128715263488286
79.0 1.003039867278677
80.0 1.104774447517423
81.0 1.0245548974375034
82.0 0.8412865807766915
83.0 1.047635937926242
84.0 0.9202778689889236
85.0 0.935863153197448
86.0 0.8314479031266042
87.0 0.9224274394005866
88.0 0.9593053640489083
89.0 1.0347310970882977
90.0 0.9383011344491117
91.0 1.0463673194366303
92.0 1.092578594019249
93.0 1.0595914163930489
94.0 1.0253955654096352
95.0 1.2089060782768228
96.0 0.8467331840648168
97.0 1.0616991624188632
98.0 1.0979911290002848
99.0 1.0072260315662638
100.0 0.8927979347158449
101.0 0.9142561565116846
102.0 0.9827554402417236
103.0 0.972404104802643
104.0 1.0439216651880934
105.0 0.730731073145827
106.0 0.9734504553088736
107.0 1.0273010155336877
108.0 0.9116763241980723
109.0 1.1136934500790474
110.0 1.0058975459122843
111.0 1.072162120836458
112.0 0.9341149969819382
113.0 1.0367728412103787
114.0 0.9079309280294432
115.0 1.0602229578627678
116.0 0.9385318818814359
117.0 1.0805576969610178
118.0 1.0787801754785418
119.0 0.9739181408703366
120.0 1.130028813195121
