Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00000 113.9316 48.3423 6.487e-23 5.037e-23 2.222e-23 0.0 86.62078789055224
S00001 113.9661 48.3366 1.335e-23 3.240e-23 1.444e-22 0.0 86.30963392742582
S00002 113.9427 48.3368 2.629e-19 2.524e-19 1.700e-19 0.001 85.2061735140056
S00003 113.959 48.3341 1.271e-19 1.307e-19 1.029e-19 0.0 86.28301561500633
S00004 113.9428 48.3234 1.806e-20 2.312e-20 2.704e-20 0.0 84.9679751898378
S00005 113.9451 48.324 6.584e-23 1.402e-22 4.796e-22 0.0 85.07988766886375
S00006 113.9306 48.3303 9.081e-18 7.240e-18 3.354e-18 0.0 85.59958703296309
S00007 113.9632 48.3467 8.145e-19 7.387e-19 4.493e-19 0.0 84.51657094225747
S00008 113.95 48.3348 2.286e-20 2.945e-20 3.520e-20 0.0 86.06387339204309
S00009 113.9517 48.3316 4.463e-20 5.436e-20 5.951e-20 0.0 85.51795634433074
S00010 113.953 48.3272 2.149e-18 1.882e-18 1.019e-18 0.0 87.01785485044903
S00011 113.945 48.338 6.173e-22 1.000e-21 1.934e-21 0.0 85.82597039425296
S00012 113.9586 48.3471 5.593e-19 5.392e-19 3.645e-19 0.0 85.90135791391157
S00013 113.9412 48.3323 1.540e-19 1.639e-19 1.321e-19 0.0 86.12405303985126
S00014 113.9422 48.3522 5.632e-21 7.920e-21 1.178e-20 0.0 86.43933400131317
S00015 113.9492 48.3382 6.273e-20 6.942e-20 5.972e-20 0.0 84.86814643272314
S00016 113.9479 48.3416 8.044e-21 1.116e-20 1.600e-20 0.0 85.4712981836575
S00017 113.9461 48.3266 3.178e-18 2.657e-18 1.377e-18 0.0 85.276091841934
S00018 113.957 48.3357 5.692e-20 6.605e-20 6.533e-20 0.0 86.87329247870056
S00019 113.9288 48.334 1.333e-23 2.978e-23 1.113e-22 0.0 85.821353536572
S00020 113.9257 48.3383 1.291e-19 1.337e-19 1.071e-19 0.0 87.02134575132494
S00021 113.9404 48.3305 9.549e-23 2.124e-22 8.032e-22 0.0 85.41828267334077
S00022 113.9356 48.3235 1.997e-23 4.440e-23 1.701e-22 0.0 86.15883790624488
S00023 113.9453 48.3255 1.413e-17 1.455e-17 1.116e-17 0.0 86.76647010471166
S00024 113.9442 48.3298 3.065e-18 2.560e-18 1.289e-18 0.0 86.79936914124342
S00025 113.944 48.3473 7.740e-21 1.153e-20 1.824e-20 0.0 86.5945704999671
S00026 113.9396 48.3427 1.680e-18 1.488e-18 8.418e-19 0.0 84.91714056080961
S00027 113.9589 48.3311 1.758e-22 1.206e-22 4.135e-23 0.0 86.9767906267042
S00028 113.9626 48.338 1.262e-21 2.059e-21 3.939e-21 0.0 84.48232516294046
S00029 113.9404 48.3432 3.129e-28 2.369e-27 1.140e-25 0.0 86.98173345065706
S00030 113.9637 48.3368 4.001e-23 8.445e-23 2.945e-22 0.0 86.92850125804883
S00031 113.9334 48.351 6.511e-22 1.155e-21 2.760e-21 0.0 84.88092786151093
S00032 113.9723 48.3412 3.453e-20 4.081e-20 4.270e-20 0.0 84.57201626013838
S00033 113.951 48.3397 3.837e-18 3.193e-18 1.585e-18 0.0 86.01002969737992
S00034 113.9426 48.3483 1.043e-23 2.697e-23 1.347e-22 0.0 86.1530106293455
S00035 113.9443 48.3325 3.295e-18 2.679e-18 1.276e-18 0.0 85.0599252122333
S00036 113.962 48.3515 7.580e-21 1.016e-20 1.371e-20 0.0 86.8594379539309
S00037 113.943 48.3321 4.586e-19 6.864e-19 1.135e-18 0.0 86.00621379515975
S00038 113.949 48.3481 2.685e-18 3.524e-18 4.376e-18 0.0 84.63382277030333
S00039 113.9426 48.3388 2.271e-24 6.673e-24 4.416e-23 0.0 86.32654937382611
S00040 113.9251 48.3298 1.697e-17 1.502e-17 8.475e-18 0.0 85.4400591653934
S00041 113.9547 48.3264 1.226e-14 8.326e-15 2.802e-15 0.0 85.44190320808414
S00042 113.9375 48.3212 4.526e-19 4.083e-19 2.436e-19 0.0 85.4100391014682
S00043 113.9383 48.3373 1.480e-18 1.356e-18 8.220e-19 0.0 86.3255605741152
S00044 113.9319 48.3281 4.308e-22 7.904e-22 1.944e-21 0.0 85.65055834438147
S00045 113.9498 48.3368 2.574e-17 1.952e-17 7.932e-18 0.0 85.60401131116376
S00046 113.9557 48.3315 1.284e-18 1.119e-18 6.031e-19 0.0 85.88445084603386
S00047 113.9422 48.3441 1.408e-20 1.923e-20 2.486e-20 0.0 85.09096551276328
S00048 113.956 48.3244 1.979e-20 2.416e-20 2.623e-20 0.0 86.17279270149504
S00049 113.9529 48.3322 3.425e-20 4.034e-20 4.177e-20 0.0 84.74800030107762
S00050 113.9578 48.3207 1.202e-23 2.795e-23 1.161e-22 0.0 86.16514013535229
S00051 113.9428 48.3288 2.801e-18 3.269e-18 3.123e-18 0.0 86.96006757897013
S00052 113.9701 48.3357 4.154e-22 7.408e-22 1.744e-21 0.0 84.86662657119659
S00053 113.9443 48.3465 5.022e-20 5.868e-20 5.931e-20 0.0 86.21585956970036
S00054 113.9533 48.3416 5.434e-20 6.732e-20 7.435e-20 0.0 85.84093235476821
S00055 113.9476 48.3571 6.035e-19 5.766e-19 3.871e-19 0.0 85.59248489273267
S00056 113.9351 48.3461 1.226e-20 1.737e-20 2.524e-20 0.0 86.27514166309044
