Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG016,12.7790,-16.2195,8.656e-18,6.264e-18,3.304e-18,94.8055,-1353.36
FrontDG017,12.7796,-16.1766,1.298e-17,1.061e-17,4.923e-18,49.9252,-1352.95
FrontDG018,12.8036,-16.2260,1.089e-17,9.357e-18,4.864e-18,46.3151,-1354.44
FrontDG019,12.6810,-16.1939,1.171e-17,1.058e-17,4.654e-18,47.2525,-1352.44
FrontDG020,12.8529,-16.1329,1.099e-17,1.011e-17,3.741e-18,44.5275,-1353.05
FrontDG021,12.6701,-16.2226,1.064e-17,9.637e-18,4.325e-18,49.2881,-1354.01
FrontDG022,12.8726,-16.1797,1.225e-17,1.006e-17,4.294e-18,60.9121,-1352.91
FrontDG023,-40.8600,20.4476,1.387e-17,1.195e-17,5.523e-18,97.3226,-977.08
FrontDG024,-40.7091,20.3511,1.338e-17,1.302e-17,5.412e-18,73.1068,-977.28
FrontDG025,-40.8820,20.4951,1.901e-17,1.616e-17,6.938e-18,60.8524,-977.37
FrontDG026,-41.3878,-10.5978,2.670e-17,2.090e-17,7.847e-18,134.2027,-1489.32
FrontDG027,-41.3989,-10.5717,9.943e-18,9.556e-18,4.355e-18,46.7188,-1490.2
FrontDG028,-41.1983,-10.6937,7.135e-18,6.147e-18,2.882e-18,47.3442,-1490.94
FrontDG029,-41.3220,-10.5533,9.208e-18,8.357e-18,3.669e-18,40.2233,-1492.88
FrontDG030,-41.2911,-10.4311,1.066e-17,8.215e-18,3.917e-18,42.213,-1493.33
FrontDG031,-41.3834,-10.7322,9.561e-18,6.915e-18,3.839e-18,40.3988,-1490.91
FrontDG032,-41.4426,-10.7228,1.008e-17,7.840e-18,3.565e-18,41.4496,-1490.96
FrontDG033,-41.3872,-10.4277,9.442e-18,7.488e-18,3.917e-18,39.2791,-1493.37
FrontDG034,-41.4884,-10.6440,9.257e-18,8.153e-18,3.719e-18,45.0184,-1493.69
FrontDG035,-41.1050,-10.5837,7.538e-18,5.704e-18,2.643e-18,53.3337,-1491.28
FrontDG048,-18.5662,6.0203,1.713e-17,1.487e-17,5.992e-18,200.0945,-879.39
FrontDG049,-18.7130,6.0204,1.829e-17,1.689e-17,7.286e-18,93.7733,-876.78
FrontDG050,-18.7577,6.1806,2.627e-17,1.936e-17,1.033e-17,69.0948,-878.95
FrontDG051,-18.6151,6.0502,2.660e-17,1.991e-17,9.791e-18,65.745,-876.68
FrontDG052,-18.7549,6.1298,2.818e-17,2.551e-17,1.126e-17,92.0328,-877.22
FrontDG053,-18.5323,5.9717,3.068e-17,2.430e-17,1.081e-17,76.4984,-877.92
