Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG01 159.5625 10.3315 7.661e-16 5.413e-16 3.120e-16 360.4077 109.99
DG02 156.5180 10.4006 9.194e-16 1.018e-15 3.567e-16 138.264 109.81
DG03 157.9343 10.4787 8.860e-16 7.450e-16 4.024e-16 129.7342 110.2
DG04 157.0032 10.7789 1.289e-15 7.961e-16 4.045e-16 164.0789 109.61
DG05 159.6365 10.2612 1.492e-15 1.463e-15 4.233e-16 139.0234 110.16
DG06 157.7052 10.6233 1.225e-15 1.350e-15 5.499e-16 152.1371 110.33
DG07 155.9186 10.3359 9.497e-16 8.404e-16 2.193e-16 148.0116 110.05
DG08 158.8012 10.9106 1.040e-15 1.039e-15 3.475e-16 125.2925 109.92
DG09 157.2054 10.3386 1.424e-15 9.053e-16 3.043e-16 157.4236 109.74
DG10 155.7106 94.3011 1.901e-16 1.677e-16 4.937e-17 109.2916 223.26
DG11 155.7844 94.2707 2.680e-16 2.198e-16 9.781e-17 75.8846 223.83
DG12 155.5758 94.3861 2.075e-16 1.817e-16 8.420e-17 68.6711 223.69
DG13 155.7159 94.4161 3.132e-16 2.760e-16 9.993e-17 78.5395 223.56
DG14 155.6076 94.2804 2.811e-16 2.128e-16 8.111e-17 66.4787 223.87
DG15 343.8684 87.4495 5.074e-16 4.459e-16 1.411e-16 218.5945 288.23
DG16 343.6784 87.6546 1.617e-16 1.007e-16 5.728e-17 113.3218 286.75
DG17 344.1093 87.5401 1.727e-16 1.736e-16 6.187e-17 63.733 289.38
DG18 343.9050 86.9525 1.585e-16 1.118e-16 4.738e-17 74.7123 288.15
DG19 343.7740 87.5238 1.994e-16 1.703e-16 8.344e-17 49.8453 286.41
DG20 343.6740 87.7669 2.724e-16 2.390e-16 6.796e-17 70.019 287.42
DG21 344.3498 87.7137 2.241e-16 1.400e-16 8.515e-17 62.9517 289.52
DG22 344.2072 87.2896 1.294e-16 9.620e-17 5.579e-17 71.4288 288.92
DG23 344.0912 87.6806 3.231e-16 1.598e-16 8.653e-17 70.8669 288.36
DG24 344.0594 87.1801 2.191e-16 8.792e-17 5.929e-17 57.0982 289.52
DG25 343.8857 87.4148 2.277e-16 1.419e-16 7.401e-17 80.3479 288.48
DG26 344.3758 87.5736 2.118e-16 1.695e-16 9.120e-17 57.4986 288.89
DG27 343.9399 87.6474 1.218e-16 1.303e-16 5.578e-17 113.3553 286.64
DG28 343.8321 87.1325 1.402e-16 1.106e-16 5.365e-17 105.7028 288.11
DG29 343.6258 86.9987 2.000e-16 1.468e-16 6.599e-17 73.2995 289.94
DG30 343.8332 87.1605 1.598e-16 1.305e-16 3.714e-17 81.6318 289.76
DG31 343.5669 87.0812 2.664e-16 1.475e-16 7.622e-17 62.397 288.86
DG32 344.0513 87.7960 1.994e-16 2.257e-16 6.650e-17 73.9797 287.27
DG33 344.2639 87.3298 1.686e-16 1.215e-16 6.013e-17 70.9833 286.38
DG34 344.1988 87.4693 1.204e-16 1.231e-16 4.900e-17 90.5731 289.82
DG35 343.7019 87.3072 1.518e-16 1.034e-16 5.121e-17 76.4789 287.15
