Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00000 113.9492 98.6862 7.435e-22 1.139e-21 2.026e-21 0.0 140.16900608774984
S00001 113.947 98.6688 3.373e-18 2.934e-18 1.666e-18 0.0 140.05853801674533
S00002 113.9501 98.6788 1.141e-20 1.365e-20 1.413e-20 0.0 138.99831521678465
S00003 113.9492 98.6727 1.319e-23 2.908e-23 1.038e-22 0.0 140.53353240589198
S00004 113.9561 98.6739 7.715e-23 1.575e-22 4.957e-22 0.0 140.36464058970964
S00005 113.9472 98.6717 4.819e-19 4.535e-19 2.956e-19 0.0 139.78942295123946
S00006 113.9476 98.6808 2.049e-24 5.482e-24 3.145e-23 0.0 139.92990762328918
S00007 113.9584 98.6759 1.357e-20 1.587e-20 1.567e-20 0.0 140.4711762617133
S00008 113.9496 98.67 3.717e-21 5.001e-21 6.774e-21 0.0 140.8405224600561
S00009 113.9502 98.6731 6.641e-23 1.327e-22 3.955e-22 0.0 139.9909167171655
S00010 113.9532 98.6766 3.202e-20 3.574e-20 3.307e-20 0.0 138.95916643921024
S00011 113.9504 98.6822 5.007e-24 1.309e-23 6.857e-23 0.0 139.40961519748066
S00012 113.9471 98.6736 4.593e-21 6.016e-21 7.825e-21 0.0 139.67401711843422
S00013 113.9464 98.6725 1.330e-18 1.113e-18 5.581e-19 0.0 140.62353500567568
S00014 113.9472 98.6824 1.101e-21 1.628e-21 2.552e-21 0.0 139.32784502432918
S00015 113.9518 98.6755 3.349e-24 7.919e-24 3.343e-23 0.0 140.06218528570326
S00016 113.9481 98.6762 2.470e-18 2.009e-18 9.900e-19 0.0 136.8961407837894
S00017 113.9481 98.6762 7.361e-17 5.066e-17 1.788e-17 0.0 139.35121916432013
S00018 113.9481 98.6762 1.844e-16 1.230e-16 4.115e-17 0.0 136.88323952843416
S00019 113.9481 98.6763 1.307e-16 8.864e-17 3.033e-17 0.0 141.5074087311761
S00020 113.9481 98.6762 3.651e-18 3.629e-18 2.503e-18 0.0 138.34007358314926
S00021 113.9481 98.6762 1.261e-18 1.053e-18 5.374e-19 0.0 144.25660171031842
S00022 113.9481 98.6763 4.253e-17 3.007e-17 1.135e-17 0.0 139.64936488426804
S00023 113.9481 98.6763 7.122e-17 4.960e-17 1.688e-17 0.0 141.33004461814136
S00024 113.9481 98.6763 7.436e-18 5.780e-18 2.524e-18 0.0 138.40616827977055
S00025 113.9481 98.6763 2.839e-18 2.363e-18 1.183e-18 0.0 137.512734305285
S00026 113.9481 98.6762 1.175e-18 1.050e-18 5.889e-19 0.0 141.62268708970402
S00027 113.9481 98.6763 7.094e-17 5.146e-17 1.896e-17 0.0 139.34635477091194
S00028 113.9481 98.6763 2.898e-18 2.389e-18 1.212e-18 0.0 141.07465468996176
S00029 113.9481 98.6763 3.300e-17 2.337e-17 8.418e-18 0.0 142.01447754697594
S00030 113.9481 98.6762 1.108e-16 7.509e-17 2.471e-17 0.0 143.18416211947414
S00031 113.9481 98.6762 7.770e-19 7.219e-19 4.399e-19 0.0 141.12202727316202
S00032 113.9481 98.6763 1.142e-19 1.225e-19 9.938e-20 0.0 140.55361478130774
S00033 113.9481 98.6762 1.656e-17 1.241e-17 5.196e-18 0.0 139.98445019755283
S00034 113.9481 98.6762 4.895e-19 4.250e-19 2.264e-19 0.0 140.8236210425788
S00035 113.9481 98.6762 2.703e-19 2.658e-19 1.850e-19 0.0 143.59712683321052
S00036 113.9845 98.632 9.112e-23 1.740e-22 4.855e-22 0.0 136.13514596041472
S00037 113.9188 98.7135 2.207e-24 6.023e-24 3.565e-23 0.0 135.7337241561826
S00038 113.9836 98.6956 3.816e-24 9.963e-24 5.375e-23 0.0 141.47655855347094
S00039 113.9656 98.6265 3.864e-21 4.908e-21 5.842e-21 0.0 142.8389101496822
S00040 113.9635 98.6689 3.886e-22 6.199e-22 1.173e-21 0.0 140.9174543720459
S00041 113.9571 98.7086 1.535e-23 3.604e-23 1.506e-22 0.0 140.80247001228676
S00042 113.918 98.7094 9.430e-25 2.513e-24 1.431e-23 0.0 138.0123514000777
S00043 113.9434 98.6962 3.736e-21 5.262e-21 7.892e-21 0.0 139.7060115588966
S00044 114.0048 98.7279 1.416e-18 1.555e-18 1.350e-18 0.0 135.37331125187768
S00045 113.9322 98.6538 2.815e-19 2.692e-19 1.796e-19 0.0 137.2223874978889
S00046 113.9562 98.7015 5.317e-18 4.957e-18 3.183e-18 0.0 137.68772555290403
S00047 113.9079 98.6212 7.721e-24 1.943e-23 9.777e-23 0.0 137.29015456835126
S00048 113.9793 98.6786 8.520e-25 2.477e-24 1.626e-23 0.0 141.4831345342794
S00049 113.9815 98.6352 2.074e-26 8.780e-26 1.247e-24 0.0 142.8658476745083
S00050 113.9012 98.6654 1.945e-20 2.218e-20 2.143e-20 0.0 135.1376780402371
S00051 113.9474 98.6938 2.948e-22 4.946e-22 1.051e-21 0.0 140.69472254720478
S00052 113.9692 98.684 2.020e-23 4.491e-23 1.748e-22 0.0 140.73784839100563
S00053 113.9516 98.6218 3.439e-23 7.398e-23 2.633e-22 0.0 136.32837930767798
S00054 113.9383 98.6647 1.996e-20 2.359e-20 2.380e-20 0.0 138.87176668985214
S00055 113.9216 98.708 5.963e-27 2.880e-26 5.688e-25 0.0 141.0580352455654
S00056 113.9573 98.7208 6.861e-22 1.079e-21 2.002e-21 0.0 142.70193068874485
