Time NormalisedFlux
0.0 0.9549040285015529
1.0 0.9631765744117344
2.0 0.9401592882991839
3.0 0.9592300561299538
4.0 0.9539870604188191
5.0 0.9447542712684616
6.0 0.9339252307034014
7.0 0.8785923102927713
8.0 0.9149755850249326
9.0 0.9510979003971651
10.0 0.9966087478628105
11.0 1.057986292807176
12.0 1.0824602266184369
13.0 1.1034690059737433
14.0 1.0714800559339446
15.0 1.0768811828994966
16.0 1.0168739500789028
17.0 1.060691793397168
18.0 1.0142865652296025
19.0 1.0601442604260034
20.0 1.000021459832939
21.0 1.0412232977187292
22.0 0.9991784411802108
23.0 0.9731760124810865
24.0 0.9933188890411546
25.0 1.0053179787765008
26.0 0.966371671554678
27.0 0.974163559256897
28.0 0.9581791707031843
29.0 0.934900255458498
30.0 0.9784830041583752
31.0 0.935476508004526
32.0 0.9621931918261583
33.0 0.9109708384184438
34.0 0.8892596771308922
35.0 0.9195562244112183
36.0 0.9328035046071442
37.0 0.9915119227841077
38.0 1.031056900803091
39.0 1.112456149210539
40.0 1.0711349812456383
41.0 1.0330719969044806
42.0 1.0616374404230686
43.0 1.0209158623075518
44.0 1.0621017734505787
45.0 1.0238310949812144
46.0 1.0282881025844386
47.0 1.0392273949789443
48.0 1.0099826306986823
49.0 0.9849034533620532
50.0 1.0197999288289008
51.0 1.0088527006292671
52.0 1.0270688507964763
53.0 0.9710000593193915
54.0 0.9423706611189
55.0 0.9648770173444887
56.0 0.9703175518243911
57.0 0.9608397012652863
58.0 0.908832752969827
59.0 0.9161646234273241
60.0 0.9010172918971815
61.0 0.9352204158131179
62.0 0.9199030932913388
63.0 0.9654650422382407
64.0 0.9846657494630835
65.0 1.075031534889314
66.0 1.0859205122550664
67.0 1.091306394495911
68.0 1.0832861782691308
69.0 1.051833614199623
70.0 1.0549242435270554
71.0 1.0671663372163558
72.0 1.041041818999572
73.0 1.0408196076813854
74.0 1.0264086553331844
75.0 1.0023381651757777
76.0 0.9975938105619547
77.0 1.0116801822859458
78.0 1.0516505230163393
79.0 0.9896378682131857
80.0 0.9832350336120568
81.0 0.9784612411832568
82.0 0.9547104161205521
83.0 0.982609086058316
84.0 1.0002336296063947
85.0 0.981660718483996
86.0 0.9479437260705792
87.0 0.8947695486690316
88.0 0.899444348720215
89.0 0.9384825683401179
90.0 0.9546318702160193
91.0 1.0166580582137972
92.0 1.0322138653803201
93.0 1.0659117044440616
94.0 1.1063322149187507
95.0 1.089489216048013
96.0 1.0674993769271153
97.0 1.0340650622514154
98.0 1.0370465571640843
99.0 1.022852734067014
100.0 1.046851417180124
101.0 1.0434299120433288
102.0 0.9992094175614108
103.0 1.0048183631032832
104.0 0.9807680334002642
105.0 1.0413228663769998
106.0 0.9856734202053329
107.0 0.9668823470850828
108.0 0.9958361311696421
109.0 0.9858728467443308
110.0 0.966553614188245
111.0 0.9726766966468016
112.0 0.9391971153875136
113.0 0.9392576799420461
114.0 0.8937808698375624
115.0 0.9005823761873076
116.0 0.8613149674465687
117.0 0.948486812842392
118.0 0.9946491596872177
119.0 1.0641669152064315
120.0 1.1020383151633417
