Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 53.1135 43.9361 2.528e-15 1.704e-15 7.506e-16 309.5981 -256.47
DG0002 214.9507 27.2300 8.511e-15 8.015e-15 2.508e-15 486.7689 -173.43
DG0003 217.9500 24.8687 4.601e-15 2.684e-15 1.398e-15 284.2248 -172.44
DG0004 217.7150 26.2020 2.275e-15 1.652e-15 7.359e-16 412.7385 -173.87
DG0005 218.1650 26.3656 2.352e-15 1.385e-15 9.766e-16 352.1518 -174.01
DG0006 211.9296 26.8435 4.409e-15 3.174e-15 1.348e-15 227.9659 -174.93
DG0007 216.9957 27.5661 4.406e-15 3.233e-15 1.218e-15 283.407 -172.7
DG0008 213.7499 27.6319 3.721e-15 2.690e-15 1.475e-15 257.4099 -177.54
DG0009 220.1304 26.0281 3.535e-15 3.097e-15 1.498e-15 293.2769 -175.1
DG0010 213.2234 27.0427 2.330e-15 2.061e-15 9.113e-16 493.7663 -172.5
DG0011 213.0188 27.9754 2.373e-15 1.849e-15 7.242e-16 515.2178 -173.35
DG0012 212.9880 27.6953 2.462e-15 1.902e-15 1.015e-15 456.3358 -171.05
DG0013 218.2028 27.5640 2.458e-15 2.029e-15 6.149e-16 240.657 -171.59
DG0014 216.0400 27.5613 3.404e-15 2.304e-15 1.325e-15 281.0106 -174.48
DG0015 213.9689 26.4977 2.337e-15 1.589e-15 7.684e-16 322.7992 -172.15
DG0016 211.5928 28.5695 3.153e-15 1.972e-15 1.163e-15 330.3872 -172.94
DG0017 214.6047 26.3949 4.295e-15 4.267e-15 1.746e-15 285.365 -172.39
DG0018 214.8490 25.9837 3.164e-15 2.670e-15 1.102e-15 231.7583 -172.63
DG0019 212.9161 25.3874 5.489e-15 3.869e-15 1.521e-15 309.493 -174.44
DG0020 218.9721 28.6538 4.763e-15 3.436e-15 1.299e-15 316.6259 -176.6
DG0021 213.6934 25.8972 3.717e-15 3.130e-15 1.245e-15 319.3398 -171.2
DG0022 216.3058 25.8425 4.384e-15 3.377e-15 1.571e-15 338.5987 -176.66
DG0023 217.6967 27.2896 3.490e-15 2.540e-15 1.192e-15 254.3255 -171.11
DG0024 219.8166 29.1102 3.818e-15 2.562e-15 1.309e-15 278.1065 -173.0
DG0025 216.2573 27.3517 2.982e-15 2.143e-15 1.398e-15 250.1039 -176.59
