Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
FrontS06613,8.4608,-15.1287,6.808e-18,5.665e-18,2.791e-18,-0.0014,93.45,0
FrontS06614,8.4303,-15.1186,1.696e-18,1.639e-18,1.108e-18,0.0,93.89,0
FrontS06615,8.4411,-15.1121,1.431e-17,1.167e-17,5.685e-18,-0.001,94.17,0
FrontS06616,8.4279,-15.1253,1.255e-17,9.880e-18,4.465e-18,-0.0001,92.86,0
FrontS06617,8.4439,-15.0880,4.056e-18,3.319e-18,1.617e-18,-0.0005,95.96,0
FrontS06619,8.4653,-15.1230,6.706e-20,8.462e-20,1.007e-19,0.0002,92.53,0
FrontS06622,8.4436,-15.0923,6.467e-18,5.528e-18,2.918e-18,-0.0,93.46,0
FrontS06625,8.4435,-15.1279,1.871e-18,1.741e-18,1.116e-18,0.0003,94.41,0
FrontS06626,8.4227,-15.1039,2.423e-19,2.817e-19,2.715e-19,0.0,93.78,0
FrontS06627,8.4354,-15.1158,1.312e-19,1.486e-19,1.422e-19,-0.0007,93.38,0
FrontS06628,8.4538,-15.1280,5.250e-20,6.626e-20,7.578e-20,0.0003,95.46,0
FrontS06629,8.4332,-15.0993,1.237e-20,1.620e-20,2.155e-20,0.0007,94.69,0
FrontS06630,8.4098,-15.0990,1.174e-18,1.098e-18,7.113e-19,-0.0,92.87,0
FrontS06632,8.4098,-15.1076,1.592e-18,2.766e-18,6.350e-18,-0.0001,93.64,0
FrontS06635,8.4435,-15.1309,1.548e-20,2.189e-20,3.240e-20,0.0006,96.57,0
FrontS06636,8.4325,-15.1647,2.507e-19,2.557e-19,1.857e-19,-0.0001,92.87,0
FrontS06637,8.4328,-15.1105,3.952e-19,4.053e-19,3.140e-19,0.0007,94.93,0
FrontS06638,8.4308,-15.1182,7.465e-19,7.259e-19,4.915e-19,0.0003,94.92,0
FrontS06639,8.4735,-15.1369,1.714e-20,2.296e-20,2.941e-20,0.0002,93.93,0
FrontS06642,8.4661,-15.1071,1.767e-18,1.646e-18,1.030e-18,-0.0003,96.43,0
FrontS06644,8.4079,-15.1228,1.705e-19,1.830e-19,1.503e-19,0.0008,96.02,0
FrontS06646,8.4238,-15.1282,1.078e-20,1.537e-20,2.301e-20,0.0002,93.46,0
FrontS06647,8.4260,-15.0923,2.356e-14,1.561e-14,5.086e-15,0.0006,94.65,0
FrontS06649,8.4480,-15.1462,1.338e-17,1.102e-17,5.416e-18,0.0001,94.09,0
FrontS06651,8.4292,-15.1336,1.226e-13,9.279e-14,3.965e-14,0.0006,94.95,1
FrontS06652,8.4251,-15.1091,2.043e-19,2.238e-19,1.992e-19,-0.0001,95.17,0
FrontS06653,8.4319,-15.1169,3.340e-17,2.693e-17,1.266e-17,-0.0009,92.53,0
FrontS06655,8.4582,-15.1466,2.206e-19,2.545e-19,2.462e-19,-0.0011,92.65,0
FrontS06656,8.4021,-15.1309,2.233e-19,2.399e-19,2.081e-19,-0.001,95.92,0
FrontS06657,8.4293,-15.1214,5.735e-18,4.873e-18,2.546e-18,0.0005,94.14,0
FrontS06658,8.4058,-15.1350,1.956e-17,1.526e-17,6.750e-18,0.0001,96.55,0
FrontS06659,8.4322,-15.1396,1.237e-18,1.698e-18,2.403e-18,-0.0005,93.38,0
FrontS06660,8.4147,-15.1030,9.068e-18,2.323e-17,1.153e-16,-0.0004,93.32,1
FrontS06661,8.4265,-15.1268,2.899e-19,3.044e-19,2.464e-19,-0.0004,94.5,0
FrontS06662,8.4191,-15.1015,2.332e-19,2.479e-19,2.009e-19,-0.0003,94.05,0
FrontS06664,8.4618,-15.1098,2.314e-18,2.032e-18,1.148e-18,0.0006,95.22,1
FrontS06665,8.4209,-15.1553,1.014e-13,7.078e-14,2.541e-14,0.0002,95.91,0
FrontS06666,8.4117,-15.1152,7.803e-20,9.568e-20,1.016e-19,-0.0004,93.59,0
FrontS06668,8.4819,-15.1372,1.219e-13,8.961e-14,3.634e-14,-0.0,92.44,0
FrontS06672,8.4812,-15.1371,1.257e-20,1.873e-20,3.049e-20,0.0006,93.09,0
FrontS06674,8.4448,-15.1257,4.133e-19,4.418e-19,3.773e-19,0.0005,93.48,0
FrontS06678,8.4358,-15.1310,7.940e-19,8.013e-19,6.031e-19,-0.0001,93.09,0
FrontS06681,8.4424,-15.1175,1.575e-20,2.227e-20,3.213e-20,0.0006,94.76,0
FrontS06682,8.4259,-15.1333,8.800e-19,8.764e-19,6.283e-19,0.0004,93.99,0
FrontS06683,8.4295,-15.0822,1.810e-18,1.694e-18,1.085e-18,0.0001,95.11,0
FrontS06684,8.4203,-15.1346,1.107e-17,9.144e-18,4.462e-18,-0.0001,93.18,0
FrontS06686,8.4207,-15.1214,1.409e-20,1.969e-20,2.871e-20,0.0001,96.23,0
FrontS06687,8.4339,-15.1062,2.107e-18,4.465e-18,1.536e-17,-0.0002,93.95,0
FrontS06688,8.4457,-15.1173,1.875e-19,2.127e-19,2.014e-19,-0.0011,95.24,0
FrontS06689,8.4256,-15.1178,2.019e-18,2.893e-18,4.240e-18,0.0002,93.97,0
FrontS06690,8.4376,-15.1194,1.702e-20,2.341e-20,3.239e-20,-0.0001,94.54,0
FrontS06691,8.4413,-15.1143,1.055e-18,1.044e-18,7.128e-19,-0.0007,93.72,0
FrontS06692,8.4009,-15.1096,3.550e-18,6.173e-18,1.398e-17,0.0003,93.51,0
FrontS06693,8.4402,-15.1092,5.574e-17,4.097e-17,1.675e-17,0.0004,96.05,0
FrontS06696,8.4478,-15.0954,8.199e-18,1.121e-17,1.518e-17,0.0006,95.15,0
FrontS06698,8.4113,-15.1053,7.119e-20,8.871e-20,1.033e-19,0.0004,92.37,0
FrontS06699,8.4269,-15.1073,1.554e-20,2.072e-20,2.809e-20,0.0006,92.68,0
FrontS06702,8.4436,-15.1200,4.179e-20,5.220e-20,5.810e-20,0.0006,94.6,0
FrontS06703,8.3989,-15.1008,4.451e-20,5.673e-20,6.598e-20,-0.0003,92.97,0
FrontS06706,8.4513,-15.1195,3.313e-18,6.258e-18,1.676e-17,0.0001,93.1,0
FrontS06708,8.4231,-15.1082,1.524e-20,2.102e-20,3.033e-20,0.0003,94.47,0
FrontS06709,8.4189,-15.1032,9.029e-18,8.298e-18,5.014e-18,-0.0001,92.93,0
FrontS06711,8.4453,-15.1269,2.291e-18,3.786e-18,7.571e-18,0.0002,93.22,0
FrontS06713,8.4633,-15.1318,4.282e-19,4.291e-19,3.045e-19,-0.0004,93.06,0
FrontS06714,8.4359,-15.1366,1.416e-17,1.158e-17,5.768e-18,0.0002,94.7,0
FrontS06715,8.4674,-15.1437,2.539e-18,2.335e-18,1.425e-18,0.0004,96.38,0
FrontS06717,8.4155,-15.1168,1.996e-18,4.900e-18,2.351e-17,-0.0004,95.68,0
FrontS06719,8.4423,-15.1213,2.933e-20,3.976e-20,5.118e-20,0.0003,94.65,0
FrontS06720,8.4530,-15.1117,3.446e-20,4.439e-20,5.558e-20,0.0014,93.69,0
FrontS06724,8.4624,-15.0946,1.174e-19,1.313e-19,1.221e-19,-0.0001,93.32,0
FrontS06727,8.4446,-15.1493,3.141e-19,3.423e-19,2.860e-19,0.0003,95.7,0
FrontS06729,8.4201,-15.1008,1.786e-18,1.596e-18,9.226e-19,0.0003,92.82,0
FrontS06732,8.4464,-15.1286,3.958e-20,5.207e-20,6.433e-20,0.0003,94.07,0
FrontS06733,8.4401,-15.1191,2.840e-19,3.003e-19,2.467e-19,0.0007,95.04,0
FrontS06734,8.4606,-15.1471,2.576e-17,2.101e-17,1.022e-17,-0.0002,93.52,0
FrontS06736,8.4247,-15.1189,2.816e-19,3.053e-19,2.585e-19,0.0001,93.18,0
FrontS06738,8.4594,-15.1038,5.100e-20,6.570e-20,7.983e-20,0.0001,93.59,0
FrontS06739,8.4739,-15.1237,1.560e-18,1.455e-18,8.853e-19,-0.0005,93.2,0
FrontS06740,8.4496,-15.0959,1.056e-20,1.498e-20,2.235e-20,-0.0005,95.11,0
FrontS06741,8.4547,-15.1112,5.914e-18,1.031e-17,2.393e-17,0.0002,96.39,0
FrontS06743,8.4221,-15.1387,3.761e-19,3.878e-19,2.981e-19,-0.0006,95.61,0
FrontS06744,8.4321,-15.1591,4.131e-18,8.582e-18,2.689e-17,0.0006,95.08,0
FrontS06745,8.4684,-15.1320,1.817e-19,2.028e-19,1.848e-19,0.0005,93.05,0
FrontS06748,8.4165,-15.1227,1.529e-17,3.833e-17,1.897e-16,0.0003,96.01,1
FrontS06749,8.4079,-15.1052,3.361e-20,4.577e-20,5.989e-20,0.0,92.87,0
FrontS06751,8.4537,-15.1518,6.654e-19,6.809e-19,4.901e-19,0.0006,93.2,0
FrontS06753,8.4353,-15.1178,1.127e-13,7.788e-14,2.645e-14,0.0004,94.02,0
FrontS06755,8.4181,-15.1386,1.495e-18,2.543e-18,5.546e-18,-0.0015,93.55,0
FrontS06757,8.4265,-15.1098,3.123e-19,3.317e-19,2.708e-19,0.0003,95.17,0
FrontS06758,8.4380,-15.1341,4.033e-19,4.171e-19,3.259e-19,-0.0001,93.5,0
FrontS06760,8.4266,-15.1286,4.479e-18,5.857e-18,7.244e-18,-0.0004,95.76,0
FrontS06763,8.4324,-15.1283,1.125e-19,1.359e-19,1.420e-19,0.0006,93.13,0
FrontS06765,8.4186,-15.1042,2.343e-19,2.593e-19,2.298e-19,-0.0005,94.04,0
FrontS06767,8.4371,-15.0939,6.035e-20,7.660e-20,9.050e-20,0.0006,95.09,0
FrontS06769,8.4559,-15.0995,1.589e-18,3.473e-18,1.281e-17,0.0,96.02,0
FrontS06770,8.4217,-15.1099,2.012e-17,1.601e-17,7.365e-18,0.001,92.87,0
FrontS06772,8.4227,-15.1203,7.631e-18,1.582e-17,5.109e-17,0.0009,92.63,1
FrontS06774,8.4364,-15.0882,2.081e-20,2.806e-20,3.655e-20,0.0001,92.48,0
FrontS06775,8.4283,-15.1064,1.927e-18,3.094e-18,6.132e-18,0.0007,94.48,0
FrontS06776,8.4421,-15.1005,1.556e-18,1.406e-18,8.135e-19,0.0005,93.34,0
