Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG029,6.9444,-31.5168,2.877e-17,2.518e-17,1.096e-17,144.5859,597.03
FrontDG030,6.9032,-31.3966,4.398e-17,3.546e-17,1.506e-17,125.7879,598.42
FrontDG031,7.0190,-31.7876,3.754e-17,3.580e-17,1.573e-17,113.1591,598.25
FrontDG032,6.9154,-31.6504,4.260e-17,3.267e-17,1.402e-17,97.4757,598.74
FrontDG033,7.0367,-31.7234,4.731e-17,3.357e-17,1.406e-17,107.7449,597.34
FrontDG034,11.6485,24.7249,1.660e-17,1.355e-17,5.789e-18,47.9166,1173.53
FrontDG035,11.6259,24.7072,1.241e-17,9.424e-18,4.101e-18,45.9829,1173.82
FrontDG054,-37.5902,41.8707,1.292e-16,1.133e-16,4.773e-17,312.6364,249.64
FrontDG055,-38.1395,42.1845,1.846e-16,1.562e-16,6.964e-17,235.7571,247.18
FrontDG056,-37.3959,42.0716,1.885e-16,1.607e-16,6.878e-17,206.6877,249.74
FrontDG057,-37.4162,41.5683,1.889e-16,1.592e-16,6.583e-17,188.0465,248.64
FrontDG058,-38.0321,42.7301,2.236e-16,1.756e-16,7.250e-17,217.9953,248.47
FrontDG079,-22.2966,2.5880,7.514e-18,6.424e-18,3.016e-18,135.5275,1172.02
FrontDG080,-22.2543,2.7143,1.101e-17,1.036e-17,4.759e-18,56.8679,1171.35
FrontDG081,-22.2967,2.5618,1.180e-17,1.165e-17,5.393e-18,50.2534,1174.83
FrontDG082,-22.1738,2.6102,1.155e-17,9.811e-18,4.462e-18,45.8443,1172.22
FrontDG083,-22.3334,2.7053,1.225e-17,9.641e-18,4.062e-18,39.2657,1173.88
FrontDG084,-22.1208,2.5401,1.757e-17,1.393e-17,5.409e-18,47.8117,1173.64
FrontDG085,-22.1358,2.5917,1.220e-17,8.930e-18,4.158e-18,45.5238,1173.92
FrontDG086,-22.3277,2.6802,1.320e-17,9.432e-18,5.576e-18,51.9004,1174.72
FrontDG087,-22.3875,2.5894,1.204e-17,1.001e-17,4.653e-18,46.0968,1174.67
FrontDG184,-31.5892,25.1620,1.027e-16,7.856e-17,2.955e-17,345.6242,552.75
FrontDG185,-31.6845,25.2944,4.232e-17,2.908e-17,1.638e-17,88.3425,553.85
FrontDG186,-31.5438,25.3112,3.440e-17,2.687e-17,1.311e-17,80.4249,553.68
FrontDG187,-31.3426,25.1073,3.761e-17,2.699e-17,1.302e-17,84.3319,555.25
FrontDG188,-32.0679,25.5061,4.131e-17,3.288e-17,1.656e-17,84.4895,555.57
FrontDG189,-31.5919,24.8898,3.988e-17,3.262e-17,1.253e-17,95.5389,555.97
FrontDG190,-31.7399,24.8659,4.165e-17,3.188e-17,1.479e-17,111.1943,552.27
FrontDG191,-31.6837,25.3212,3.452e-17,3.003e-17,1.174e-17,83.762,551.63
FrontDG192,-31.2955,25.0399,2.674e-17,2.131e-17,1.085e-17,115.2053,554.13
FrontDG193,-31.8247,25.2224,4.608e-17,3.625e-17,1.572e-17,100.8994,552.42
FrontDG311,27.6380,-16.3639,3.252e-17,2.672e-17,9.437e-18,116.6417,1167.88
FrontDG312,27.7765,-16.3343,1.146e-17,9.589e-18,3.978e-18,45.7553,1170.62
FrontDG313,27.5238,-16.4262,1.201e-17,1.006e-17,4.940e-18,59.4702,1170.06
FrontDG314,27.7810,-16.2727,1.241e-17,1.084e-17,5.076e-18,48.7155,1166.42
FrontDG315,27.6431,-16.5423,8.281e-18,7.024e-18,3.081e-18,55.7277,1166.36
FrontDG316,27.4656,-16.3097,1.197e-17,9.581e-18,3.877e-18,42.3767,1171.28
FrontDG317,27.7529,-16.3104,8.542e-18,6.531e-18,3.108e-18,42.6987,1170.41
FrontDG318,27.6114,-16.3440,8.931e-18,7.284e-18,3.167e-18,93.635,1168.52
FrontDG319,27.7222,-16.4432,1.184e-17,9.111e-18,3.831e-18,44.6508,1169.29
FrontDG320,27.6339,-16.1705,1.233e-17,9.460e-18,5.288e-18,50.7305,1168.32
FrontDG363,-18.2625,22.4939,5.124e-17,4.113e-17,1.829e-17,141.9125,521.11
FrontDG364,-18.4814,22.7929,4.654e-17,4.201e-17,1.794e-17,90.9942,522.61
FrontDG365,-18.4146,22.7346,5.608e-17,4.022e-17,1.900e-17,121.2929,520.78
FrontDG366,-18.3490,22.7519,5.239e-17,4.157e-17,1.740e-17,100.7695,521.74
FrontDG367,-14.1985,16.4959,5.363e-17,4.403e-17,1.838e-17,140.6845,438.09
FrontDG368,-2.5440,-10.5912,7.160e-18,5.692e-18,2.692e-18,55.6082,1247.88
FrontDG440,34.5661,0.5634,4.865e-17,3.960e-17,1.625e-17,208.8746,440.11
FrontDG441,34.5192,0.3553,6.279e-17,5.352e-17,2.450e-17,125.2785,441.17
