Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG001 11.9645 142.9188 1.410e-16 6.662e-17 4.657e-17 64.6541 284.8
DG002 195.4808 132.1511 1.486e-15 9.140e-16 5.173e-16 186.5759 82.11
DG003 225.8388 87.2790 1.362e-15 1.255e-15 5.676e-16 254.2434 144.41
DG004 226.2623 87.3226 6.433e-16 4.961e-16 2.347e-16 112.7072 146.04
DG005 225.7508 87.2549 4.447e-16 4.066e-16 1.606e-16 268.9629 145.14
DG006 225.7364 86.8190 7.319e-16 5.457e-16 2.578e-16 114.1672 145.38
DG007 225.6884 87.4263 7.962e-16 4.058e-16 1.946e-16 113.1375 145.14
DG008 225.6694 86.9546 4.491e-16 3.509e-16 1.779e-16 121.1129 145.31
DG009 226.0366 87.3529 6.040e-16 5.697e-16 1.740e-16 102.7041 145.85
DG010 226.1456 87.1314 5.537e-16 3.642e-16 1.460e-16 135.316 146.18
DG011 225.7660 87.3076 5.678e-16 5.054e-16 1.794e-16 101.3232 146.21
DG012 226.2185 87.2333 7.300e-16 5.113e-16 1.539e-16 149.5397 145.96
DG013 32.4396 35.0848 3.129e-15 3.962e-15 1.759e-15 275.9205 62.33
DG014 33.2214 35.1738 2.427e-15 1.800e-15 9.861e-16 325.3468 61.83
DG015 218.2026 73.0863 2.486e-15 2.860e-15 1.327e-15 600.3186 54.89
DG016 217.5512 72.8901 2.596e-15 3.403e-15 1.450e-15 356.5256 54.56
DG017 217.5372 73.2101 4.319e-15 3.461e-15 1.315e-15 239.0653 54.43
DG018 218.8060 72.8102 4.806e-15 2.928e-15 1.328e-15 244.62 53.41
DG019 219.2293 73.1876 4.460e-15 4.191e-15 1.682e-15 273.0435 54.53
DG020 218.3071 72.5621 3.484e-15 2.836e-15 9.206e-16 345.8521 54.07
DG021 217.7965 73.6064 4.599e-15 3.857e-15 1.369e-15 283.6824 55.21
DG022 203.4065 109.2064 8.036e-15 5.100e-15 2.613e-15 717.8788 32.59
DG023 202.7529 109.6121 9.456e-15 1.035e-14 4.220e-15 439.8051 32.57
DG024 204.1574 108.4482 1.193e-14 8.696e-15 3.641e-15 540.4484 33.21
DG025 202.9962 108.5164 8.276e-15 7.983e-15 4.387e-15 452.9941 32.92
DG026 202.6569 109.9653 1.334e-14 1.008e-14 4.865e-15 521.3228 33.11
DG027 93.1613 68.6915 1.736e-15 9.977e-16 4.833e-16 244.1876 80.59
DG028 21.4468 151.3617 1.341e-16 8.592e-17 3.269e-17 38.571 363.2
DG029 21.4761 151.3568 9.872e-17 6.513e-17 3.135e-17 38.5534 363.47
DG030 21.5593 151.2614 1.235e-16 7.776e-17 4.868e-17 49.9198 363.12
DG031 35.6721 64.8360 1.506e-14 1.010e-14 4.649e-15 943.3803 44.99
DG032 36.0468 65.2232 6.224e-15 4.996e-15 1.271e-15 358.1845 45.6
DG033 36.5647 64.9046 9.636e-15 5.749e-15 2.957e-15 442.4214 44.23
DG034 36.9420 64.9099 8.860e-15 6.769e-15 2.459e-15 385.4248 44.61
DG035 35.1124 64.8192 5.501e-15 5.759e-15 2.021e-15 309.0892 44.76
DG036 36.3079 64.5518 6.462e-15 4.407e-15 2.440e-15 381.6327 43.86
DG037 36.6676 63.8415 6.872e-15 5.693e-15 2.543e-15 416.4542 45.23
DG038 33.9778 63.7040 6.889e-15 4.572e-15 2.911e-15 412.209 44.45
DG039 35.8010 63.0735 8.820e-15 7.062e-15 2.058e-15 468.8098 44.74
DG040 36.5827 65.9359 5.138e-15 4.995e-15 2.544e-15 453.2549 45.35
DG041 35.1430 64.6691 5.016e-15 6.416e-15 2.478e-15 372.0845 44.47
DG042 103.4441 76.6454 8.811e-17 5.841e-17 2.738e-17 57.7413 311.19
DG043 357.8392 30.8544 2.588e-16 1.859e-16 9.883e-17 121.3209 167.65
DG044 29.6740 116.0929 1.947e-16 1.664e-16 7.558e-17 114.0673 224.37
DG045 29.5337 116.1779 3.182e-16 2.086e-16 1.191e-16 87.5113 223.68
DG046 29.5481 116.0355 2.436e-16 2.583e-16 8.407e-17 83.5298 223.48
DG047 29.6068 116.2137 2.390e-16 1.697e-16 9.961e-17 70.1603 224.32
DG048 29.6242 116.2657 2.492e-16 2.522e-16 1.299e-16 77.6248 223.83
DG049 4.6831 51.0181 6.624e-17 5.753e-17 2.520e-17 51.7781 345.3
DG050 8.4451 147.5962 9.677e-17 6.972e-17 2.841e-17 37.1445 448.09
DG051 8.4420 147.5991 6.495e-17 4.616e-17 1.792e-17 36.1506 448.51
DG052 271.6914 116.9975 2.103e-16 1.403e-16 7.131e-17 170.1366 191.73
DG053 271.8042 116.8097 2.955e-16 2.872e-16 1.103e-16 79.6316 191.28
DG054 271.6865 117.2573 2.797e-16 2.294e-16 8.781e-17 64.8214 191.15
DG055 271.8263 116.7414 2.932e-16 2.296e-16 1.157e-16 88.9178 191.94
DG056 271.6986 116.8691 2.291e-16 2.065e-16 8.830e-17 92.0895 190.71
DG057 271.7340 117.2221 2.797e-16 2.680e-16 7.526e-17 93.1612 191.61
DG058 271.8183 117.0896 1.892e-16 1.721e-16 8.274e-17 96.1969 190.62
DG059 271.6241 116.9312 3.064e-16 2.666e-16 8.717e-17 65.9203 191.73
DG060 183.0201 92.5182 5.152e-15 4.981e-15 2.293e-15 474.3278 40.34
DG061 234.1083 134.5351 9.604e-17 1.228e-16 4.365e-17 88.4499 253.47
DG062 234.0951 134.5967 2.090e-16 1.554e-16 5.678e-17 51.3456 252.54
DG063 267.6561 69.5401 1.778e-15 1.259e-15 4.903e-16 128.7919 131.23
DG064 266.8751 68.8952 6.470e-16 4.114e-16 2.068e-16 100.7677 133.05
DG065 268.4402 69.0276 6.225e-16 6.036e-16 2.528e-16 113.0943 132.55
DG066 267.6947 68.8113 5.041e-16 5.346e-16 2.261e-16 180.9788 131.44
DG067 267.8824 70.1226 5.936e-16 5.604e-16 2.053e-16 228.5318 131.54
DG068 267.4142 69.4884 8.454e-16 5.654e-16 2.367e-16 138.6377 132.9
DG069 267.2352 70.4061 6.849e-16 4.912e-16 2.481e-16 98.0691 132.21
DG070 267.9431 70.4418 8.490e-16 5.750e-16 3.712e-16 138.6422 133.26
DG071 267.7620 69.9512 6.858e-16 6.553e-16 2.640e-16 120.3298 131.79
DG072 267.0461 68.4096 6.781e-16 6.298e-16 1.719e-16 115.4774 132.75
DG073 267.4346 69.5834 4.746e-16 4.076e-16 1.800e-16 130.3339 133.82
DG074 267.3224 69.9101 5.129e-16 5.268e-16 2.101e-16 110.3285 131.43
DG075 267.2626 70.3203 4.366e-16 4.017e-16 1.531e-16 177.5488 131.43
DG076 266.7109 69.5958 6.844e-16 5.214e-16 2.638e-16 114.816 132.47
DG077 267.8491 69.4679 4.518e-16 4.482e-16 1.893e-16 180.6627 131.17
DG078 267.2082 68.8422 3.747e-16 3.842e-16 1.609e-16 171.1378 132.12
DG079 267.7671 69.8901 5.951e-16 3.017e-16 1.427e-16 244.0336 133.31
DG080 267.3680 69.1817 6.340e-16 5.360e-16 2.749e-16 120.3218 133.01
DG081 267.5323 70.4341 4.782e-16 3.987e-16 2.102e-16 139.0432 130.78
DG082 267.9538 70.4710 5.952e-16 4.559e-16 2.472e-16 138.7159 131.72
DG083 268.0636 69.5822 4.952e-16 7.869e-16 3.320e-16 135.5111 132.99
DG084 267.0563 68.8073 5.697e-16 4.035e-16 1.452e-16 136.9358 131.55
DG085 268.0379 69.5169 3.938e-16 3.855e-16 1.715e-16 239.3998 131.35
DG086 267.2972 70.3574 4.770e-16 4.469e-16 1.411e-16 197.9378 131.22
DG087 266.7165 69.5771 8.607e-16 7.017e-16 2.676e-16 106.1988 132.78
DG088 268.5488 68.7336 5.425e-16 4.091e-16 1.815e-16 131.3124 132.78
DG089 267.6787 69.8953 8.726e-16 5.342e-16 2.379e-16 101.0776 133.39
DG090 267.0643 69.3858 3.799e-16 3.186e-16 1.539e-16 134.6209 133.16
DG091 266.9407 151.9536 1.357e-14 1.107e-14 3.221e-15 710.8208 49.12
DG092 266.4374 150.9236 5.503e-15 3.197e-15 1.692e-15 281.4106 49.31
