Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
RightS00001,-25.9066,-1.4097,3.434e-19,3.454e-19,2.612e-19,-0.0004,-106.87,0
RightS00002,-25.8561,-1.4614,2.498e-18,3.513e-18,4.965e-18,-0.0001,-107.1,0
RightS00006,-25.8861,-1.4018,1.371e-14,9.245e-15,3.051e-15,0.0009,-106.45,0
RightS00010,-25.8864,-1.3892,7.973e-20,9.160e-20,8.881e-20,-0.0002,-105.22,0
RightS00014,-25.9481,-1.3061,2.919e-19,3.120e-19,2.552e-19,0.0008,-104.16,0
RightS00015,-25.8246,-1.3071,2.835e-20,3.581e-20,4.111e-20,-0.0003,-104.12,0
RightS00022,-25.8955,-1.4071,3.186e-19,3.231e-19,2.479e-19,0.0007,-106.81,0
RightS00024,-25.9598,-1.5144,1.329e-19,1.496e-19,1.394e-19,-0.0004,-107.38,0
RightS00032,-25.8219,-1.4151,3.783e-20,4.692e-20,5.209e-20,-0.0001,-105.73,0
RightS00039,-25.9077,-1.3563,3.356e-18,5.278e-18,9.821e-18,0.0003,-104.29,0
RightS00040,-25.9052,-1.4608,1.598e-18,1.372e-18,7.365e-19,0.0005,-107.45,0
RightS00042,-25.8798,-1.4129,2.297e-20,2.859e-20,3.169e-20,-0.0001,-106.49,0
RightS00045,-25.7984,-1.6368,4.773e-18,9.014e-18,2.441e-17,0.0002,-107.1,0
RightS00050,-25.9090,-1.2851,1.078e-20,1.467e-20,1.945e-20,0.0002,-103.5,0
RightS00053,-25.8481,-1.3711,5.160e-15,3.387e-15,1.036e-15,0.0002,-104.76,0
RightS00058,-25.9711,-1.3231,3.136e-18,2.687e-18,1.461e-18,0.0007,-104.62,0
RightS00061,-25.9086,-1.3725,1.992e-19,2.152e-19,1.784e-19,-0.0002,-104.53,0
RightS00063,-25.8739,-1.3993,3.956e-20,4.896e-20,5.466e-20,0.0003,-105.98,0
RightS00064,-25.8650,-1.4192,4.913e-20,5.725e-20,5.827e-20,-0.0005,-106.36,0
RightS00065,-25.9313,-1.3550,2.752e-18,2.339e-18,1.248e-18,0.0,-104.75,0
