Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG013,14.0149,-33.4876,8.761e-18,7.846e-18,3.521e-18,44.8687,-1619.57
RightDG014,13.9737,-33.4772,5.972e-18,4.748e-18,2.358e-18,46.9092,-1618.4
RightDG015,13.9644,-33.4884,6.206e-18,4.739e-18,2.278e-18,52.5388,-1619.91
RightDG060,9.9038,-8.5530,1.095e-17,8.567e-18,4.082e-18,44.6729,-1428.08
RightDG061,9.8891,-8.5617,1.131e-17,9.550e-18,4.588e-18,52.0748,-1427.45
RightDG112,27.5075,12.2210,4.771e-17,3.227e-17,1.229e-17,142.144,-1138.38
RightDG113,27.5501,12.5483,1.186e-17,9.305e-18,4.472e-18,91.2836,-1134.82
RightDG114,27.1786,11.5211,1.494e-17,1.403e-17,6.857e-18,57.1623,-1132.36
RightDG115,27.5505,12.7440,1.510e-17,1.199e-17,6.286e-18,62.319,-1140.83
RightDG116,26.9217,11.8334,1.756e-17,1.586e-17,6.855e-18,62.525,-1143.53
RightDG117,27.1202,11.9666,1.635e-17,1.459e-17,5.989e-18,60.6809,-1132.74
RightDG118,27.7986,12.4231,1.247e-17,1.050e-17,4.854e-18,102.1251,-1132.62
RightDG119,26.8869,11.7250,1.542e-17,1.256e-17,5.051e-18,50.0317,-1132.27
RightDG120,27.7713,12.0073,1.599e-17,1.410e-17,5.448e-18,62.6775,-1135.67
RightDG121,27.9303,12.1165,1.104e-17,9.560e-18,3.971e-18,82.9512,-1131.09
RightDG122,27.1662,11.9385,1.085e-17,8.560e-18,3.908e-18,72.6673,-1132.67
RightDG123,27.7303,12.3800,1.792e-17,1.528e-17,6.108e-18,54.6272,-1131.7
RightDG124,28.0012,12.2240,1.718e-17,1.492e-17,6.053e-18,58.2136,-1131.3
RightDG125,28.0255,12.3214,1.123e-17,9.247e-18,4.127e-18,56.7459,-1142.52
RightDG126,26.8209,11.8089,1.602e-17,1.264e-17,5.619e-18,63.0235,-1138.22
RightDG127,26.9065,11.8941,1.764e-17,1.457e-17,6.224e-18,65.2615,-1138.99
RightDG128,27.5969,12.1758,1.185e-17,9.164e-18,3.708e-18,112.0026,-1142.85
RightDG129,27.8604,12.0167,1.073e-17,9.754e-18,4.160e-18,65.8127,-1139.66
RightDG130,26.9633,11.8908,1.040e-17,8.370e-18,3.812e-18,63.081,-1137.71
RightDG131,27.3198,12.2776,2.330e-17,1.917e-17,7.939e-18,64.3688,-1135.97
RightDG132,27.6188,12.1575,1.555e-17,1.391e-17,6.014e-18,72.4376,-1138.5
RightDG133,27.4899,12.2140,1.556e-17,1.463e-17,6.141e-18,64.2955,-1136.12
RightDG134,27.6167,12.7744,1.562e-17,1.231e-17,5.996e-18,54.4831,-1136.4
RightDG135,27.1743,12.3818,1.159e-17,9.839e-18,4.208e-18,99.3021,-1136.88
RightDG136,27.7517,12.4869,1.660e-17,1.349e-17,5.493e-18,59.1545,-1141.04
RightDG137,27.7376,11.6617,1.707e-17,1.372e-17,6.240e-18,66.5382,-1135.17
RightDG138,27.2449,11.8511,1.757e-17,1.413e-17,6.255e-18,68.8813,-1142.6
RightDG139,27.1655,11.6801,1.562e-17,1.365e-17,6.155e-18,51.0183,-1134.83
RightDG140,27.5035,12.7799,1.957e-17,1.376e-17,6.618e-18,67.6641,-1139.05
RightDG141,27.6532,12.6402,1.074e-17,9.288e-18,3.968e-18,74.6944,-1141.45
RightDG142,26.9073,11.5809,1.577e-17,1.352e-17,6.148e-18,55.7762,-1142.86
RightDG143,27.5359,11.8627,1.693e-17,1.284e-17,6.465e-18,65.4586,-1134.39
RightDG144,26.9728,12.0096,1.490e-17,1.260e-17,5.482e-18,55.0383,-1137.07
RightDG145,28.1108,11.8760,1.623e-17,1.328e-17,5.616e-18,46.8164,-1132.08
RightDG146,27.8813,12.0672,1.249e-17,1.002e-17,4.670e-18,87.2695,-1133.48
RightDG173,40.8087,0.2870,6.829e-18,6.004e-18,2.605e-18,71.8171,-1538.43
RightDG174,40.8337,0.3914,1.017e-17,7.941e-18,3.812e-18,43.7833,-1539.65
RightDG175,40.8131,0.2472,9.770e-18,6.470e-18,3.071e-18,36.284,-1540.84
RightDG176,40.9415,0.2666,7.877e-18,7.653e-18,3.769e-18,49.4422,-1540.4
RightDG177,40.8101,0.3499,8.174e-18,7.327e-18,3.393e-18,36.0978,-1538.85
RightDG178,40.8731,0.2951,9.125e-18,6.717e-18,3.315e-18,34.3849,-1538.01
RightDG217,44.4778,31.2143,7.869e-18,6.291e-18,2.877e-18,47.8841,-1446.64
RightDG306,22.6365,-16.9750,9.286e-18,8.287e-18,4.016e-18,43.133,-1442.7
RightDG307,22.6593,-16.9395,1.169e-17,8.758e-18,4.167e-18,40.8962,-1443.15
RightDG316,32.2660,30.4905,6.670e-18,5.600e-18,2.450e-18,96.7738,-1489.56
RightDG317,32.3448,30.5585,1.033e-17,8.224e-18,3.638e-18,35.0556,-1488.49
RightDG318,32.3488,30.4912,9.382e-18,7.392e-18,3.550e-18,42.8256,-1491.78
RightDG319,32.3549,30.4993,9.855e-18,8.056e-18,3.811e-18,33.3122,-1490.04
RightDG320,32.3297,30.4452,1.024e-17,8.013e-18,3.816e-18,39.2632,-1491.6
RightDG321,32.2179,30.5638,1.074e-17,9.722e-18,4.543e-18,50.7618,-1490.29
RightDG322,32.1656,30.5897,1.016e-17,8.108e-18,3.932e-18,44.6312,-1491.31
RightDG336,-22.1788,11.2684,3.885e-17,3.069e-17,1.147e-17,133.4834,-1287.97
RightDG337,-22.0036,11.2228,1.339e-17,1.126e-17,5.455e-18,50.6064,-1285.08
RightDG338,-22.3020,11.3296,1.270e-17,1.055e-17,4.792e-18,46.8339,-1284.83
RightDG339,-22.2455,11.2115,9.252e-18,6.954e-18,3.803e-18,106.9341,-1286.18
RightDG340,-22.1840,11.3462,9.599e-18,8.202e-18,3.171e-18,59.8632,-1284.16
RightDG341,-22.3141,11.1120,1.287e-17,1.093e-17,4.500e-18,42.8614,-1288.08
RightDG342,-21.9077,11.3840,1.423e-17,1.181e-17,4.910e-18,43.1392,-1286.61
RightDG343,-22.2664,11.3134,1.360e-17,1.179e-17,4.851e-18,51.9932,-1283.47
RightDG344,-22.0872,11.3711,1.305e-17,1.113e-17,5.540e-18,55.5354,-1283.9
RightDG345,-22.1940,11.1679,1.409e-17,1.366e-17,5.541e-18,53.4338,-1287.97
RightDG346,-22.1908,11.4404,1.386e-17,1.098e-17,5.622e-18,60.5108,-1284.35
RightDG347,-22.1490,11.3713,1.289e-17,1.109e-17,5.040e-18,53.2155,-1287.86
RightDG348,-22.2505,11.1956,1.971e-17,1.490e-17,6.033e-18,48.2833,-1284.04
RightDG353,-20.5916,27.0194,1.211e-17,1.078e-17,4.377e-18,76.7082,-1044.46
RightDG364,-3.8072,42.6857,1.285e-17,8.973e-18,4.402e-18,92.8558,-1109.09
RightDG365,-3.8155,42.4823,1.772e-17,1.422e-17,6.828e-18,59.8978,-1110.63
RightDG366,-3.7890,42.5083,1.714e-17,1.482e-17,7.513e-18,60.7,-1109.63
RightDG367,-3.9001,42.5362,1.836e-17,1.463e-17,6.268e-18,66.265,-1108.35
RightDG368,-3.8115,42.7794,1.662e-17,1.399e-17,6.187e-18,51.1659,-1110.44
RightDG376,10.8098,-36.6238,5.009e-17,3.780e-17,1.633e-17,158.7909,-543.8
RightDG377,10.7537,-36.7727,7.386e-17,5.749e-17,2.217e-17,143.024,-543.73
RightDG378,10.7447,-36.6192,7.442e-17,6.033e-17,2.641e-17,124.1829,-545.02
RightDG379,10.6574,-36.5521,7.198e-17,6.236e-17,2.374e-17,136.8957,-544.51
RightDG380,10.8766,-36.8118,6.969e-17,5.605e-17,2.235e-17,112.7634,-544.15
RightDG413,-4.4977,1.1082,4.145e-17,2.971e-17,1.154e-17,142.2533,-1201.71
RightDG414,-4.5845,0.9753,1.582e-17,1.186e-17,6.135e-18,61.0338,-1202.27
RightDG415,-4.5250,0.9559,1.626e-17,1.546e-17,6.126e-18,58.0768,-1201.35
RightDG416,-4.5010,1.1467,1.515e-17,1.341e-17,6.033e-18,67.3315,-1201.79
RightDG417,-4.3680,1.1873,2.091e-17,1.782e-17,7.095e-18,53.3078,-1200.87
RightDG418,-4.6235,1.1115,1.427e-17,1.304e-17,6.145e-18,64.516,-1200.37
RightDG419,-4.5657,1.2358,1.067e-17,8.693e-18,4.091e-18,64.3301,-1203.36
RightDG420,-4.4553,1.0711,9.823e-18,9.738e-18,4.108e-18,51.8418,-1201.17
