Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 271.1302 57.1971 2.112e-15 1.102e-15 4.932e-16 173.7415 -254.71
DG0002 271.0908 57.4398 1.775e-15 1.203e-15 3.898e-16 173.0216 -254.93
DG0003 62.2548 73.0059 1.741e-16 1.153e-16 4.922e-17 148.0107 -579.5
DG0004 62.1949 72.9457 2.761e-16 2.122e-16 9.984e-17 84.4857 -576.28
DG0005 62.0588 73.0208 2.601e-16 1.590e-16 7.208e-17 64.4811 -578.24
DG0006 62.3783 73.2034 2.885e-16 1.950e-16 8.547e-17 70.1627 -581.18
DG0007 62.1446 73.2255 2.678e-16 2.501e-16 8.335e-17 76.3404 -579.81
DG0008 62.5172 73.1200 1.413e-16 1.326e-16 6.669e-17 78.3291 -577.16
DG0009 62.3789 73.0109 2.070e-16 2.065e-16 8.907e-17 68.8282 -579.17
DG0010 62.4346 72.9927 2.218e-16 1.948e-16 8.508e-17 69.8506 -579.3
DG0011 119.7663 81.6388 7.303e-16 8.396e-16 3.760e-16 138.2006 -348.54
DG0012 119.9406 81.5000 9.014e-16 6.548e-16 2.518e-16 118.5116 -346.71
DG0013 119.8799 81.7806 9.936e-16 6.168e-16 3.223e-16 140.5393 -347.87
DG0014 322.4924 99.7216 1.593e-16 9.775e-17 5.835e-17 121.9898 -648.46
DG0015 322.5815 99.9085 1.611e-16 1.511e-16 7.309e-17 73.736 -646.57
DG0016 322.4914 99.7849 1.405e-16 1.564e-16 6.968e-17 59.0329 -647.74
DG0017 322.4495 99.5554 1.598e-16 9.581e-17 5.234e-17 78.9212 -647.85
DG0018 322.2922 99.6093 1.876e-16 1.244e-16 6.092e-17 63.2891 -647.81
DG0019 322.5672 99.7959 1.792e-16 1.701e-16 9.678e-17 70.0061 -644.36
DG0020 322.5156 99.6061 2.271e-16 1.863e-16 7.181e-17 76.8223 -649.49
DG0021 30.7511 60.4650 9.030e-17 6.497e-17 2.812e-17 44.6139 -957.49
DG0022 30.7227 60.4007 6.925e-17 6.365e-17 2.969e-17 39.5841 -956.41
DG0023 30.7327 60.4514 6.708e-17 7.989e-17 3.471e-17 46.4244 -956.28
DG0024 304.0181 57.3486 4.926e-15 4.212e-15 2.112e-15 776.4119 -87.2
DG0025 302.2474 57.1823 9.380e-15 7.675e-15 3.994e-15 501.1518 -87.29
DG0026 304.7542 56.6652 9.194e-15 6.746e-15 3.667e-15 326.9639 -86.43
DG0027 304.6216 58.5450 1.008e-14 5.002e-15 3.313e-15 388.4757 -84.87
DG0028 302.0737 56.9492 9.152e-15 5.498e-15 3.220e-15 324.3159 -84.31
DG0029 302.5620 58.6053 7.117e-15 4.013e-15 2.266e-15 443.8068 -86.62
DG0030 302.3051 57.2507 1.123e-14 8.562e-15 3.315e-15 461.9725 -86.23
DG0031 303.0867 58.7595 8.126e-15 6.746e-15 3.182e-15 388.5299 -86.16
DG0032 302.7921 58.0229 8.586e-15 6.828e-15 2.639e-15 417.5144 -87.4
DG0033 186.1042 38.9911 2.319e-15 1.611e-15 5.930e-16 279.578 -177.03
DG0034 213.0339 42.8607 3.022e-16 2.314e-16 7.474e-17 111.6595 -419.25
DG0035 347.9072 147.3498 1.709e-16 9.847e-17 3.611e-17 136.7229 -612.85
DG0036 347.8437 147.4706 1.938e-16 1.642e-16 6.826e-17 59.0735 -613.7
DG0037 347.7135 147.3313 2.217e-16 1.518e-16 8.209e-17 61.3739 -611.69
DG0038 348.0660 147.2378 2.016e-16 1.508e-16 7.025e-17 58.3833 -613.68
DG0039 348.2780 147.2296 2.013e-16 1.729e-16 7.535e-17 59.4822 -614.34
DG0040 347.6917 147.2604 1.861e-16 1.520e-16 7.576e-17 56.781 -614.05
DG0041 347.7634 147.4952 2.456e-16 1.724e-16 7.555e-17 77.7983 -610.81
DG0042 348.0127 147.5424 2.397e-16 1.551e-16 7.602e-17 62.828 -611.31
DG0043 182.0616 6.1743 5.198e-16 3.397e-16 1.314e-16 230.604 -652.27
DG0044 179.4291 6.2079 2.377e-16 1.327e-16 7.448e-17 74.1536 -652.34
DG0045 179.8417 6.1194 2.330e-16 1.603e-16 7.325e-17 70.8152 -654.57
DG0046 183.4272 6.3159 2.234e-16 1.624e-16 6.509e-17 57.0171 -653.8
DG0047 179.7447 6.3460 1.557e-16 1.037e-16 4.170e-17 67.4593 -652.65
DG0048 184.2811 5.9860 2.708e-16 1.952e-16 7.099e-17 65.4892 -650.22
DG0049 179.6532 6.1640 1.881e-16 1.249e-16 8.579e-17 76.4249 -652.7
DG0050 181.6350 6.1427 2.757e-16 1.814e-16 9.602e-17 71.1185 -654.06
DG0051 184.1044 6.0608 2.697e-16 1.331e-16 9.531e-17 75.8445 -653.07
DG0052 181.2304 6.1113 1.987e-16 1.432e-16 7.780e-17 50.7869 -652.45
DG0053 259.6651 25.1401 5.180e-15 4.011e-15 1.295e-15 687.2517 -187.96
DG0054 258.3327 25.4455 1.911e-15 9.282e-16 7.252e-16 199.1253 -186.95
DG0055 259.9995 24.9363 2.303e-15 1.254e-15 9.404e-16 241.368 -186.54
DG0056 260.8637 25.2172 1.280e-15 1.376e-15 6.179e-16 180.6391 -184.77
DG0057 257.0381 25.7003 1.305e-15 1.565e-15 6.414e-16 231.8096 -187.25
DG0058 260.9065 24.6653 1.595e-15 1.926e-15 5.278e-16 161.0058 -189.8
DG0059 258.6223 24.8479 1.570e-15 1.322e-15 3.793e-16 336.7595 -185.38
DG0060 256.8020 24.8550 2.240e-15 1.384e-15 7.314e-16 220.6979 -187.5
DG0061 261.1159 25.3166 1.999e-15 1.706e-15 6.761e-16 189.5317 -184.73
DG0062 259.7220 24.4647 2.119e-15 1.244e-15 6.086e-16 211.5527 -186.51
DG0063 258.7945 25.5419 1.935e-15 1.447e-15 7.219e-16 203.1516 -187.66
DG0064 257.3505 25.0889 1.713e-15 1.117e-15 4.989e-16 171.7315 -188.6
DG0065 258.5094 25.0169 1.580e-15 1.238e-15 6.196e-16 178.0598 -187.59
DG0066 259.0634 25.1767 1.513e-15 1.481e-15 6.094e-16 232.7578 -184.91
DG0067 259.6126 26.0860 1.797e-15 1.116e-15 5.083e-16 186.5249 -185.69
DG0068 265.7420 56.9622 7.341e-15 5.440e-15 2.523e-15 839.1642 -117.04
DG0069 264.5388 57.0409 1.280e-14 6.102e-15 3.423e-15 480.5061 -114.53
DG0070 264.6808 57.6438 7.398e-15 9.636e-15 3.731e-15 423.9543 -115.67
DG0071 265.2789 56.5371 1.045e-14 9.177e-15 3.011e-15 508.5215 -116.7
DG0072 265.2992 57.6378 1.227e-14 6.526e-15 4.000e-15 479.3283 -116.21
DG0073 265.4885 56.8615 1.011e-14 9.078e-15 3.437e-15 506.3961 -117.39
DG0074 198.4526 56.7983 6.453e-15 6.219e-15 2.911e-15 458.043 -145.0
DG0075 197.2753 56.6126 5.900e-15 4.487e-15 1.557e-15 539.6045 -146.38
DG0076 198.1304 57.5933 8.048e-15 5.746e-15 2.995e-15 495.8001 -145.64
DG0077 65.2423 146.3074 9.727e-16 6.667e-16 2.436e-16 264.4225 -480.03
DG0078 64.4732 146.2179 5.277e-16 4.284e-16 1.636e-16 93.4453 -481.65
DG0079 64.4452 146.0496 3.919e-16 2.311e-16 1.130e-16 73.9917 -480.78
DG0080 65.5610 146.0912 3.203e-16 3.243e-16 1.312e-16 71.7999 -482.27
DG0081 64.6722 146.0195 4.291e-16 3.052e-16 1.763e-16 77.255 -481.58
DG0082 64.8770 146.3533 2.441e-16 2.213e-16 7.976e-17 66.7321 -478.63
DG0083 65.3715 146.5155 4.861e-16 3.768e-16 1.852e-16 80.4394 -481.56
DG0084 64.3418 145.9864 3.273e-16 2.238e-16 1.091e-16 102.9441 -479.89
DG0085 65.1725 146.4331 4.683e-16 2.871e-16 1.122e-16 83.1362 -478.63
DG0086 64.8448 145.8051 3.984e-16 2.849e-16 1.608e-16 89.3719 -481.7
DG0087 65.4422 146.2885 5.184e-16 2.897e-16 9.689e-17 87.6093 -482.21
DG0088 64.4827 146.2617 5.030e-16 3.553e-16 1.649e-16 80.0256 -478.7
DG0089 65.6660 146.6591 3.695e-16 2.559e-16 1.091e-16 67.2639 -476.47
DG0090 64.7078 145.9104 2.450e-16 3.966e-16 1.176e-16 79.7024 -479.01
DG0091 66.1102 146.4075 4.369e-16 3.700e-16 1.211e-16 92.9117 -481.35
DG0092 239.4876 27.0786 2.080e-15 1.175e-15 6.419e-16 280.7261 -371.48
DG0093 240.2538 27.9381 5.595e-16 3.786e-16 2.413e-16 145.9343 -373.04
DG0094 238.6343 26.9267 7.753e-16 4.920e-16 1.922e-16 130.6723 -375.35
DG0095 240.1436 27.0051 6.859e-16 6.563e-16 2.577e-16 114.6601 -372.68
DG0096 238.1224 26.8136 6.626e-16 5.299e-16 2.335e-16 109.715 -372.16
DG0097 241.4240 27.7006 8.328e-16 4.019e-16 2.669e-16 115.5057 -371.75
DG0098 237.2661 26.4924 6.773e-16 6.022e-16 2.703e-16 122.7884 -374.76
