Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG001,-28.7673,-11.6950,7.882e-18,6.691e-18,2.644e-18,140.2576,474.28
FrontDG002,-28.8127,-11.7248,1.056e-17,8.903e-18,3.932e-18,40.9876,474.27
FrontDG003,-28.9197,-11.6822,1.123e-17,1.006e-17,4.074e-18,58.5136,474.03
FrontDG004,-28.8766,-11.6609,1.079e-17,8.868e-18,3.968e-18,54.4289,474.08
FrontDG005,-28.7471,-11.6242,1.076e-17,8.851e-18,3.616e-18,40.3925,474.52
FrontDG006,-28.8301,-11.7372,1.109e-17,9.081e-18,4.365e-18,38.8302,474.17
FrontDG007,-28.7046,-11.8371,7.260e-18,5.828e-18,2.960e-18,54.8783,474.61
FrontDG008,-28.9315,-11.7881,1.007e-17,8.672e-18,3.557e-18,35.9212,474.5
FrontDG047,-29.0575,0.4942,8.275e-18,7.321e-18,3.361e-18,85.7429,419.71
FrontDG048,-29.0795,0.4238,1.180e-17,8.704e-18,4.265e-18,39.2262,419.53
FrontDG049,-29.0164,0.4383,1.104e-17,1.049e-17,4.925e-18,49.9849,419.85
FrontDG050,-28.9261,0.5488,1.172e-17,1.052e-17,4.718e-18,52.0181,419.3
FrontDG051,-29.0537,0.5204,1.173e-17,9.825e-18,4.690e-18,56.7854,419.47
FrontDG052,-29.1286,0.5626,1.327e-17,1.138e-17,4.794e-18,45.4757,419.53
FrontDG053,25.0040,-25.2481,5.087e-18,4.539e-18,2.131e-18,40.5981,604.73
FrontDG059,-33.8277,2.5780,3.910e-17,3.322e-17,1.591e-17,84.907,188.17
FrontDG060,-33.8219,2.5519,2.707e-17,2.133e-17,1.086e-17,145.6386,188.04
FrontDG121,-32.1648,-32.7410,1.861e-16,1.385e-16,4.351e-17,390.4867,150.69
FrontDG122,-31.4751,-32.6280,6.936e-17,5.695e-17,2.236e-17,113.2584,150.66
FrontDG123,-31.8374,-32.6247,6.950e-17,5.554e-17,2.401e-17,125.3204,150.81
FrontDG124,-33.0440,-33.0271,6.645e-17,5.269e-17,2.496e-17,127.849,150.64
FrontDG125,-31.9330,-32.2154,1.019e-16,7.780e-17,2.986e-17,124.7133,150.31
FrontDG126,-32.1874,-33.2901,7.401e-17,5.371e-17,2.895e-17,139.6143,150.47
FrontDG127,-32.3452,-32.8730,4.822e-17,3.714e-17,1.751e-17,135.2609,150.55
FrontDG128,-32.3605,-32.4118,1.074e-16,7.680e-17,2.851e-17,121.1485,150.63
FrontDG129,-32.7140,-33.2705,6.556e-17,5.582e-17,2.191e-17,117.9688,150.23
FrontDG130,-32.5960,-32.7669,6.659e-17,5.452e-17,2.555e-17,140.9546,150.44
FrontDG174,-9.1224,-16.0249,8.820e-18,8.467e-18,3.691e-18,117.5606,386.5
FrontDG175,-8.9936,-15.9580,1.625e-17,1.180e-17,6.043e-18,69.3652,386.76
FrontDG176,-9.0546,-16.0399,1.741e-17,1.434e-17,5.832e-18,66.4965,386.98
FrontDG177,-9.1495,-15.8663,1.491e-17,1.279e-17,5.348e-18,55.1246,386.84
FrontDG178,-8.9682,-15.9965,1.679e-17,1.313e-17,6.343e-18,62.8282,386.95
FrontDG179,-9.0477,-15.9389,1.532e-17,1.241e-17,5.898e-18,65.063,387.0
FrontDG180,-9.0018,-15.9435,1.538e-17,1.355e-17,6.712e-18,60.3893,386.4
FrontDG181,-9.2260,-16.0079,1.528e-17,1.207e-17,6.462e-18,54.9092,386.65
FrontDG182,-9.1541,-16.0808,1.448e-17,1.186e-17,5.400e-18,53.8682,386.34
FrontDG191,32.2419,13.8541,4.535e-17,3.610e-17,1.554e-17,138.1529,219.42
FrontDG216,-23.0785,8.3397,2.974e-17,2.338e-17,8.306e-18,134.5237,538.92
FrontDG217,-23.0133,8.4812,7.143e-18,5.949e-18,2.571e-18,52.4198,538.79
FrontDG218,-23.0066,8.1025,1.176e-17,9.355e-18,4.602e-18,42.0655,538.55
FrontDG219,-23.4488,8.2304,1.177e-17,9.431e-18,4.636e-18,52.9313,538.47
FrontDG220,-23.4323,8.1384,9.840e-18,8.924e-18,3.641e-18,40.8302,538.86
FrontDG221,-23.2811,8.5966,6.648e-18,5.848e-18,2.836e-18,74.5492,538.55
FrontDG222,-22.8676,8.4042,7.231e-18,6.043e-18,3.008e-18,50.1829,538.58
FrontDG223,-23.0117,8.6021,1.112e-17,8.278e-18,4.113e-18,39.2844,538.66
FrontDG224,-23.0687,8.3079,7.949e-18,5.863e-18,2.896e-18,114.2736,538.42
FrontDG225,-22.8549,8.3402,1.045e-17,8.337e-18,3.806e-18,42.0277,538.88
FrontDG226,-23.0872,8.0281,1.114e-17,9.460e-18,4.208e-18,48.4648,538.93
FrontDG227,-23.1105,7.8974,1.071e-17,8.795e-18,3.612e-18,50.9805,538.78
FrontDG228,-22.9149,8.6075,1.079e-17,8.601e-18,4.086e-18,39.4187,538.62
FrontDG229,-23.2133,8.4023,7.798e-18,6.319e-18,3.158e-18,64.8312,538.44
FrontDG230,-22.6735,8.2343,1.046e-17,7.953e-18,3.662e-18,47.6828,538.46
FrontDG231,-22.7011,8.0173,7.338e-18,6.118e-18,2.803e-18,41.5529,538.31
FrontDG232,-22.6526,8.4011,1.027e-17,8.722e-18,4.194e-18,49.4975,538.58
FrontDG233,-23.0079,8.0514,9.827e-18,8.399e-18,3.614e-18,40.1224,538.65
FrontDG234,-23.0435,8.3763,1.030e-17,8.000e-18,3.539e-18,38.1556,538.98
FrontDG235,-22.8832,7.9877,1.022e-17,8.097e-18,3.677e-18,40.6027,538.74
FrontDG236,-23.4015,8.4685,1.023e-17,8.294e-18,3.778e-18,41.1703,538.46
FrontDG237,-22.9472,7.9770,1.068e-17,7.623e-18,3.429e-18,34.314,538.55
FrontDG238,-23.3674,8.7214,9.941e-18,8.163e-18,4.011e-18,44.3315,538.7
FrontDG239,-22.9897,8.4615,1.148e-17,9.167e-18,4.324e-18,45.5102,538.86
FrontDG240,-23.2748,8.6184,9.551e-18,8.627e-18,3.340e-18,43.0751,538.81
FrontDG241,-22.8456,8.1282,9.879e-18,7.686e-18,3.724e-18,39.0632,538.65
FrontDG242,-23.1846,8.5207,7.308e-18,5.890e-18,2.808e-18,64.266,538.55
FrontDG243,-23.3245,8.3969,9.315e-18,8.209e-18,3.970e-18,44.7786,538.85
FrontDG244,-23.5032,8.2022,6.925e-18,5.228e-18,2.562e-18,62.1405,538.79
FrontDG245,-23.3621,8.6853,1.052e-17,9.062e-18,3.969e-18,39.2194,538.92
FrontDG246,-23.1092,8.5398,1.023e-17,8.221e-18,3.871e-18,42.7508,538.81
FrontDG247,-26.4483,29.2773,1.222e-17,9.896e-18,4.541e-18,39.1502,457.11
FrontDG248,-26.3933,29.2288,1.720e-17,1.350e-17,5.771e-18,41.1959,457.24
FrontDG249,-26.4024,29.2030,1.296e-17,9.867e-18,4.214e-18,45.1478,457.26
FrontDG283,-32.4185,13.1520,3.035e-17,2.229e-17,8.421e-18,164.5036,480.44
FrontDG284,-32.4790,13.2001,1.014e-17,8.797e-18,3.832e-18,44.9378,480.22
FrontDG285,-32.3019,13.1482,9.504e-18,8.528e-18,3.994e-18,39.6227,480.37
FrontDG286,-32.5557,13.2726,9.849e-18,8.943e-18,4.358e-18,44.6848,480.53
FrontDG287,-32.4401,13.2213,6.700e-18,5.981e-18,2.635e-18,70.3565,480.32
FrontDG288,-32.2640,13.0283,1.123e-17,7.883e-18,3.965e-18,46.6841,480.56
FrontDG289,-32.3614,13.0776,6.916e-18,5.849e-18,2.839e-18,95.9622,480.3
FrontDG290,-32.3861,13.1410,1.102e-17,8.301e-18,4.396e-18,42.7827,480.28
FrontDG291,-32.3013,13.2107,9.321e-18,8.319e-18,3.910e-18,39.4105,480.3
FrontDG292,-32.4427,13.3595,1.116e-17,9.625e-18,4.375e-18,51.0686,480.57
FrontDG293,-32.3495,13.1452,1.005e-17,8.473e-18,3.797e-18,50.2183,480.78
FrontDG294,-32.5807,13.1620,1.129e-17,7.491e-18,4.173e-18,45.6747,480.57
FrontDG295,-32.6081,13.0972,1.022e-17,8.314e-18,3.964e-18,53.0923,480.82
FrontDG296,-36.4658,-34.5439,1.370e-17,1.233e-17,5.104e-18,61.1465,346.79
FrontDG314,34.9443,20.9081,7.748e-18,6.270e-18,2.858e-18,77.5844,557.81
FrontDG315,34.8806,20.8659,1.002e-17,8.353e-18,3.865e-18,49.0594,557.75
FrontDG316,34.9207,20.9133,9.791e-18,7.511e-18,3.708e-18,49.5214,557.92
FrontDG317,34.8924,20.8374,8.725e-18,8.133e-18,3.870e-18,40.7567,558.09
