Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 11.0246 133.3425 4.763e-15 3.376e-15 1.200e-15 365.88 -244.28
DG0002 10.5403 132.2933 5.281e-15 3.354e-15 2.146e-15 269.4355 -244.43
DG0003 10.6190 133.4421 3.064e-15 2.905e-15 1.189e-15 244.8632 -244.87
DG0004 11.5976 132.8688 4.377e-15 2.789e-15 1.128e-15 234.0386 -242.14
DG0005 94.5294 117.7793 4.482e-16 3.342e-16 1.449e-16 153.7469 -1154.31
DG0006 94.2194 117.8192 2.035e-16 1.497e-16 7.312e-17 68.3849 -1158.27
DG0007 94.6893 117.7166 1.114e-16 1.180e-16 4.842e-17 95.4084 -1154.64
DG0008 94.9484 117.8031 2.493e-16 2.028e-16 8.338e-17 65.1236 -1159.1
DG0009 95.0006 117.9226 1.448e-16 9.149e-17 5.021e-17 69.4477 -1159.27
DG0010 94.7109 117.8402 2.702e-16 1.673e-16 8.549e-17 59.9684 -1158.18
DG0011 94.5263 117.9850 1.987e-16 2.166e-16 8.505e-17 72.2257 -1152.78
DG0012 94.6084 118.1214 1.492e-16 1.024e-16 5.120e-17 71.9465 -1156.28
DG0013 95.0145 117.6120 2.016e-16 1.151e-16 8.340e-17 51.9112 -1155.72
DG0014 94.6434 117.7192 1.057e-16 8.848e-17 5.328e-17 127.0434 -1155.87
DG0015 94.3513 117.8534 1.299e-16 1.100e-16 4.847e-17 86.3906 -1156.71
DG0016 94.5363 117.5122 2.015e-16 1.414e-16 7.342e-17 60.044 -1154.98
DG0017 94.8224 117.5017 1.903e-16 1.487e-16 5.061e-17 53.545 -1160.17
DG0018 94.7237 117.4418 2.314e-16 1.740e-16 6.395e-17 72.9011 -1157.82
DG0019 94.5462 117.7851 1.377e-16 1.196e-16 3.917e-17 114.8726 -1156.39
DG0020 94.6526 117.9110 9.998e-17 1.105e-16 5.240e-17 123.3576 -1160.25
DG0021 94.7734 118.0113 2.004e-16 1.854e-16 7.366e-17 67.3936 -1152.8
DG0022 94.3320 117.8852 1.397e-16 1.056e-16 4.111e-17 92.7243 -1155.93
DG0023 184.8975 17.1086 2.158e-16 1.813e-16 9.009e-17 169.4546 -973.01
DG0024 185.5942 17.1271 2.303e-16 2.175e-16 7.945e-17 105.6512 -972.23
DG0025 183.8107 17.0284 4.244e-16 2.292e-16 1.138e-16 100.9635 -971.58
DG0026 185.3584 16.9609 4.010e-16 2.637e-16 1.404e-16 91.1376 -971.24
DG0027 184.4595 17.1336 1.823e-16 2.074e-16 1.449e-16 97.7426 -973.77
DG0028 185.0637 17.1611 3.981e-16 2.733e-16 1.021e-16 91.8046 -972.05
DG0029 184.7938 17.0464 3.123e-16 2.410e-16 1.063e-16 72.184 -972.28
DG0030 47.8756 95.0317 4.397e-16 3.638e-16 1.443e-16 172.5029 -691.03
DG0031 48.0397 95.2437 6.281e-16 6.615e-16 2.989e-16 110.9325 -691.6
DG0032 48.0184 94.8594 7.230e-16 5.194e-16 1.651e-16 124.3232 -690.8
DG0033 48.0683 94.9525 7.567e-16 5.254e-16 1.904e-16 102.5429 -690.78
DG0034 48.0184 94.9257 6.445e-16 3.844e-16 2.638e-16 117.8425 -690.0
DG0035 306.7328 134.8294 1.022e-14 1.135e-14 3.520e-15 1150.0165 -238.63
DG0036 303.7531 134.8488 3.945e-15 2.845e-15 1.408e-15 432.0095 -244.82
DG0037 303.4637 133.6546 4.196e-15 2.712e-15 1.172e-15 377.667 -244.69
DG0038 304.5219 136.2679 5.043e-15 4.180e-15 1.960e-15 296.7696 -240.7
DG0039 306.4722 132.5274 5.804e-15 5.916e-15 2.893e-15 352.866 -242.91
DG0040 306.0083 133.4970 3.403e-15 1.964e-15 1.268e-15 371.4798 -244.48
DG0041 303.8368 136.1595 5.531e-15 3.183e-15 1.162e-15 328.4417 -239.19
DG0042 306.0916 133.9663 4.556e-15 3.779e-15 1.860e-15 284.3864 -246.04
DG0043 304.6834 137.1603 6.228e-15 5.868e-15 1.702e-15 366.7049 -240.3
DG0044 304.9901 136.6012 3.436e-15 5.357e-15 1.811e-15 326.611 -245.77
DG0045 305.6173 137.9577 6.559e-15 4.213e-15 2.349e-15 353.9754 -244.69
DG0046 305.2061 134.6477 5.302e-15 4.632e-15 1.478e-15 295.4217 -239.5
DG0047 304.6431 132.4088 4.959e-15 3.633e-15 2.466e-15 343.487 -240.16
DG0048 308.9686 135.5159 4.126e-15 3.007e-15 1.160e-15 519.4617 -239.75
DG0049 302.7321 135.5414 8.230e-15 5.399e-15 1.171e-15 282.7172 -243.23
DG0050 307.6706 131.9002 5.117e-15 3.745e-15 2.000e-15 405.5489 -244.29
DG0051 304.6997 132.4815 3.636e-15 5.368e-15 1.911e-15 433.3627 -243.29
DG0052 308.3335 132.9984 7.058e-15 6.394e-15 2.621e-15 368.5513 -238.38
DG0053 303.6632 132.1248 7.152e-15 3.521e-15 1.664e-15 331.6429 -244.44
DG0054 304.3934 133.3156 7.760e-15 5.745e-15 1.391e-15 334.3162 -244.44
DG0055 307.1714 133.7048 5.224e-15 2.647e-15 1.498e-15 588.1712 -243.52
