Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS74880,11.7365,17.9956,3.732e-19,3.575e-19,2.352e-19,-0.0002,100.86,0
BackS74884,11.6980,17.9800,2.270e-19,2.312e-19,1.698e-19,0.0002,98.69,0
BackS74893,11.7671,18.0040,7.888e-20,9.211e-20,8.932e-20,0.0001,101.72,0
BackS74897,11.7622,18.0009,1.729e-18,3.357e-18,9.264e-18,0.0004,102.76,0
BackS74898,11.7493,17.9956,1.062e-20,1.408e-20,1.873e-20,-0.0001,102.11,0
BackS74901,11.8023,18.0087,7.320e-19,1.243e-18,2.642e-18,0.0001,102.69,0
BackS74902,11.7247,17.9902,1.052e-19,1.074e-19,8.081e-20,0.0,99.36,0
BackS74904,11.7538,17.9936,1.645e-18,1.402e-18,6.945e-19,-0.001,102.19,0
BackS74908,11.7369,17.9907,1.532e-20,1.868e-20,2.094e-20,-0.0,100.81,0
BackS74909,11.6677,17.9720,9.907e-20,1.096e-19,1.012e-19,0.0005,99.16,0
BackS74910,11.8324,18.0191,2.460e-20,3.032e-20,3.369e-20,-0.0003,103.12,0
BackS74919,11.7598,17.9976,2.723e-19,2.675e-19,1.861e-19,-0.0004,102.25,0
BackS74922,11.7745,18.0041,1.330e-18,1.181e-18,6.629e-19,-0.0001,102.3,0
BackS74925,11.7398,17.9981,5.352e-14,5.334e-14,3.828e-14,-0.0003,101.93,1
BackS74928,11.7617,17.9993,1.774e-20,2.253e-20,2.654e-20,0.0002,101.56,0
BackS74932,11.7458,17.9976,1.063e-20,1.424e-20,1.841e-20,-0.0003,102.14,0
BackS74933,11.7024,17.9807,6.410e-20,7.090e-20,6.213e-20,-0.0001,99.03,0
BackS74941,11.7424,17.9933,2.285e-18,1.865e-18,9.004e-19,0.0007,101.99,0
BackS74943,11.7454,17.9954,2.919e-20,3.362e-20,3.258e-20,-0.0004,101.7,0
BackS74944,11.6958,17.9804,1.045e-19,1.099e-19,8.825e-20,-0.0004,99.34,0
BackS74950,11.7283,17.9918,7.538e-19,1.276e-18,2.697e-18,0.0001,99.28,0
BackS74958,11.7596,18.0036,1.393e-20,1.905e-20,2.613e-20,-0.0,102.75,0
BackS74959,11.7781,18.0055,1.050e-19,1.142e-19,1.006e-19,-0.0002,102.1,0
BackS74961,11.7379,17.9873,6.948e-20,7.577e-20,6.512e-20,0.0005,102.15,0
BackS74964,11.7896,18.0053,1.558e-18,3.187e-18,9.935e-18,0.0005,102.52,0
BackS74966,11.7407,17.9953,5.287e-19,1.085e-18,3.588e-18,-0.0005,102.04,0
BackS74967,11.7151,17.9894,2.432e-19,2.424e-19,1.706e-19,0.0,99.98,0
BackS74977,11.7704,17.9932,2.698e-19,2.675e-19,1.927e-19,-0.0001,102.87,0
BackS74978,11.6518,17.9737,4.666e-14,3.363e-14,1.286e-14,-0.0007,98.83,0
BackS74980,11.7335,17.9925,5.472e-20,6.389e-20,6.219e-20,0.0006,100.31,0
BackS74982,11.7202,17.9870,5.695e-19,9.660e-19,2.073e-18,-0.0003,99.89,0
BackS74983,11.8334,18.0167,6.033e-18,4.947e-18,2.394e-18,-0.0002,102.57,0
BackS74993,11.8440,18.0165,5.544e-19,5.026e-19,3.099e-19,0.0008,102.49,0
BackS74995,11.7392,17.9904,4.966e-19,4.592e-19,2.907e-19,0.0003,101.9,0
BackS75007,11.6508,17.9712,2.622e-20,3.231e-20,3.632e-20,-0.0006,98.64,0
BackS75010,11.7317,17.9945,5.975e-19,5.623e-19,3.498e-19,-0.0007,99.32,0
BackS75013,11.7069,17.9903,6.992e-19,1.348e-18,3.923e-18,-0.0001,98.76,0
BackS75017,11.7565,17.9966,2.689e-20,3.412e-20,3.820e-20,-0.0004,102.45,0
BackS75020,11.7435,17.9895,8.632e-19,1.428e-18,3.002e-18,-0.0003,102.02,0
BackS75023,11.7136,17.9868,4.456e-19,7.194e-19,1.389e-18,-0.0001,99.45,0
BackS75026,11.7305,17.9907,6.004e-19,8.625e-19,1.307e-18,-0.0002,100.53,0
BackS75028,11.7224,17.9888,2.204e-19,2.225e-19,1.645e-19,0.0003,99.12,0
BackS75032,11.7344,17.9888,1.672e-20,2.110e-20,2.481e-20,-0.0001,100.11,0
BackS75042,11.7376,17.9954,2.333e-18,4.948e-18,1.666e-17,-0.0004,101.09,0
BackS75045,11.7343,17.9953,8.125e-19,7.426e-19,4.379e-19,-0.0008,99.99,0
BackS75049,11.8143,18.0188,4.315e-20,4.936e-20,4.815e-20,0.0003,101.94,0
BackS75058,11.7423,17.9978,3.584e-20,4.241e-20,4.249e-20,-0.0004,101.29,0
BackS75061,11.7348,17.9944,1.997e-19,2.049e-19,1.605e-19,-0.0004,100.15,0
BackS75063,11.6952,17.9864,6.634e-20,7.264e-20,6.523e-20,0.0003,98.85,0
BackS75072,11.7876,18.0025,8.361e-19,7.695e-19,4.833e-19,0.0003,101.7,0
BackS75073,11.7016,17.9848,5.331e-19,8.932e-19,1.837e-18,-0.0001,99.42,0
BackS75076,11.7217,17.9825,4.181e-18,7.554e-18,1.833e-17,-0.0004,99.62,0
BackS75083,11.7337,17.9874,1.390e-20,1.802e-20,2.275e-20,0.0007,99.31,0
BackS75087,11.7326,17.9977,7.666e-19,1.255e-18,2.445e-18,-0.0001,99.64,0
BackS75091,11.7416,17.9994,2.323e-20,2.770e-20,2.972e-20,0.0002,102.35,0
BackS75092,11.7686,18.0016,1.167e-19,1.231e-19,1.006e-19,0.0007,101.9,0
BackS75094,11.7168,17.9959,2.917e-19,2.746e-19,1.750e-19,0.0008,99.07,0
BackS75097,11.7317,17.9983,1.102e-19,1.178e-19,9.880e-20,0.0006,100.25,0
BackS75098,11.5590,17.9466,6.222e-20,7.070e-20,6.921e-20,-0.0002,98.63,0
BackS75099,11.7296,17.9910,1.555e-18,1.338e-18,7.334e-19,-0.0,100.52,0
BackS75108,11.8020,18.0088,5.036e-19,4.850e-19,3.338e-19,0.0001,102.8,0
BackS75110,11.7153,17.9880,2.305e-18,5.145e-18,1.944e-17,-0.0,99.45,1
BackS75111,11.7846,18.0063,1.022e-19,1.130e-19,1.044e-19,0.0005,102.77,0
BackS75114,11.7647,18.0009,3.231e-20,4.009e-20,4.338e-20,0.0008,102.44,0
BackS75115,11.7153,17.9874,1.403e-20,1.910e-20,2.571e-20,0.0001,99.22,0
BackS75120,11.7413,17.9952,8.004e-19,7.399e-19,4.418e-19,0.0004,101.96,0
BackS75122,11.7409,17.9948,1.191e-20,1.503e-20,1.781e-20,-0.0001,101.46,0
BackS75123,11.6833,17.9780,2.713e-20,3.234e-20,3.334e-20,0.0007,98.67,0
BackS75132,11.7408,17.9941,4.935e-14,4.748e-14,3.094e-14,-0.0004,102.06,1
