Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S399035 165.5022 88.1475 4.7e-20 7.164e-20 1.215e-19 0.0 -111.25 0.0
S399036 165.4543 88.1498 2.919e-18 3.033e-18 2.431e-18 0.0 -110.33 0.0
S399037 165.4943 88.1761 3.2610000000000004e-20 4.782e-20 7.294000000000001e-20 0.0 -111.35 0.0
S399038 165.4517 88.1344 8.390999999999999e-22 1.748e-21 5.764e-21 0.0 -111.32 0.0
S399039 165.4857 88.1407 2.612e-22 6.2769999999999995e-22 2.835e-21 0.0 -110.99 0.0
S399040 165.4986 88.1834 1.572e-18 1.733e-18 1.571e-18 0.0 -110.39 0.0
S399041 165.4799 88.1529 3.529e-18 3.759e-18 3.047e-18 0.0 -110.98 0.0
S399042 165.4861 88.1292 1.651e-18 1.816e-18 1.602e-18 0.0 -110.09 0.0
S399043 165.4799 88.1558 8.517e-18 1.042e-17 1.132e-17 0.0 -110.29 0.0
S399044 165.4762 88.1463 7.565e-26 3.9270000000000004e-25 8.374e-24 0.0 -110.81 0.0
S399045 165.4979 88.1781 7.952e-24 2.53e-23 2.0949999999999998e-22 0.0 -110.68 0.0
S399046 165.4521 88.1678 5.427e-18 5.301e-18 3.559e-18 0.0 -110.78 0.0
S399047 165.45 88.1635 8.668e-20 1.194e-19 1.663e-19 0.001 -111.64 0.0
S399048 165.4674 88.1193 6.486e-18 6.086e-18 4.074e-18 0.0 -111.1 0.0
S399049 165.4545 88.1595 1.288e-16 9.936e-17 4.276e-17 0.0 -109.83 1.0
S399050 165.487 88.1369 6.049e-17 7.137e-17 7.417e-17 0.0 -111.16 0.0
S399051 165.4651 88.128 2.481e-18 2.508e-18 1.764e-18 0.0 -111.59 0.0
S399052 165.4669 88.1446 1.4649999999999999e-22 3.608e-22 1.73e-21 0.0 -110.32 0.0
S399053 165.4693 88.1348 1.231e-21 2.504e-21 8.159e-21 0.0 -110.7 0.0
S399054 165.4988 88.1213 7.036e-19 8.054e-19 7.372e-19 0.0 -110.48 0.0
S399055 165.4803 88.1683 1.787e-19 2.277e-19 2.748e-19 0.0 -110.24 0.0
S399056 165.4814 88.1352 2.204e-16 1.683e-16 7.075e-17 0.0 -111.01 1.0
S399057 165.4848 88.1706 4.983e-18 4.836e-18 3.221e-18 0.0 -110.63 0.0
S399058 165.498 88.1143 7.550999999999999e-22 5.912e-22 2.6549999999999997e-22 0.0 -110.97 0.0
S399059 165.4947 88.1368 2.163e-17 1.891e-17 1.087e-17 0.001 -111.61 0.0
S399060 165.4928 88.1504 1.224e-16 1.049e-16 5.32e-17 0.0 -111.38 0.0
S399061 165.45 88.1313 1.301e-16 1.034e-16 4.703e-17 0.0 -110.76 1.0
S399062 165.4918 88.1525 8.967e-21 1.4550000000000002e-20 2.8e-20 0.0 -110.09 0.0
S399063 165.4939 88.1375 1.109e-20 1.801e-20 3.445e-20 0.0 -110.42 0.0
S399064 165.5086 88.1903 9.434e-19 1.121e-18 1.097e-18 0.0 -111.86 0.0
S399065 165.4371 88.1475 3.387e-21 6.388e-21 1.718e-20 0.0 -111.67 0.0
S399066 165.5084 88.1465 2.829e-16 2.457e-16 1.31e-16 0.0 -110.16 0.0
S399067 165.5025 88.1254 2.272e-18 2.619e-18 2.46e-18 0.0 -110.45 0.0
S399068 165.4977 88.169 2.3410000000000003e-20 3.886e-20 7.927e-20 0.0 -110.3 0.0
S399069 165.4595 88.1274 5.721e-21 1.032e-20 2.4480000000000003e-20 0.0 -111.31 0.0
S399070 165.4813 88.1744 7.609e-20 1.068e-19 1.545e-19 0.0 -111.05 0.0
S399071 165.5002 88.1348 3.712e-21 7.106e-21 1.9590000000000002e-20 0.0 -109.57 0.0
S399072 165.5016 88.1626 1.187e-18 1.29e-18 1.142e-18 0.0 -110.8 0.0
S399073 165.4583 88.1608 3.797e-17 3.22e-17 1.698e-17 0.0 -111.11 0.0
S399074 165.5128 88.1774 1.509e-16 1.288e-16 6.528e-17 0.0 -111.43 0.0
S399075 165.4501 88.1673 6.458e-21 1.063e-20 2.1270000000000003e-20 0.0 -111.29 0.0
S399076 165.4916 88.1552 4.169e-23 1.1269999999999999e-22 6.300999999999999e-22 0.0 -110.82 0.0
S399077 165.5046 88.1653 1.673e-21 1.18e-21 4.2069999999999997e-22 0.0 -111.2 0.0
S399078 165.4761 88.1512 2.28e-18 2.213e-18 1.525e-18 0.0 -111.7 0.0
S399079 165.4709 88.1695 1.307e-18 1.497e-18 1.39e-18 0.0 -110.52 0.0
S399080 165.4977 88.1661 1.251e-18 1.422e-18 1.373e-18 0.0 -110.88 0.0
S399081 165.448 88.1693 5.013e-19 6.031e-19 6.484e-19 0.0 -110.82 0.0
S399082 165.451 88.1584 9.779e-23 2.5359999999999997e-22 1.296e-21 0.0 -111.13 0.0
S399083 165.4802 88.1622 6.108e-19 6.969e-19 6.636e-19 0.0 -110.66 0.0
S399084 165.4977 88.1297 2.29e-16 2.126e-16 1.304e-16 0.0 -110.23 0.0
S399085 165.4814 88.1334 1.729e-21 1.2140000000000001e-21 4.298999999999999e-22 0.0 -110.02 0.0
S399086 165.5186 88.1389 1.459e-17 1.3e-17 7.669e-18 0.0 -110.07 0.0
S399087 165.475 88.1653 7.005e-17 6.671e-17 4.372e-17 0.0 -110.16 0.0
S399088 165.4797 88.1757 3.528e-20 5.348e-20 9.461e-20 0.0 -110.42 0.0
S399089 165.4628 88.1814 9.35e-21 1.7090000000000003e-20 4.1840000000000006e-20 0.0 -111.8 0.0
S399090 165.4613 88.1322 2.322e-21 4.5360000000000005e-21 1.3050000000000001e-20 0.001 -110.07 0.0
S399091 165.4831 88.1397 1.1489999999999998e-22 2.666e-22 1.155e-21 0.0 -111.32 0.0
S399092 165.4793 88.1154 1.016e-18 1.101e-18 9.577e-19 0.0 -111.21 0.0
S399093 165.4833 88.1466 2.3370000000000003e-25 1.194e-24 2.5709999999999997e-23 0.0 -110.56 0.0
S399094 165.4819 88.1617 4.8009999999999995e-23 1.276e-22 7.099999999999999e-22 0.0 -111.08 0.0
S399095 165.4693 88.1767 8.872e-17 1.096e-16 1.244e-16 0.0 -110.13 0.0
S399096 165.4997 88.1415 2.75e-21 1.854e-21 6.027e-22 0.0 -110.06 0.0
S399097 165.4887 88.0845 7.454e-17 8.436e-17 7.605e-17 0.0 -110.79 0.0
S399098 165.4739 88.1736 3.241e-16 2.742e-16 1.372e-16 0.0 -110.29 0.0
S399099 165.4962 88.1679 6.135e-21 1.09e-20 2.6730000000000002e-20 0.0 -110.71 0.0
S399100 165.4625 88.1309 2.0629999999999999e-23 6.128999999999999e-23 4.471e-22 0.0 -110.31 0.0
S399101 165.5012 88.1492 1.887e-24 6.497e-24 6.43e-23 0.0 -110.51 0.0
S399102 165.4824 88.1645 1.484e-19 1.951e-19 2.527e-19 0.0 -110.08 0.0
S399103 165.4431 88.1257 4.851e-17 3.899e-17 1.819e-17 0.0 -109.88 0.0
S399104 165.5221 88.1683 5.113e-21 9.176e-21 2.2710000000000003e-20 0.0 -110.14 0.0
S399105 165.5035 88.1535 2.478e-22 6.225999999999999e-22 3.122e-21 0.0 -110.55 0.0
