Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S601483 45.6463 51.0258 1.075e-16 1.16e-16 9.546e-17 0.001 1.54 0.0
S601484 45.7667 50.8811 1.595e-19 1.121e-19 3.9290000000000006e-20 0.001 1.14 0.0
S601485 45.395 51.5902 2.31e-18 3.51e-18 6.147e-18 0.0 1.65 0.0
S601486 45.8157 50.861 2.22e-17 2.805e-17 3.253e-17 0.0 0.93 0.0
S601487 45.8111 50.7864 9.871e-16 9.451e-16 6.034e-16 0.0 0.98 0.0
S601488 45.724 50.9311 1.119e-14 1.28e-14 1.235e-14 0.0 1.44 0.0
S601489 46.1961 50.2498 2.401e-20 5.2360000000000004e-20 1.932e-19 0.0 0.45 0.0
S601490 46.5161 49.7923 7.851e-11 6.677e-11 3.462e-11 0.0 0.46 1.0
S601491 45.4304 51.3186 9.446e-19 1.599e-18 3.497e-18 0.001 1.68 0.0
S601492 45.7891 50.9532 1.783e-19 1.224e-19 4.2620000000000004e-20 0.0 1.5 0.0
S601493 45.655 50.9616 5.131e-17 5.965e-17 5.751e-17 0.0 1.49 0.0
S601494 45.6516 50.9219 6.323e-16 6.116e-16 4.327e-16 0.0 1.42 0.0
S601495 45.7649 50.909 1.593e-19 1.093e-19 3.85e-20 0.0 1.16 0.0
S601496 45.6777 51.0855 2.537e-17 3.068e-17 3.34e-17 0.001 1.62 0.0
S601497 45.8577 50.7472 2.2210000000000002e-20 5.0630000000000004e-20 2.033e-19 0.0 0.67 0.0
S601498 45.7138 50.8841 7.599e-20 1.612e-19 5.455e-19 0.0 1.44 0.0
S601499 45.8319 50.827 5.072e-21 1.4580000000000002e-20 9.418000000000001e-20 0.0 0.81 0.0
S601500 45.8014 50.8509 4.546e-19 8.443e-19 2.143e-18 0.0 0.88 0.0
S601501 45.7334 50.6175 4.402e-21 1.1760000000000001e-20 6.469e-20 0.0 1.02 0.0
S601502 45.7418 50.8738 2.567e-20 5.778000000000001e-20 2.277e-19 0.0 1.43 0.0
S601503 45.4318 51.3129 3.028e-21 8.349e-21 4.8200000000000005e-20 0.0 1.55 0.0
S601504 45.6389 51.0444 2.226e-22 7.981999999999999e-22 8.297000000000001e-21 0.0 1.44 0.0
S601505 45.6787 50.9529 6.468999999999999e-22 1.979e-21 1.4640000000000003e-20 0.0 1.46 0.0
