Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4059 312.3303 41.713 1.189e-15 9.746e-16 4.122e-16 177.6613 330.68
DG4325 307.8602 38.4483 3.495e-15 2.571e-15 8.425e-16 348.6912 344.18
DG4326 309.4602 37.9304 1.324e-15 1.07e-15 4.297e-16 138.2065 343.75
DG4327 306.7742 38.4641 1.317e-15 1.116e-15 4.919e-16 150.7206 342.52
DG4328 308.8515 38.7477 5.939e-26 1.533e-27 7.205e-33 160.764 342.5
DG4329 309.0132 37.9393 1.347e-15 9.697e-16 4.364e-16 137.1721 342.41
DG4330 307.5448 38.1675 6.024000000000001e-26 1.526e-27 6.878e-33 188.7521 340.54
DG4331 309.2728 38.0658 1.84e-15 1.424e-15 5.872e-16 148.8199 342.22
DG4332 306.4614 38.3446 1.354e-15 9.952e-16 4.391e-16 139.9784 339.91
DG4333 307.5888 37.9504 6.371000000000001e-26 1.625e-27 6.931e-33 185.2951 342.97
DG4334 307.3341 38.5687 1.187e-15 1.104e-15 4.622e-16 141.1604 343.4
DG4335 308.0236 38.4684 1.268e-15 1.11e-15 4.358e-16 153.4312 343.8
DG4336 307.2005 38.0029 8.295e-16 7.447e-16 3.137e-16 234.5845 344.2
DG4337 307.9471 38.2781 1.167e-15 1.117e-15 4.211e-16 153.8493 342.76
DG4338 306.8637 38.4384 1.354e-15 1.113e-15 4.337e-16 143.3913 343.53
DG4339 306.641 37.873 9.142e-16 7.607e-16 3.317e-16 175.5251 339.94
