Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0338 183.6923 129.8669 1.016e-14 7.99e-15 3.363e-15 445.7879 93.79
DG0339 183.7427 130.5534 8.384e-15 6.771e-15 2.986e-15 398.7773 93.75
DG0340 182.5214 130.4828 9.261e-15 8.584e-15 3.475e-15 452.0565 93.83
DG1895 205.1571 120.0761 1.788e-14 1.226e-14 4.261e-15 514.8923 80.99
DG1896 206.4161 120.5012 1.188e-14 9.601e-15 4.097e-15 458.9484 81.62
DG1897 204.876 120.5835 1.169e-14 9.147e-15 3.979e-15 424.3353 82.41
DG1898 204.9612 120.9636 2.028e-25 5.331e-27 2.259e-32 534.3772 82.35
DG5371 218.1368 112.1538 4.643e-15 3.356e-15 1.687e-15 805.335 92.75
DG5372 217.9921 111.5308 6.955e-15 5.375e-15 2.531e-15 358.3744 94.56
DG5373 217.3218 112.5633 5.945e-15 5.372e-15 2.16e-15 339.4638 91.35
DG5374 217.2253 112.5481 7.013e-15 6.064e-15 2.492e-15 363.6067 91.31
DG5375 217.9848 112.563 7.775e-15 6.121e-15 2.918e-15 358.5154 93.18
DG5376 218.5324 111.7039 1.313e-25 3.711e-27 1.79e-32 454.5392 92.8
DG5377 217.7621 112.4718 7.033e-15 6.146e-15 2.573e-15 374.6944 91.33
