Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2264 87.7389 115.7003 8.121e-16 6.141e-16 1.982e-16 228.4828 675.01
DG2265 87.5034 115.7294 2.956e-16 2.277e-16 1.056e-16 65.1933 674.17
DG2266 87.4541 115.6634 2.966e-16 2.537e-16 1.286e-16 80.5392 675.59
DG2267 87.8297 115.9702 7.030000000000001e-26 1.816e-27 9.197e-33 84.2315 676.44
DG2268 87.4803 115.6708 7.231000000000001e-26 1.705e-27 8.417e-33 80.0482 674.61
DG2269 87.4531 115.9023 2.824e-16 2.293e-16 9.89e-17 74.8285 675.16
DG2270 87.6618 115.4527 2.958e-16 2.281e-16 1.027e-16 63.4517 677.63
DG2271 87.7316 115.7889 2.175e-16 1.693e-16 7.786e-17 72.7911 677.07
DG2272 87.8132 115.4348 2.863e-16 2.328e-16 1.061e-16 60.6689 676.85
DG2273 87.7269 115.5645 6.359000000000001e-26 1.854e-27 8.221e-33 76.6727 675.42
